order_code,plan_code,plan_line_number,item_code,bom_code,bom_version_number,target_quantity,unit_code,planned_starts_on,planned_ends_on,production_line_name,status,notes
production_order_2026_00272,plan_2026_0136,2,fg_0072,bom_fg_0072,1,7127,piece,2026-01-09,2026-01-11,Dây chuyền 08,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00273,plan_2026_0137,1,fg_0073,bom_fg_0073,1,7264,piece,2026-02-09,2026-02-11,Dây chuyền 09,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00274,plan_2026_0137,2,fg_0074,bom_fg_0074,1,7401,piece,2026-02-10,2026-02-12,Dây chuyền 10,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00275,plan_2026_0138,1,fg_0075,bom_fg_0075,1,7538,piece,2026-03-14,2026-03-16,Dây chuyền 11,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00276,plan_2026_0138,2,fg_0076,bom_fg_0076,1,7675,piece,2026-03-15,2026-03-17,Dây chuyền 12,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00277,plan_2026_0139,1,fg_0077,bom_fg_0077,1,7812,piece,2026-04-15,2026-04-17,Dây chuyền 01,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00278,plan_2026_0139,2,fg_0078,bom_fg_0078,1,7949,piece,2026-04-16,2026-04-18,Dây chuyền 02,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00279,plan_2026_0140,1,fg_0079,bom_fg_0079,1,8086,piece,2026-05-20,2026-05-22,Dây chuyền 03,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00280,plan_2026_0140,2,fg_0080,bom_fg_0080,1,8223,piece,2026-05-21,2026-05-23,Dây chuyền 04,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00281,plan_2026_0141,1,fg_0081,bom_fg_0081,1,8360,piece,2026-06-01,2026-06-03,Dây chuyền 05,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00282,plan_2026_0141,2,fg_0082,bom_fg_0082,1,8497,piece,2026-06-02,2026-06-04,Dây chuyền 06,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00283,plan_2026_0142,1,fg_0083,bom_fg_0083,1,8634,piece,2026-07-06,2026-07-08,Dây chuyền 07,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00284,plan_2026_0142,2,fg_0084,bom_fg_0084,1,8771,piece,2026-07-07,2026-07-09,Dây chuyền 08,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00285,plan_2026_0143,1,fg_0085,bom_fg_0085,1,8908,piece,2026-08-07,2026-08-09,Dây chuyền 09,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00286,plan_2026_0143,2,fg_0086,bom_fg_0086,1,9045,piece,2026-08-08,2026-08-10,Dây chuyền 10,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00287,plan_2026_0144,1,fg_0087,bom_fg_0087,1,9182,piece,2026-09-12,2026-09-14,Dây chuyền 11,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00288,plan_2026_0144,2,fg_0088,bom_fg_0088,1,9319,piece,2026-09-13,2026-09-15,Dây chuyền 12,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00289,plan_2026_0145,1,fg_0089,bom_fg_0089,1,9456,piece,2026-01-13,2026-01-15,Dây chuyền 01,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00290,plan_2026_0145,2,fg_0090,bom_fg_0090,1,9593,piece,2026-01-14,2026-01-16,Dây chuyền 02,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00291,plan_2026_0146,1,fg_0091,bom_fg_0091,1,9730,piece,2026-02-18,2026-02-20,Dây chuyền 03,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00292,plan_2026_0146,2,fg_0092,bom_fg_0092,1,9867,piece,2026-02-19,2026-02-21,Dây chuyền 04,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00293,plan_2026_0147,1,fg_0093,bom_fg_0093,1,2004,piece,2026-03-19,2026-03-21,Dây chuyền 05,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00294,plan_2026_0147,2,fg_0094,bom_fg_0094,1,2141,piece,2026-03-20,2026-03-22,Dây chuyền 06,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00295,plan_2026_0148,1,fg_0095,bom_fg_0095,1,2278,piece,2026-04-04,2026-04-06,Dây chuyền 07,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00296,plan_2026_0148,2,fg_0096,bom_fg_0096,1,2415,piece,2026-04-05,2026-04-07,Dây chuyền 08,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00297,plan_2026_0149,1,fg_0097,bom_fg_0097,1,2552,piece,2026-05-05,2026-05-07,Dây chuyền 09,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00298,plan_2026_0149,2,fg_0098,bom_fg_0098,1,2689,piece,2026-05-06,2026-05-08,Dây chuyền 10,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00299,plan_2026_0150,1,fg_0099,bom_fg_0099,1,2826,piece,2026-06-10,2026-06-12,Dây chuyền 11,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00300,plan_2026_0150,2,fg_0100,bom_fg_0100,1,2963,piece,2026-06-11,2026-06-13,Dây chuyền 12,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00301,plan_2026_0151,1,fg_0101,bom_fg_0101,1,3100,piece,2026-07-11,2026-07-13,Dây chuyền 01,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00302,plan_2026_0151,2,fg_0102,bom_fg_0102,1,3237,piece,2026-07-12,2026-07-14,Dây chuyền 02,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00303,plan_2026_0152,1,fg_0103,bom_fg_0103,1,3374,piece,2026-08-16,2026-08-18,Dây chuyền 03,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00304,plan_2026_0152,2,fg_0104,bom_fg_0104,1,3511,piece,2026-08-17,2026-08-19,Dây chuyền 04,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00305,plan_2026_0153,1,fg_0105,bom_fg_0105,1,3648,piece,2026-09-17,2026-09-19,Dây chuyền 05,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00306,plan_2026_0153,2,fg_0106,bom_fg_0106,1,3785,piece,2026-09-18,2026-09-20,Dây chuyền 06,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00307,plan_2026_0154,1,fg_0107,bom_fg_0107,1,3922,piece,2026-01-22,2026-01-24,Dây chuyền 07,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00308,plan_2026_0154,2,fg_0108,bom_fg_0108,1,4059,piece,2026-01-23,2026-01-25,Dây chuyền 08,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00309,plan_2026_0155,1,fg_0109,bom_fg_0109,1,4196,piece,2026-02-03,2026-02-05,Dây chuyền 09,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00310,plan_2026_0155,2,fg_0110,bom_fg_0110,1,4333,piece,2026-02-04,2026-02-06,Dây chuyền 10,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00311,plan_2026_0156,1,fg_0111,bom_fg_0111,1,4470,piece,2026-03-08,2026-03-10,Dây chuyền 11,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00312,plan_2026_0156,2,fg_0112,bom_fg_0112,1,4607,piece,2026-03-09,2026-03-11,Dây chuyền 12,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00313,plan_2026_0157,1,fg_0113,bom_fg_0113,1,4744,piece,2026-04-09,2026-04-11,Dây chuyền 01,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00314,plan_2026_0157,2,fg_0114,bom_fg_0114,1,4881,piece,2026-04-10,2026-04-12,Dây chuyền 02,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00315,plan_2026_0158,1,fg_0115,bom_fg_0115,1,5018,piece,2026-05-14,2026-05-16,Dây chuyền 03,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00316,plan_2026_0158,2,fg_0116,bom_fg_0116,1,5155,piece,2026-05-15,2026-05-17,Dây chuyền 04,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00317,plan_2026_0159,1,fg_0117,bom_fg_0117,1,5292,piece,2026-06-15,2026-06-17,Dây chuyền 05,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00318,plan_2026_0159,2,fg_0118,bom_fg_0118,1,5429,piece,2026-06-16,2026-06-18,Dây chuyền 06,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00319,plan_2026_0160,1,fg_0119,bom_fg_0119,1,5566,piece,2026-07-20,2026-07-22,Dây chuyền 07,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00320,plan_2026_0160,2,fg_0120,bom_fg_0120,1,5703,piece,2026-07-21,2026-07-23,Dây chuyền 08,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00321,plan_2026_0161,1,fg_0121,bom_fg_0121,1,5840,piece,2026-08-01,2026-08-03,Dây chuyền 09,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00322,plan_2026_0161,2,fg_0122,bom_fg_0122,1,5977,piece,2026-08-02,2026-08-04,Dây chuyền 10,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00323,plan_2026_0162,1,fg_0123,bom_fg_0123,1,6114,piece,2026-09-06,2026-09-08,Dây chuyền 11,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00324,plan_2026_0162,2,fg_0124,bom_fg_0124,1,6251,piece,2026-09-07,2026-09-09,Dây chuyền 12,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00325,plan_2026_0163,1,fg_0125,bom_fg_0125,1,6388,piece,2026-01-07,2026-01-09,Dây chuyền 01,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00326,plan_2026_0163,2,fg_0126,bom_fg_0126,1,6525,piece,2026-01-08,2026-01-10,Dây chuyền 02,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00327,plan_2026_0164,1,fg_0127,bom_fg_0127,1,6662,piece,2026-02-12,2026-02-14,Dây chuyền 03,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00328,plan_2026_0164,2,fg_0128,bom_fg_0128,1,6799,piece,2026-02-13,2026-02-15,Dây chuyền 04,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00329,plan_2026_0165,1,fg_0129,bom_fg_0129,1,6936,piece,2026-03-13,2026-03-15,Dây chuyền 05,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00330,plan_2026_0165,2,fg_0130,bom_fg_0130,1,7073,piece,2026-03-14,2026-03-16,Dây chuyền 06,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00331,plan_2026_0166,1,fg_0131,bom_fg_0131,1,7210,piece,2026-04-18,2026-04-20,Dây chuyền 07,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00332,plan_2026_0166,2,fg_0132,bom_fg_0132,1,7347,piece,2026-04-19,2026-04-21,Dây chuyền 08,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00333,plan_2026_0167,1,fg_0133,bom_fg_0133,1,7484,piece,2026-05-19,2026-05-21,Dây chuyền 09,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00334,plan_2026_0167,2,fg_0134,bom_fg_0134,1,7621,piece,2026-05-20,2026-05-22,Dây chuyền 10,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00335,plan_2026_0168,1,fg_0135,bom_fg_0135,1,7758,piece,2026-06-04,2026-06-06,Dây chuyền 11,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00336,plan_2026_0168,2,fg_0136,bom_fg_0136,1,7895,piece,2026-06-05,2026-06-07,Dây chuyền 12,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00337,plan_2026_0169,1,fg_0137,bom_fg_0137,1,8032,piece,2026-07-05,2026-07-07,Dây chuyền 01,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00338,plan_2026_0169,2,fg_0138,bom_fg_0138,1,8169,piece,2026-07-06,2026-07-08,Dây chuyền 02,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00339,plan_2026_0170,1,fg_0139,bom_fg_0139,1,8306,piece,2026-08-10,2026-08-12,Dây chuyền 03,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00340,plan_2026_0170,2,fg_0140,bom_fg_0140,1,8443,piece,2026-08-11,2026-08-13,Dây chuyền 04,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00341,plan_2026_0171,1,fg_0141,bom_fg_0141,1,8580,piece,2026-09-11,2026-09-13,Dây chuyền 05,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00342,plan_2026_0171,2,fg_0142,bom_fg_0142,1,8717,piece,2026-09-12,2026-09-14,Dây chuyền 06,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00343,plan_2026_0172,1,fg_0143,bom_fg_0143,1,8854,piece,2026-01-16,2026-01-18,Dây chuyền 07,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00344,plan_2026_0172,2,fg_0144,bom_fg_0144,1,8991,piece,2026-01-17,2026-01-19,Dây chuyền 08,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00345,plan_2026_0173,1,fg_0145,bom_fg_0145,1,9128,piece,2026-02-17,2026-02-19,Dây chuyền 09,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00346,plan_2026_0173,2,fg_0146,bom_fg_0146,1,9265,piece,2026-02-18,2026-02-20,Dây chuyền 10,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00347,plan_2026_0174,1,fg_0147,bom_fg_0147,1,9402,piece,2026-03-22,2026-03-24,Dây chuyền 11,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00348,plan_2026_0174,2,fg_0148,bom_fg_0148,1,9539,piece,2026-03-23,2026-03-25,Dây chuyền 12,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00349,plan_2026_0175,1,fg_0149,bom_fg_0149,1,9676,piece,2026-04-03,2026-04-05,Dây chuyền 01,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00350,plan_2026_0175,2,fg_0150,bom_fg_0150,1,9813,piece,2026-04-04,2026-04-06,Dây chuyền 02,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00351,plan_2026_0176,1,fg_0151,bom_fg_0151,1,9950,piece,2026-05-08,2026-05-10,Dây chuyền 03,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00352,plan_2026_0176,2,fg_0152,bom_fg_0152,1,2087,piece,2026-05-09,2026-05-11,Dây chuyền 04,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00353,plan_2026_0177,1,fg_0153,bom_fg_0153,1,2224,piece,2026-06-09,2026-06-11,Dây chuyền 05,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00354,plan_2026_0177,2,fg_0154,bom_fg_0154,1,2361,piece,2026-06-10,2026-06-12,Dây chuyền 06,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00355,plan_2026_0178,1,fg_0155,bom_fg_0155,1,2498,piece,2026-07-14,2026-07-16,Dây chuyền 07,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00356,plan_2026_0178,2,fg_0156,bom_fg_0156,1,2635,piece,2026-07-15,2026-07-17,Dây chuyền 08,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00357,plan_2026_0179,1,fg_0157,bom_fg_0157,1,2772,piece,2026-08-15,2026-08-17,Dây chuyền 09,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00358,plan_2026_0179,2,fg_0158,bom_fg_0158,1,2909,piece,2026-08-16,2026-08-18,Dây chuyền 10,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00359,plan_2026_0180,1,fg_0159,bom_fg_0159,1,3046,piece,2026-09-20,2026-09-22,Dây chuyền 11,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00360,plan_2026_0180,2,fg_0160,bom_fg_0160,1,3183,piece,2026-09-21,2026-09-23,Dây chuyền 12,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00361,plan_2026_0181,1,fg_0161,bom_fg_0161,1,3320,piece,2026-01-01,2026-01-03,Dây chuyền 01,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00362,plan_2026_0181,2,fg_0162,bom_fg_0162,1,3457,piece,2026-01-02,2026-01-04,Dây chuyền 02,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00363,plan_2026_0182,1,fg_0163,bom_fg_0163,1,3594,piece,2026-02-06,2026-02-08,Dây chuyền 03,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00364,plan_2026_0182,2,fg_0164,bom_fg_0164,1,3731,piece,2026-02-07,2026-02-09,Dây chuyền 04,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00365,plan_2026_0183,1,fg_0165,bom_fg_0165,1,3868,piece,2026-03-07,2026-03-09,Dây chuyền 05,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00366,plan_2026_0183,2,fg_0166,bom_fg_0166,1,4005,piece,2026-03-08,2026-03-10,Dây chuyền 06,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00367,plan_2026_0184,1,fg_0167,bom_fg_0167,1,4142,piece,2026-04-12,2026-04-14,Dây chuyền 07,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00368,plan_2026_0184,2,fg_0168,bom_fg_0168,1,4279,piece,2026-04-13,2026-04-15,Dây chuyền 08,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00369,plan_2026_0185,1,fg_0169,bom_fg_0169,1,4416,piece,2026-05-13,2026-05-15,Dây chuyền 09,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00370,plan_2026_0185,2,fg_0170,bom_fg_0170,1,4553,piece,2026-05-14,2026-05-16,Dây chuyền 10,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00371,plan_2026_0186,1,fg_0171,bom_fg_0171,1,4690,piece,2026-06-18,2026-06-20,Dây chuyền 11,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00372,plan_2026_0186,2,fg_0172,bom_fg_0172,1,4827,piece,2026-06-19,2026-06-21,Dây chuyền 12,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00373,plan_2026_0187,1,fg_0173,bom_fg_0173,1,4964,piece,2026-07-19,2026-07-21,Dây chuyền 01,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00374,plan_2026_0187,2,fg_0174,bom_fg_0174,1,5101,piece,2026-07-20,2026-07-22,Dây chuyền 02,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00375,plan_2026_0188,1,fg_0175,bom_fg_0175,1,5238,piece,2026-08-04,2026-08-06,Dây chuyền 03,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00376,plan_2026_0188,2,fg_0176,bom_fg_0176,1,5375,piece,2026-08-05,2026-08-07,Dây chuyền 04,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00377,plan_2026_0189,1,fg_0177,bom_fg_0177,1,5512,piece,2026-09-05,2026-09-07,Dây chuyền 05,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00378,plan_2026_0189,2,fg_0178,bom_fg_0178,1,5649,piece,2026-09-06,2026-09-08,Dây chuyền 06,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00379,plan_2026_0190,1,fg_0179,bom_fg_0179,1,5786,piece,2026-01-10,2026-01-12,Dây chuyền 07,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00380,plan_2026_0190,2,fg_0180,bom_fg_0180,1,5923,piece,2026-01-11,2026-01-13,Dây chuyền 08,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00381,plan_2026_0191,1,fg_0181,bom_fg_0181,1,6060,piece,2026-02-11,2026-02-13,Dây chuyền 09,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00382,plan_2026_0191,2,fg_0182,bom_fg_0182,1,6197,piece,2026-02-12,2026-02-14,Dây chuyền 10,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00383,plan_2026_0192,1,fg_0183,bom_fg_0183,1,6334,piece,2026-03-16,2026-03-18,Dây chuyền 11,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00384,plan_2026_0192,2,fg_0184,bom_fg_0184,1,6471,piece,2026-03-17,2026-03-19,Dây chuyền 12,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00385,plan_2026_0193,1,fg_0185,bom_fg_0185,1,6608,piece,2026-04-17,2026-04-19,Dây chuyền 01,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00386,plan_2026_0193,2,fg_0186,bom_fg_0186,1,6745,piece,2026-04-18,2026-04-20,Dây chuyền 02,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00387,plan_2026_0194,1,fg_0187,bom_fg_0187,1,6882,piece,2026-05-22,2026-05-24,Dây chuyền 03,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00388,plan_2026_0194,2,fg_0188,bom_fg_0188,1,7019,piece,2026-05-23,2026-05-25,Dây chuyền 04,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00389,plan_2026_0195,1,fg_0189,bom_fg_0189,1,7156,piece,2026-06-03,2026-06-05,Dây chuyền 05,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00390,plan_2026_0195,2,fg_0190,bom_fg_0190,1,7293,piece,2026-06-04,2026-06-06,Dây chuyền 06,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00391,plan_2026_0196,1,fg_0191,bom_fg_0191,1,7430,piece,2026-07-08,2026-07-10,Dây chuyền 07,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00392,plan_2026_0196,2,fg_0192,bom_fg_0192,1,7567,piece,2026-07-09,2026-07-11,Dây chuyền 08,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00393,plan_2026_0197,1,fg_0193,bom_fg_0193,1,7704,piece,2026-08-09,2026-08-11,Dây chuyền 09,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00394,plan_2026_0197,2,fg_0194,bom_fg_0194,1,7841,piece,2026-08-10,2026-08-12,Dây chuyền 10,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00395,plan_2026_0198,1,fg_0195,bom_fg_0195,1,7978,piece,2026-09-14,2026-09-16,Dây chuyền 11,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00396,plan_2026_0198,2,fg_0196,bom_fg_0196,1,8115,piece,2026-09-15,2026-09-17,Dây chuyền 12,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00397,plan_2026_0199,1,fg_0197,bom_fg_0197,1,8252,piece,2026-01-15,2026-01-17,Dây chuyền 01,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00398,plan_2026_0199,2,fg_0198,bom_fg_0198,1,8389,piece,2026-01-16,2026-01-18,Dây chuyền 02,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00399,plan_2026_0200,1,fg_0199,bom_fg_0199,1,8526,piece,2026-02-20,2026-02-22,Dây chuyền 03,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00400,plan_2026_0200,2,fg_0200,bom_fg_0200,1,8663,piece,2026-02-21,2026-02-23,Dây chuyền 04,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00401,plan_2026_0201,1,fg_0001,bom_fg_0001,1,8800,piece,2026-03-01,2026-03-03,Dây chuyền 05,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00402,plan_2026_0201,2,fg_0002,bom_fg_0002,1,8937,piece,2026-03-02,2026-03-04,Dây chuyền 06,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00403,plan_2026_0202,1,fg_0003,bom_fg_0003,1,9074,piece,2026-04-06,2026-04-08,Dây chuyền 07,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00404,plan_2026_0202,2,fg_0004,bom_fg_0004,1,9211,piece,2026-04-07,2026-04-09,Dây chuyền 08,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00405,plan_2026_0203,1,fg_0005,bom_fg_0005,1,9348,piece,2026-05-07,2026-05-09,Dây chuyền 09,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00406,plan_2026_0203,2,fg_0006,bom_fg_0006,1,9485,piece,2026-05-08,2026-05-10,Dây chuyền 10,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00407,plan_2026_0204,1,fg_0007,bom_fg_0007,1,9622,piece,2026-06-12,2026-06-14,Dây chuyền 11,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
