order_code,employee_code,shift_code,assignment_name,starts_at,ends_at,status,notes
production_order_2026_00218,vmk0511,shift_afternoon,Kiểm soát đóng gói,2026-01-06T14:00:00+07:00,2026-01-06T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00219,vmk0520,shift_night,Bàn giao ca,2026-02-10T22:00:00+07:00,2026-02-11T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00219,vmk0528,shift_morning,Vận hành thiết bị,2026-02-10T06:00:00+07:00,2026-02-10T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00220,vmk0534,shift_morning,Vận hành thiết bị,2026-02-11T06:00:00+07:00,2026-02-11T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00221,vmk0010,shift_afternoon,Kiểm soát đóng gói,2026-03-11T14:00:00+07:00,2026-03-11T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00221,vmk0011,shift_night,Bàn giao ca,2026-03-11T22:00:00+07:00,2026-03-12T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00222,vmk0013,shift_night,Bàn giao ca,2026-03-12T22:00:00+07:00,2026-03-13T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00223,vmk0031,shift_morning,Vận hành thiết bị,2026-04-16T06:00:00+07:00,2026-04-16T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00223,vmk0042,shift_afternoon,Kiểm soát đóng gói,2026-04-16T14:00:00+07:00,2026-04-16T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00224,vmk0048,shift_afternoon,Kiểm soát đóng gói,2026-04-17T14:00:00+07:00,2026-04-17T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00225,vmk0062,shift_night,Bàn giao ca,2026-05-17T22:00:00+07:00,2026-05-18T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00225,vmk0065,shift_morning,Vận hành thiết bị,2026-05-17T06:00:00+07:00,2026-05-17T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00226,vmk0076,shift_morning,Vận hành thiết bị,2026-05-18T06:00:00+07:00,2026-05-18T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00227,vmk0093,shift_afternoon,Kiểm soát đóng gói,2026-06-22T14:00:00+07:00,2026-06-22T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00227,vmk0096,shift_night,Bàn giao ca,2026-06-22T22:00:00+07:00,2026-06-23T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00228,vmk0110,shift_night,Bàn giao ca,2026-06-23T22:00:00+07:00,2026-06-24T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00229,vmk0124,shift_morning,Vận hành thiết bị,2026-07-03T06:00:00+07:00,2026-07-03T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00229,vmk0127,shift_afternoon,Kiểm soát đóng gói,2026-07-03T14:00:00+07:00,2026-07-03T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00230,vmk0138,shift_afternoon,Kiểm soát đóng gói,2026-07-04T14:00:00+07:00,2026-07-04T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00231,vmk0155,shift_night,Bàn giao ca,2026-08-08T22:00:00+07:00,2026-08-09T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00231,vmk0158,shift_morning,Vận hành thiết bị,2026-08-08T06:00:00+07:00,2026-08-08T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00232,vmk0172,shift_morning,Vận hành thiết bị,2026-08-09T06:00:00+07:00,2026-08-09T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00233,vmk0186,shift_afternoon,Kiểm soát đóng gói,2026-09-09T14:00:00+07:00,2026-09-09T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00233,vmk0189,shift_night,Bàn giao ca,2026-09-09T22:00:00+07:00,2026-09-10T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00234,vmk0195,shift_night,Bàn giao ca,2026-09-10T22:00:00+07:00,2026-09-11T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00235,vmk0209,shift_morning,Vận hành thiết bị,2026-01-14T06:00:00+07:00,2026-01-14T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00235,vmk0220,shift_afternoon,Kiểm soát đóng gói,2026-01-14T14:00:00+07:00,2026-01-14T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00236,vmk0226,shift_afternoon,Kiểm soát đóng gói,2026-01-15T14:00:00+07:00,2026-01-15T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00237,vmk0243,shift_night,Bàn giao ca,2026-02-15T22:00:00+07:00,2026-02-16T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00237,vmk0251,shift_morning,Vận hành thiết bị,2026-02-15T06:00:00+07:00,2026-02-15T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00238,vmk0257,shift_morning,Vận hành thiết bị,2026-02-16T06:00:00+07:00,2026-02-16T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00239,vmk0271,shift_afternoon,Kiểm soát đóng gói,2026-03-20T14:00:00+07:00,2026-03-20T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00239,vmk0274,shift_night,Bàn giao ca,2026-03-20T22:00:00+07:00,2026-03-21T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00240,vmk0288,shift_night,Bàn giao ca,2026-03-21T22:00:00+07:00,2026-03-22T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00241,vmk0305,shift_morning,Vận hành thiết bị,2026-04-01T06:00:00+07:00,2026-04-01T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00241,vmk0308,shift_afternoon,Kiểm soát đóng gói,2026-04-01T14:00:00+07:00,2026-04-01T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00242,vmk0319,shift_afternoon,Kiểm soát đóng gói,2026-04-02T14:00:00+07:00,2026-04-02T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00243,vmk0333,shift_night,Bàn giao ca,2026-05-06T22:00:00+07:00,2026-05-07T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00243,vmk0336,shift_morning,Vận hành thiết bị,2026-05-06T06:00:00+07:00,2026-05-06T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00244,vmk0350,shift_morning,Vận hành thiết bị,2026-05-07T06:00:00+07:00,2026-05-07T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00245,vmk0367,shift_afternoon,Kiểm soát đóng gói,2026-06-07T14:00:00+07:00,2026-06-07T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00245,vmk0370,shift_night,Bàn giao ca,2026-06-07T22:00:00+07:00,2026-06-08T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00246,vmk0381,shift_night,Bàn giao ca,2026-06-08T22:00:00+07:00,2026-06-09T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00247,vmk0390,shift_morning,Vận hành thiết bị,2026-07-12T06:00:00+07:00,2026-07-12T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00247,vmk0398,shift_afternoon,Kiểm soát đóng gói,2026-07-12T14:00:00+07:00,2026-07-12T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00248,vmk0404,shift_afternoon,Kiểm soát đóng gói,2026-07-13T14:00:00+07:00,2026-07-13T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00249,vmk0421,shift_night,Bàn giao ca,2026-08-13T22:00:00+07:00,2026-08-14T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00249,vmk0432,shift_morning,Vận hành thiết bị,2026-08-13T06:00:00+07:00,2026-08-13T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00250,vmk0438,shift_morning,Vận hành thiết bị,2026-08-14T06:00:00+07:00,2026-08-14T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00251,vmk0452,shift_afternoon,Kiểm soát đóng gói,2026-09-18T14:00:00+07:00,2026-09-18T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00251,vmk0455,shift_night,Bàn giao ca,2026-09-18T22:00:00+07:00,2026-09-19T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00252,vmk0466,shift_night,Bàn giao ca,2026-09-19T22:00:00+07:00,2026-09-20T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00253,vmk0483,shift_morning,Vận hành thiết bị,2026-01-19T06:00:00+07:00,2026-01-19T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00253,vmk0486,shift_afternoon,Kiểm soát đóng gói,2026-01-19T14:00:00+07:00,2026-01-19T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00254,vmk0500,shift_afternoon,Kiểm soát đóng gói,2026-01-20T14:00:00+07:00,2026-01-20T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00255,vmk0514,shift_night,Bàn giao ca,2026-02-04T22:00:00+07:00,2026-02-05T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00255,vmk0517,shift_morning,Vận hành thiết bị,2026-02-04T06:00:00+07:00,2026-02-04T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00256,vmk0528,shift_morning,Vận hành thiết bị,2026-02-05T06:00:00+07:00,2026-02-05T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00257,vmk0545,shift_afternoon,Kiểm soát đóng gói,2026-03-05T14:00:00+07:00,2026-03-05T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00257,vmk0548,shift_night,Bàn giao ca,2026-03-05T22:00:00+07:00,2026-03-06T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00258,vmk0011,shift_night,Bàn giao ca,2026-03-06T22:00:00+07:00,2026-03-07T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00259,vmk0025,shift_morning,Vận hành thiết bị,2026-04-10T06:00:00+07:00,2026-04-10T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00259,vmk0028,shift_afternoon,Kiểm soát đóng gói,2026-04-10T14:00:00+07:00,2026-04-10T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00260,vmk0042,shift_afternoon,Kiểm soát đóng gói,2026-04-11T14:00:00+07:00,2026-04-11T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00261,vmk0056,shift_night,Bàn giao ca,2026-05-11T22:00:00+07:00,2026-05-12T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00261,vmk0059,shift_morning,Vận hành thiết bị,2026-05-11T06:00:00+07:00,2026-05-11T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00262,vmk0065,shift_morning,Vận hành thiết bị,2026-05-12T06:00:00+07:00,2026-05-12T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00263,vmk0079,shift_afternoon,Kiểm soát đóng gói,2026-06-16T14:00:00+07:00,2026-06-16T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00263,vmk0090,shift_night,Bàn giao ca,2026-06-16T22:00:00+07:00,2026-06-17T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00264,vmk0096,shift_night,Bàn giao ca,2026-06-17T22:00:00+07:00,2026-06-18T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00265,vmk0113,shift_morning,Vận hành thiết bị,2026-07-17T06:00:00+07:00,2026-07-17T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00265,vmk0121,shift_afternoon,Kiểm soát đóng gói,2026-07-17T14:00:00+07:00,2026-07-17T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00266,vmk0127,shift_afternoon,Kiểm soát đóng gói,2026-07-18T14:00:00+07:00,2026-07-18T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00267,vmk0141,shift_night,Bàn giao ca,2026-08-22T22:00:00+07:00,2026-08-23T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00267,vmk0144,shift_morning,Vận hành thiết bị,2026-08-22T06:00:00+07:00,2026-08-22T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00268,vmk0158,shift_morning,Vận hành thiết bị,2026-08-23T06:00:00+07:00,2026-08-23T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00269,vmk0175,shift_afternoon,Kiểm soát đóng gói,2026-09-03T14:00:00+07:00,2026-09-03T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00269,vmk0178,shift_night,Bàn giao ca,2026-09-03T22:00:00+07:00,2026-09-04T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00270,vmk0189,shift_night,Bàn giao ca,2026-09-04T22:00:00+07:00,2026-09-05T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00271,vmk0203,shift_morning,Vận hành thiết bị,2026-01-08T06:00:00+07:00,2026-01-08T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00271,vmk0206,shift_afternoon,Kiểm soát đóng gói,2026-01-08T14:00:00+07:00,2026-01-08T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00272,vmk0220,shift_afternoon,Kiểm soát đóng gói,2026-01-09T14:00:00+07:00,2026-01-09T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00273,vmk0237,shift_night,Bàn giao ca,2026-02-09T22:00:00+07:00,2026-02-10T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00273,vmk0240,shift_morning,Vận hành thiết bị,2026-02-09T06:00:00+07:00,2026-02-09T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00274,vmk0251,shift_morning,Vận hành thiết bị,2026-02-10T06:00:00+07:00,2026-02-10T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00275,vmk0260,shift_afternoon,Kiểm soát đóng gói,2026-03-14T14:00:00+07:00,2026-03-14T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00275,vmk0268,shift_night,Bàn giao ca,2026-03-14T22:00:00+07:00,2026-03-15T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00276,vmk0274,shift_night,Bàn giao ca,2026-03-15T22:00:00+07:00,2026-03-16T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00277,vmk0291,shift_morning,Vận hành thiết bị,2026-04-15T06:00:00+07:00,2026-04-15T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00277,vmk0302,shift_afternoon,Kiểm soát đóng gói,2026-04-15T14:00:00+07:00,2026-04-15T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00278,vmk0308,shift_afternoon,Kiểm soát đóng gói,2026-04-16T14:00:00+07:00,2026-04-16T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00279,vmk0322,shift_night,Bàn giao ca,2026-05-20T22:00:00+07:00,2026-05-21T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00279,vmk0325,shift_morning,Vận hành thiết bị,2026-05-20T06:00:00+07:00,2026-05-20T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00280,vmk0336,shift_morning,Vận hành thiết bị,2026-05-21T06:00:00+07:00,2026-05-21T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00281,vmk0353,shift_afternoon,Kiểm soát đóng gói,2026-06-01T14:00:00+07:00,2026-06-01T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00281,vmk0356,shift_night,Bàn giao ca,2026-06-01T22:00:00+07:00,2026-06-02T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00282,vmk0370,shift_night,Bàn giao ca,2026-06-02T22:00:00+07:00,2026-06-03T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00283,vmk0384,shift_morning,Vận hành thiết bị,2026-07-06T06:00:00+07:00,2026-07-06T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00283,vmk0387,shift_afternoon,Kiểm soát đóng gói,2026-07-06T14:00:00+07:00,2026-07-06T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00284,vmk0398,shift_afternoon,Kiểm soát đóng gói,2026-07-07T14:00:00+07:00,2026-07-07T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00285,vmk0415,shift_night,Bàn giao ca,2026-08-07T22:00:00+07:00,2026-08-08T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00285,vmk0418,shift_morning,Vận hành thiết bị,2026-08-07T06:00:00+07:00,2026-08-07T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00286,vmk0432,shift_morning,Vận hành thiết bị,2026-08-08T06:00:00+07:00,2026-08-08T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00287,vmk0446,shift_afternoon,Kiểm soát đóng gói,2026-09-12T14:00:00+07:00,2026-09-12T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00287,vmk0449,shift_night,Bàn giao ca,2026-09-12T22:00:00+07:00,2026-09-13T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00288,vmk0455,shift_night,Bàn giao ca,2026-09-13T22:00:00+07:00,2026-09-14T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00289,vmk0469,shift_morning,Vận hành thiết bị,2026-01-13T06:00:00+07:00,2026-01-13T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00289,vmk0480,shift_afternoon,Kiểm soát đóng gói,2026-01-13T14:00:00+07:00,2026-01-13T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00290,vmk0486,shift_afternoon,Kiểm soát đóng gói,2026-01-14T14:00:00+07:00,2026-01-14T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00291,vmk0503,shift_night,Bàn giao ca,2026-02-18T22:00:00+07:00,2026-02-19T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00291,vmk0511,shift_morning,Vận hành thiết bị,2026-02-18T06:00:00+07:00,2026-02-18T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00292,vmk0517,shift_morning,Vận hành thiết bị,2026-02-19T06:00:00+07:00,2026-02-19T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00293,vmk0531,shift_afternoon,Kiểm soát đóng gói,2026-03-19T14:00:00+07:00,2026-03-19T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00293,vmk0534,shift_night,Bàn giao ca,2026-03-19T22:00:00+07:00,2026-03-20T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00294,vmk0548,shift_night,Bàn giao ca,2026-03-20T22:00:00+07:00,2026-03-21T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00295,vmk0012,shift_morning,Vận hành thiết bị,2026-04-04T06:00:00+07:00,2026-04-04T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00295,vmk0013,shift_afternoon,Kiểm soát đóng gói,2026-04-04T14:00:00+07:00,2026-04-04T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00296,vmk0028,shift_afternoon,Kiểm soát đóng gói,2026-04-05T14:00:00+07:00,2026-04-05T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00297,vmk0045,shift_night,Bàn giao ca,2026-05-05T22:00:00+07:00,2026-05-06T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00297,vmk0048,shift_morning,Vận hành thiết bị,2026-05-05T06:00:00+07:00,2026-05-05T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00298,vmk0059,shift_morning,Vận hành thiết bị,2026-05-06T06:00:00+07:00,2026-05-06T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00299,vmk0073,shift_afternoon,Kiểm soát đóng gói,2026-06-10T14:00:00+07:00,2026-06-10T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00299,vmk0076,shift_night,Bàn giao ca,2026-06-10T22:00:00+07:00,2026-06-11T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00300,vmk0090,shift_night,Bàn giao ca,2026-06-11T22:00:00+07:00,2026-06-12T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00301,vmk0107,shift_morning,Vận hành thiết bị,2026-07-11T06:00:00+07:00,2026-07-11T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00301,vmk0110,shift_afternoon,Kiểm soát đóng gói,2026-07-11T14:00:00+07:00,2026-07-11T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00302,vmk0121,shift_afternoon,Kiểm soát đóng gói,2026-07-12T14:00:00+07:00,2026-07-12T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00303,vmk0130,shift_night,Bàn giao ca,2026-08-16T22:00:00+07:00,2026-08-17T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00303,vmk0138,shift_morning,Vận hành thiết bị,2026-08-16T06:00:00+07:00,2026-08-16T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00304,vmk0144,shift_morning,Vận hành thiết bị,2026-08-17T06:00:00+07:00,2026-08-17T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00305,vmk0161,shift_afternoon,Kiểm soát đóng gói,2026-09-17T14:00:00+07:00,2026-09-17T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00305,vmk0172,shift_night,Bàn giao ca,2026-09-17T22:00:00+07:00,2026-09-18T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00306,vmk0178,shift_night,Bàn giao ca,2026-09-18T22:00:00+07:00,2026-09-19T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00307,vmk0192,shift_morning,Vận hành thiết bị,2026-01-22T06:00:00+07:00,2026-01-22T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00307,vmk0195,shift_afternoon,Kiểm soát đóng gói,2026-01-22T14:00:00+07:00,2026-01-22T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00308,vmk0206,shift_afternoon,Kiểm soát đóng gói,2026-01-23T14:00:00+07:00,2026-01-23T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00309,vmk0223,shift_night,Bàn giao ca,2026-02-03T22:00:00+07:00,2026-02-04T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00309,vmk0226,shift_morning,Vận hành thiết bị,2026-02-03T06:00:00+07:00,2026-02-03T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00310,vmk0240,shift_morning,Vận hành thiết bị,2026-02-04T06:00:00+07:00,2026-02-04T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00311,vmk0254,shift_afternoon,Kiểm soát đóng gói,2026-03-08T14:00:00+07:00,2026-03-08T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00311,vmk0257,shift_night,Bàn giao ca,2026-03-08T22:00:00+07:00,2026-03-09T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00312,vmk0268,shift_night,Bàn giao ca,2026-03-09T22:00:00+07:00,2026-03-10T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00313,vmk0285,shift_morning,Vận hành thiết bị,2026-04-09T06:00:00+07:00,2026-04-09T14:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00313,vmk0288,shift_afternoon,Kiểm soát đóng gói,2026-04-09T14:00:00+07:00,2026-04-09T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00314,vmk0302,shift_afternoon,Kiểm soát đóng gói,2026-04-10T14:00:00+07:00,2026-04-10T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00315,vmk0316,shift_night,Bàn giao ca,2026-05-14T22:00:00+07:00,2026-05-15T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00315,vmk0319,shift_morning,Vận hành thiết bị,2026-05-14T06:00:00+07:00,2026-05-14T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00316,vmk0325,shift_morning,Vận hành thiết bị,2026-05-15T06:00:00+07:00,2026-05-15T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00317,vmk0339,shift_afternoon,Kiểm soát đóng gói,2026-06-15T14:00:00+07:00,2026-06-15T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00317,vmk0350,shift_night,Bàn giao ca,2026-06-15T22:00:00+07:00,2026-06-16T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00318,vmk0356,shift_night,Bàn giao ca,2026-06-16T22:00:00+07:00,2026-06-17T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00319,vmk0373,shift_morning,Vận hành thiết bị,2026-07-20T06:00:00+07:00,2026-07-20T14:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00319,vmk0381,shift_afternoon,Kiểm soát đóng gói,2026-07-20T14:00:00+07:00,2026-07-20T22:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00320,vmk0387,shift_afternoon,Kiểm soát đóng gói,2026-07-21T14:00:00+07:00,2026-07-21T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00321,vmk0401,shift_night,Bàn giao ca,2026-08-01T22:00:00+07:00,2026-08-02T06:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00321,vmk0404,shift_morning,Vận hành thiết bị,2026-08-01T06:00:00+07:00,2026-08-01T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00322,vmk0418,shift_morning,Vận hành thiết bị,2026-08-02T06:00:00+07:00,2026-08-02T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00323,vmk0435,shift_afternoon,Kiểm soát đóng gói,2026-09-06T14:00:00+07:00,2026-09-06T22:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00323,vmk0438,shift_night,Bàn giao ca,2026-09-06T22:00:00+07:00,2026-09-07T06:00:00+07:00,active,Phân công theo ca sản xuất.
production_order_2026_00324,vmk0449,shift_night,Bàn giao ca,2026-09-07T22:00:00+07:00,2026-09-08T06:00:00+07:00,completed,Phân công theo ca sản xuất.
production_order_2026_00325,vmk0463,shift_morning,Vận hành thiết bị,2026-01-07T06:00:00+07:00,2026-01-07T14:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00325,vmk0466,shift_afternoon,Kiểm soát đóng gói,2026-01-07T14:00:00+07:00,2026-01-07T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00326,vmk0480,shift_afternoon,Kiểm soát đóng gói,2026-01-08T14:00:00+07:00,2026-01-08T22:00:00+07:00,planned,Phân công theo ca sản xuất.
production_order_2026_00327,vmk0497,shift_night,Bàn giao ca,2026-02-12T22:00:00+07:00,2026-02-13T06:00:00+07:00,planned,Phân công theo ca sản xuất.
