bom_line_code,bom_code,version_number,line_number,material_item_code,unit_code,quantity_per_base,scrap_percent,notes
bom_fg_0077_line_02,bom_fg_0077,1,2,rm_0088,kg,347,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0077_line_03,bom_fg_0077,1,3,rm_0105,kg,376,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0077_line_04,bom_fg_0077,1,4,rm_0122,kg,405,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0077_line_05,bom_fg_0077,1,5,rm_0139,kg,434,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0078_line_01,bom_fg_0078,1,1,rm_0076,kg,331,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0078_line_02,bom_fg_0078,1,2,rm_0093,kg,360,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0078_line_03,bom_fg_0078,1,3,rm_0110,kg,389,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0078_line_04,bom_fg_0078,1,4,rm_0127,piece,418,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0078_line_05,bom_fg_0078,1,5,rm_0144,kg,447,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0079_line_01,bom_fg_0079,1,1,rm_0081,kg,344,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0079_line_02,bom_fg_0079,1,2,rm_0098,litre,373,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0079_line_03,bom_fg_0079,1,3,rm_0115,piece,402,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0079_line_04,bom_fg_0079,1,4,rm_0132,kg,431,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0079_line_05,bom_fg_0079,1,5,rm_0149,kg,460,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0080_line_01,bom_fg_0080,1,1,rm_0086,kg,357,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0080_line_02,bom_fg_0080,1,2,rm_0103,kg,386,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0080_line_03,bom_fg_0080,1,3,rm_0120,piece,415,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0080_line_04,bom_fg_0080,1,4,rm_0137,kg,444,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0080_line_05,bom_fg_0080,1,5,rm_0154,kg,473,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0081_line_01,bom_fg_0081,1,1,rm_0091,kg,370,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0081_line_02,bom_fg_0081,1,2,rm_0108,kg,399,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0081_line_03,bom_fg_0081,1,3,rm_0125,piece,428,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0081_line_04,bom_fg_0081,1,4,rm_0142,kg,457,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0081_line_05,bom_fg_0081,1,5,rm_0159,kg,486,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0082_line_01,bom_fg_0082,1,1,rm_0096,kg,383,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0082_line_02,bom_fg_0082,1,2,rm_0113,piece,412,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0082_line_03,bom_fg_0082,1,3,rm_0130,kg,441,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0082_line_04,bom_fg_0082,1,4,rm_0147,kg,470,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0082_line_05,bom_fg_0082,1,5,rm_0164,litre,499,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0083_line_01,bom_fg_0083,1,1,rm_0101,litre,396,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0083_line_02,bom_fg_0083,1,2,rm_0118,piece,425,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0083_line_03,bom_fg_0083,1,3,rm_0135,kg,454,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0083_line_04,bom_fg_0083,1,4,rm_0152,kg,483,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0083_line_05,bom_fg_0083,1,5,rm_0169,kg,512,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0084_line_01,bom_fg_0084,1,1,rm_0106,kg,409,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0084_line_02,bom_fg_0084,1,2,rm_0123,piece,438,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0084_line_03,bom_fg_0084,1,3,rm_0140,kg,467,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0084_line_04,bom_fg_0084,1,4,rm_0157,kg,496,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0084_line_05,bom_fg_0084,1,5,rm_0174,kg,525,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0085_line_01,bom_fg_0085,1,1,rm_0111,kg,422,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0085_line_02,bom_fg_0085,1,2,rm_0128,piece,451,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0085_line_03,bom_fg_0085,1,3,rm_0145,kg,480,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0085_line_04,bom_fg_0085,1,4,rm_0162,litre,509,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0085_line_05,bom_fg_0085,1,5,rm_0179,piece,538,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0086_line_01,bom_fg_0086,1,1,rm_0116,piece,435,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0086_line_02,bom_fg_0086,1,2,rm_0133,kg,464,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0086_line_03,bom_fg_0086,1,3,rm_0150,kg,493,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0086_line_04,bom_fg_0086,1,4,rm_0167,kg,522,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0086_line_05,bom_fg_0086,1,5,rm_0184,piece,551,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0087_line_01,bom_fg_0087,1,1,rm_0121,piece,448,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0087_line_02,bom_fg_0087,1,2,rm_0138,kg,477,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0087_line_03,bom_fg_0087,1,3,rm_0155,kg,506,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0087_line_04,bom_fg_0087,1,4,rm_0172,kg,535,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0087_line_05,bom_fg_0087,1,5,rm_0189,piece,564,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0088_line_01,bom_fg_0088,1,1,rm_0126,piece,461,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0088_line_02,bom_fg_0088,1,2,rm_0143,kg,490,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0088_line_03,bom_fg_0088,1,3,rm_0160,kg,519,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0088_line_04,bom_fg_0088,1,4,rm_0177,piece,548,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0088_line_05,bom_fg_0088,1,5,rm_0194,kg,577,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0089_line_01,bom_fg_0089,1,1,rm_0131,kg,474,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0089_line_02,bom_fg_0089,1,2,rm_0148,kg,503,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0089_line_03,bom_fg_0089,1,3,rm_0165,litre,532,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0089_line_04,bom_fg_0089,1,4,rm_0182,piece,561,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0089_line_05,bom_fg_0089,1,5,rm_0199,kg,590,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0090_line_01,bom_fg_0090,1,1,rm_0136,litre,487,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0090_line_02,bom_fg_0090,1,2,rm_0153,kg,516,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0090_line_03,bom_fg_0090,1,3,rm_0170,kg,545,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0090_line_04,bom_fg_0090,1,4,rm_0187,piece,574,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0090_line_05,bom_fg_0090,1,5,rm_0204,kg,603,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0091_line_01,bom_fg_0091,1,1,rm_0141,litre,500,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0091_line_02,bom_fg_0091,1,2,rm_0158,kg,529,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0091_line_03,bom_fg_0091,1,3,rm_0175,kg,558,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0091_line_04,bom_fg_0091,1,4,rm_0192,piece,587,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0091_line_05,bom_fg_0091,1,5,rm_0209,kg,616,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0092_line_01,bom_fg_0092,1,1,rm_0146,kg,513,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0092_line_02,bom_fg_0092,1,2,rm_0163,litre,542,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0092_line_03,bom_fg_0092,1,3,rm_0180,piece,571,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0092_line_04,bom_fg_0092,1,4,rm_0197,kg,600,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0092_line_05,bom_fg_0092,1,5,rm_0214,kg,629,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0093_line_01,bom_fg_0093,1,1,rm_0151,kg,526,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0093_line_02,bom_fg_0093,1,2,rm_0168,kg,555,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0093_line_03,bom_fg_0093,1,3,rm_0185,piece,584,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0093_line_04,bom_fg_0093,1,4,rm_0202,kg,613,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0093_line_05,bom_fg_0093,1,5,rm_0219,kg,642,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0094_line_01,bom_fg_0094,1,1,rm_0156,kg,539,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0094_line_02,bom_fg_0094,1,2,rm_0173,kg,568,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0094_line_03,bom_fg_0094,1,3,rm_0190,piece,597,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0094_line_04,bom_fg_0094,1,4,rm_0207,kg,626,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0094_line_05,bom_fg_0094,1,5,rm_0224,kg,655,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0095_line_01,bom_fg_0095,1,1,rm_0161,litre,552,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0095_line_02,bom_fg_0095,1,2,rm_0178,piece,581,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0095_line_03,bom_fg_0095,1,3,rm_0195,kg,610,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0095_line_04,bom_fg_0095,1,4,rm_0212,kg,639,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0095_line_05,bom_fg_0095,1,5,rm_0229,litre,668,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0096_line_01,bom_fg_0096,1,1,rm_0166,litre,565,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0096_line_02,bom_fg_0096,1,2,rm_0183,piece,594,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0096_line_03,bom_fg_0096,1,3,rm_0200,litre,623,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0096_line_04,bom_fg_0096,1,4,rm_0217,kg,652,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0096_line_05,bom_fg_0096,1,5,rm_0234,kg,681,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0097_line_01,bom_fg_0097,1,1,rm_0171,kg,578,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0097_line_02,bom_fg_0097,1,2,rm_0188,piece,607,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0097_line_03,bom_fg_0097,1,3,rm_0205,litre,636,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0097_line_04,bom_fg_0097,1,4,rm_0222,kg,665,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0097_line_05,bom_fg_0097,1,5,rm_0239,kg,694,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0098_line_01,bom_fg_0098,1,1,rm_0176,kg,591,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0098_line_02,bom_fg_0098,1,2,rm_0193,litre,620,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0098_line_03,bom_fg_0098,1,3,rm_0210,kg,649,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0098_line_04,bom_fg_0098,1,4,rm_0227,litre,678,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0098_line_05,bom_fg_0098,1,5,rm_0244,piece,707,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0099_line_01,bom_fg_0099,1,1,rm_0181,piece,604,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0099_line_02,bom_fg_0099,1,2,rm_0198,kg,633,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0099_line_03,bom_fg_0099,1,3,rm_0215,kg,662,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0099_line_04,bom_fg_0099,1,4,rm_0232,kg,691,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0099_line_05,bom_fg_0099,1,5,rm_0249,piece,720,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0100_line_01,bom_fg_0100,1,1,rm_0186,kg,617,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0100_line_02,bom_fg_0100,1,2,rm_0203,kg,646,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0100_line_03,bom_fg_0100,1,3,rm_0220,kg,675,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0100_line_04,bom_fg_0100,1,4,rm_0237,kg,704,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0100_line_05,bom_fg_0100,1,5,rm_0254,piece,33,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0101_line_01,bom_fg_0101,1,1,rm_0191,piece,630,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0101_line_02,bom_fg_0101,1,2,rm_0208,kg,659,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0101_line_03,bom_fg_0101,1,3,rm_0225,litre,688,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0101_line_04,bom_fg_0101,1,4,rm_0242,piece,717,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0101_line_05,bom_fg_0101,1,5,rm_0259,kg,46,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0102_line_01,bom_fg_0102,1,1,rm_0196,kg,643,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0102_line_02,bom_fg_0102,1,2,rm_0213,kg,672,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0102_line_03,bom_fg_0102,1,3,rm_0230,litre,701,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0102_line_04,bom_fg_0102,1,4,rm_0247,piece,30,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0102_line_05,bom_fg_0102,1,5,rm_0264,litre,59,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0103_line_01,bom_fg_0103,1,1,rm_0201,kg,656,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0103_line_02,bom_fg_0103,1,2,rm_0218,kg,685,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0103_line_03,bom_fg_0103,1,3,rm_0235,kg,714,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0103_line_04,bom_fg_0103,1,4,rm_0252,piece,43,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0103_line_05,bom_fg_0103,1,5,rm_0269,litre,72,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0104_line_01,bom_fg_0104,1,1,rm_0206,kg,669,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0104_line_02,bom_fg_0104,1,2,rm_0223,kg,698,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0104_line_03,bom_fg_0104,1,3,rm_0240,kg,727,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0104_line_04,bom_fg_0104,1,4,rm_0257,litre,56,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0104_line_05,bom_fg_0104,1,5,rm_0274,kg,85,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0105_line_01,bom_fg_0105,1,1,rm_0211,kg,682,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0105_line_02,bom_fg_0105,1,2,rm_0228,litre,711,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0105_line_03,bom_fg_0105,1,3,rm_0245,piece,40,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0105_line_04,bom_fg_0105,1,4,rm_0262,kg,69,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0105_line_05,bom_fg_0105,1,5,rm_0279,kg,98,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0106_line_01,bom_fg_0106,1,1,rm_0216,kg,695,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0106_line_02,bom_fg_0106,1,2,rm_0233,kg,724,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0106_line_03,bom_fg_0106,1,3,rm_0250,kg,53,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0106_line_04,bom_fg_0106,1,4,rm_0267,kg,82,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0106_line_05,bom_fg_0106,1,5,rm_0284,kg,111,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0107_line_01,bom_fg_0107,1,1,rm_0221,kg,708,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0107_line_02,bom_fg_0107,1,2,rm_0238,kg,37,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0107_line_03,bom_fg_0107,1,3,rm_0255,piece,66,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0107_line_04,bom_fg_0107,1,4,rm_0272,kg,95,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0107_line_05,bom_fg_0107,1,5,rm_0289,litre,124,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0108_line_01,bom_fg_0108,1,1,rm_0226,litre,721,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0108_line_02,bom_fg_0108,1,2,rm_0243,piece,50,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0108_line_03,bom_fg_0108,1,3,rm_0260,kg,79,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0108_line_04,bom_fg_0108,1,4,rm_0277,kg,108,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0108_line_05,bom_fg_0108,1,5,rm_0294,litre,137,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0109_line_01,bom_fg_0109,1,1,rm_0231,kg,34,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0109_line_02,bom_fg_0109,1,2,rm_0248,piece,63,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0109_line_03,bom_fg_0109,1,3,rm_0265,kg,92,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0109_line_04,bom_fg_0109,1,4,rm_0282,kg,121,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0109_line_05,bom_fg_0109,1,5,rm_0299,kg,150,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0110_line_01,bom_fg_0110,1,1,rm_0236,kg,47,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0110_line_02,bom_fg_0110,1,2,rm_0253,piece,76,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0110_line_03,bom_fg_0110,1,3,rm_0270,kg,105,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0110_line_04,bom_fg_0110,1,4,rm_0287,kg,134,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0110_line_05,bom_fg_0110,1,5,rm_0304,kg,163,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0111_line_01,bom_fg_0111,1,1,rm_0241,piece,60,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0111_line_02,bom_fg_0111,1,2,rm_0258,kg,89,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0111_line_03,bom_fg_0111,1,3,rm_0275,kg,118,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0111_line_04,bom_fg_0111,1,4,rm_0292,litre,147,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0111_line_05,bom_fg_0111,1,5,rm_0309,piece,176,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0112_line_01,bom_fg_0112,1,1,rm_0246,piece,73,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0112_line_02,bom_fg_0112,1,2,rm_0263,kg,102,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0112_line_03,bom_fg_0112,1,3,rm_0280,kg,131,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0112_line_04,bom_fg_0112,1,4,rm_0297,kg,160,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0112_line_05,bom_fg_0112,1,5,rm_0004,kg,189,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0113_line_01,bom_fg_0113,1,1,rm_0251,piece,86,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0113_line_02,bom_fg_0113,1,2,rm_0268,kg,115,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0113_line_03,bom_fg_0113,1,3,rm_0285,kg,144,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0113_line_04,bom_fg_0113,1,4,rm_0302,kg,173,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0113_line_05,bom_fg_0113,1,5,rm_0009,kg,202,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0114_line_01,bom_fg_0114,1,1,rm_0256,piece,99,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0114_line_02,bom_fg_0114,1,2,rm_0273,kg,128,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0114_line_03,bom_fg_0114,1,3,rm_0290,litre,157,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0114_line_04,bom_fg_0114,1,4,rm_0307,piece,186,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0114_line_05,bom_fg_0114,1,5,rm_0014,kg,215,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0115_line_01,bom_fg_0115,1,1,rm_0261,kg,112,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0115_line_02,bom_fg_0115,1,2,rm_0278,kg,141,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
