order_code,item_code,lot_code,manufactured_on,expires_on,good_quantity,defective_quantity,status,idempotency_key,inventory_receipt_code,warehouse_code,location_code,notes
production_order_2026_00267,fg_0067,production_lot_2026_00267,2026-08-23,2027-04-20,7666,11,received,production_output_00267,receipt_production_2026_00267,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00268,fg_0068,production_lot_2026_00268,2026-08-24,2027-04-21,7767,12,received,production_output_00268,receipt_production_2026_00268,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00269,fg_0069,production_lot_2026_00269,2026-09-04,2027-05-02,7868,13,received,production_output_00269,receipt_production_2026_00269,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00270,fg_0070,production_lot_2026_00270,2026-09-05,2027-05-03,7969,14,received,production_output_00270,receipt_production_2026_00270,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00271,fg_0071,production_lot_2026_00271,2026-01-09,2026-09-06,8070,15,received,production_output_00271,receipt_production_2026_00271,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00272,fg_0072,production_lot_2026_00272,2026-01-10,2026-09-07,8171,16,received,production_output_00272,receipt_production_2026_00272,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00273,fg_0073,production_lot_2026_00273,2026-02-10,2026-10-08,8272,0,received,production_output_00273,receipt_production_2026_00273,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00274,fg_0074,production_lot_2026_00274,2026-02-11,2026-10-09,8373,1,received,production_output_00274,receipt_production_2026_00274,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00275,fg_0075,production_lot_2026_00275,2026-03-15,2026-11-10,8474,2,received,production_output_00275,receipt_production_2026_00275,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00276,fg_0076,production_lot_2026_00276,2026-03-16,2026-11-11,8575,3,received,production_output_00276,receipt_production_2026_00276,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00277,fg_0077,production_lot_2026_00277,2026-04-16,2026-12-12,8676,4,received,production_output_00277,receipt_production_2026_00277,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00278,fg_0078,production_lot_2026_00278,2026-04-17,2026-12-13,8777,5,received,production_output_00278,receipt_production_2026_00278,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00279,fg_0079,production_lot_2026_00279,2026-05-21,2027-01-16,1878,6,received,production_output_00279,receipt_production_2026_00279,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00280,fg_0080,production_lot_2026_00280,2026-05-22,2027-01-17,1979,7,received,production_output_00280,receipt_production_2026_00280,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00281,fg_0081,production_lot_2026_00281,2026-06-02,2027-01-28,2080,8,received,production_output_00281,receipt_production_2026_00281,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00282,fg_0082,production_lot_2026_00282,2026-06-03,2027-01-29,2181,9,received,production_output_00282,receipt_production_2026_00282,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00283,fg_0083,production_lot_2026_00283,2026-07-07,2027-03-04,2282,10,received,production_output_00283,receipt_production_2026_00283,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00284,fg_0084,production_lot_2026_00284,2026-07-08,2027-03-05,2383,11,received,production_output_00284,receipt_production_2026_00284,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00285,fg_0085,production_lot_2026_00285,2026-08-08,2027-04-05,2484,12,received,production_output_00285,receipt_production_2026_00285,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00286,fg_0086,production_lot_2026_00286,2026-08-09,2027-04-06,2585,13,received,production_output_00286,receipt_production_2026_00286,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00287,fg_0087,production_lot_2026_00287,2026-09-13,2027-05-11,2686,14,received,production_output_00287,receipt_production_2026_00287,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00288,fg_0088,production_lot_2026_00288,2026-09-14,2027-05-12,2787,15,received,production_output_00288,receipt_production_2026_00288,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00289,fg_0089,production_lot_2026_00289,2026-01-14,2026-09-11,2888,16,received,production_output_00289,receipt_production_2026_00289,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00290,fg_0090,production_lot_2026_00290,2026-01-15,2026-09-12,2989,0,received,production_output_00290,receipt_production_2026_00290,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00291,fg_0091,production_lot_2026_00291,2026-02-19,2026-10-17,3090,1,received,production_output_00291,receipt_production_2026_00291,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00292,fg_0092,production_lot_2026_00292,2026-02-20,2026-10-18,3191,2,received,production_output_00292,receipt_production_2026_00292,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00293,fg_0093,production_lot_2026_00293,2026-03-20,2026-11-15,3292,3,received,production_output_00293,receipt_production_2026_00293,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00294,fg_0094,production_lot_2026_00294,2026-03-21,2026-11-16,3393,4,received,production_output_00294,receipt_production_2026_00294,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00295,fg_0095,production_lot_2026_00295,2026-04-05,2026-12-01,3494,5,received,production_output_00295,receipt_production_2026_00295,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00296,fg_0096,production_lot_2026_00296,2026-04-06,2026-12-02,3595,6,received,production_output_00296,receipt_production_2026_00296,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00297,fg_0097,production_lot_2026_00297,2026-05-06,2027-01-01,3696,7,received,production_output_00297,receipt_production_2026_00297,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00298,fg_0098,production_lot_2026_00298,2026-05-07,2027-01-02,3797,8,received,production_output_00298,receipt_production_2026_00298,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00299,fg_0099,production_lot_2026_00299,2026-06-11,2027-02-06,3898,9,received,production_output_00299,receipt_production_2026_00299,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00300,fg_0100,production_lot_2026_00300,2026-06-12,2027-02-07,3999,10,received,production_output_00300,receipt_production_2026_00300,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00301,fg_0101,production_lot_2026_00301,2026-07-12,2027-03-09,4100,11,pending_receipt,production_output_00301,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00302,fg_0102,production_lot_2026_00302,2026-07-13,2027-03-10,4201,12,pending_receipt,production_output_00302,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00303,fg_0103,production_lot_2026_00303,2026-08-17,2027-04-14,4302,13,pending_receipt,production_output_00303,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00304,fg_0104,production_lot_2026_00304,2026-08-18,2027-04-15,4403,14,pending_receipt,production_output_00304,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00305,fg_0105,production_lot_2026_00305,2026-09-18,2027-05-16,4504,15,pending_receipt,production_output_00305,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00306,fg_0106,production_lot_2026_00306,2026-09-19,2027-05-17,4605,16,pending_receipt,production_output_00306,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00307,fg_0107,production_lot_2026_00307,2026-01-23,2026-09-20,4706,0,pending_receipt,production_output_00307,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00308,fg_0108,production_lot_2026_00308,2026-01-24,2026-09-21,4807,1,pending_receipt,production_output_00308,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00309,fg_0109,production_lot_2026_00309,2026-02-04,2026-10-02,4908,2,pending_receipt,production_output_00309,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00310,fg_0110,production_lot_2026_00310,2026-02-05,2026-10-03,5009,3,pending_receipt,production_output_00310,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00311,fg_0111,production_lot_2026_00311,2026-03-09,2026-11-04,5110,4,pending_receipt,production_output_00311,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00312,fg_0112,production_lot_2026_00312,2026-03-10,2026-11-05,5211,5,pending_receipt,production_output_00312,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00313,fg_0113,production_lot_2026_00313,2026-04-10,2026-12-06,5312,6,pending_receipt,production_output_00313,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00314,fg_0114,production_lot_2026_00314,2026-04-11,2026-12-07,5413,7,pending_receipt,production_output_00314,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00315,fg_0115,production_lot_2026_00315,2026-05-15,2027-01-10,5514,8,pending_receipt,production_output_00315,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00316,fg_0116,production_lot_2026_00316,2026-05-16,2027-01-11,5615,9,pending_receipt,production_output_00316,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00317,fg_0117,production_lot_2026_00317,2026-06-16,2027-02-11,5716,10,pending_receipt,production_output_00317,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00318,fg_0118,production_lot_2026_00318,2026-06-17,2027-02-12,5817,11,pending_receipt,production_output_00318,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00319,fg_0119,production_lot_2026_00319,2026-07-21,2027-03-18,5918,12,pending_receipt,production_output_00319,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00320,fg_0120,production_lot_2026_00320,2026-07-22,2027-03-19,6019,13,pending_receipt,production_output_00320,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00321,fg_0121,production_lot_2026_00321,2026-08-02,2027-03-30,6120,14,pending_receipt,production_output_00321,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00322,fg_0122,production_lot_2026_00322,2026-08-03,2027-03-31,6221,15,pending_receipt,production_output_00322,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00323,fg_0123,production_lot_2026_00323,2026-09-07,2027-05-05,6322,16,pending_receipt,production_output_00323,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00324,fg_0124,production_lot_2026_00324,2026-09-08,2027-05-06,6423,0,pending_receipt,production_output_00324,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00325,fg_0125,production_lot_2026_00325,2026-01-08,2026-09-05,6524,1,pending_receipt,production_output_00325,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00326,fg_0126,production_lot_2026_00326,2026-01-09,2026-09-06,6625,2,pending_receipt,production_output_00326,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00327,fg_0127,production_lot_2026_00327,2026-02-13,2026-10-11,6726,3,pending_receipt,production_output_00327,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00328,fg_0128,production_lot_2026_00328,2026-02-14,2026-10-12,6827,4,pending_receipt,production_output_00328,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00329,fg_0129,production_lot_2026_00329,2026-03-14,2026-11-09,6928,5,pending_receipt,production_output_00329,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00330,fg_0130,production_lot_2026_00330,2026-03-15,2026-11-10,7029,6,pending_receipt,production_output_00330,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00331,fg_0131,production_lot_2026_00331,2026-04-19,2026-12-15,7130,7,pending_receipt,production_output_00331,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00332,fg_0132,production_lot_2026_00332,2026-04-20,2026-12-16,7231,8,pending_receipt,production_output_00332,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00333,fg_0133,production_lot_2026_00333,2026-05-20,2027-01-15,7332,9,pending_receipt,production_output_00333,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00334,fg_0134,production_lot_2026_00334,2026-05-21,2027-01-16,7433,10,pending_receipt,production_output_00334,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00335,fg_0135,production_lot_2026_00335,2026-06-05,2027-01-31,7534,11,pending_receipt,production_output_00335,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00336,fg_0136,production_lot_2026_00336,2026-06-06,2027-02-01,7635,12,pending_receipt,production_output_00336,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00337,fg_0137,production_lot_2026_00337,2026-07-06,2027-03-03,7736,13,pending_receipt,production_output_00337,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00338,fg_0138,production_lot_2026_00338,2026-07-07,2027-03-04,7837,14,pending_receipt,production_output_00338,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00339,fg_0139,production_lot_2026_00339,2026-08-11,2027-04-08,7938,15,pending_receipt,production_output_00339,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00340,fg_0140,production_lot_2026_00340,2026-08-12,2027-04-09,8039,16,pending_receipt,production_output_00340,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00341,fg_0141,production_lot_2026_00341,2026-09-12,2027-05-10,8140,0,pending_receipt,production_output_00341,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00342,fg_0142,production_lot_2026_00342,2026-09-13,2027-05-11,8241,1,pending_receipt,production_output_00342,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00343,fg_0143,production_lot_2026_00343,2026-01-17,2026-09-14,8342,2,pending_receipt,production_output_00343,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00344,fg_0144,production_lot_2026_00344,2026-01-18,2026-09-15,8443,3,pending_receipt,production_output_00344,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00345,fg_0145,production_lot_2026_00345,2026-02-18,2026-10-16,8544,4,pending_receipt,production_output_00345,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00346,fg_0146,production_lot_2026_00346,2026-02-19,2026-10-17,8645,5,pending_receipt,production_output_00346,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00347,fg_0147,production_lot_2026_00347,2026-03-23,2026-11-18,8746,6,pending_receipt,production_output_00347,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00348,fg_0148,production_lot_2026_00348,2026-03-24,2026-11-19,1847,7,pending_receipt,production_output_00348,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00349,fg_0149,production_lot_2026_00349,2026-04-04,2026-11-30,1948,8,pending_receipt,production_output_00349,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00350,fg_0150,production_lot_2026_00350,2026-04-05,2026-12-01,2049,9,pending_receipt,production_output_00350,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00351,fg_0151,production_lot_2026_00351,2026-05-09,2027-01-04,2150,10,pending_receipt,production_output_00351,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00352,fg_0152,production_lot_2026_00352,2026-05-10,2027-01-05,2251,11,pending_receipt,production_output_00352,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00353,fg_0153,production_lot_2026_00353,2026-06-10,2027-02-05,2352,12,pending_receipt,production_output_00353,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00354,fg_0154,production_lot_2026_00354,2026-06-11,2027-02-06,2453,13,pending_receipt,production_output_00354,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00355,fg_0155,production_lot_2026_00355,2026-07-15,2027-03-12,2554,14,pending_receipt,production_output_00355,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00356,fg_0156,production_lot_2026_00356,2026-07-16,2027-03-13,2655,15,pending_receipt,production_output_00356,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00357,fg_0157,production_lot_2026_00357,2026-08-16,2027-04-13,2756,16,pending_receipt,production_output_00357,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00358,fg_0158,production_lot_2026_00358,2026-08-17,2027-04-14,2857,0,pending_receipt,production_output_00358,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00359,fg_0159,production_lot_2026_00359,2026-09-21,2027-05-19,2958,1,pending_receipt,production_output_00359,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00360,fg_0160,production_lot_2026_00360,2026-09-22,2027-05-20,3059,2,pending_receipt,production_output_00360,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00361,fg_0161,production_lot_2026_00361,2026-01-02,2026-08-30,3160,3,pending_receipt,production_output_00361,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00362,fg_0162,production_lot_2026_00362,2026-01-03,2026-08-31,3261,4,pending_receipt,production_output_00362,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00363,fg_0163,production_lot_2026_00363,2026-02-07,2026-10-05,3362,5,pending_receipt,production_output_00363,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00364,fg_0164,production_lot_2026_00364,2026-02-08,2026-10-06,3463,6,pending_receipt,production_output_00364,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00365,fg_0165,production_lot_2026_00365,2026-03-08,2026-11-03,3564,7,pending_receipt,production_output_00365,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00366,fg_0166,production_lot_2026_00366,2026-03-09,2026-11-04,3665,8,pending_receipt,production_output_00366,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00367,fg_0167,production_lot_2026_00367,2026-04-13,2026-12-09,3766,9,pending_receipt,production_output_00367,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00368,fg_0168,production_lot_2026_00368,2026-04-14,2026-12-10,3867,10,pending_receipt,production_output_00368,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00369,fg_0169,production_lot_2026_00369,2026-05-14,2027-01-09,3968,11,pending_receipt,production_output_00369,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00370,fg_0170,production_lot_2026_00370,2026-05-15,2027-01-10,4069,12,pending_receipt,production_output_00370,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00371,fg_0171,production_lot_2026_00371,2026-06-19,2027-02-14,4170,13,pending_receipt,production_output_00371,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00372,fg_0172,production_lot_2026_00372,2026-06-20,2027-02-15,4271,14,pending_receipt,production_output_00372,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00373,fg_0173,production_lot_2026_00373,2026-07-20,2027-03-17,4372,15,pending_receipt,production_output_00373,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00374,fg_0174,production_lot_2026_00374,2026-07-21,2027-03-18,4473,16,pending_receipt,production_output_00374,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00375,fg_0175,production_lot_2026_00375,2026-08-05,2027-04-02,4574,0,pending_receipt,production_output_00375,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00376,fg_0176,production_lot_2026_00376,2026-08-06,2027-04-03,4675,1,pending_receipt,production_output_00376,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00377,fg_0177,production_lot_2026_00377,2026-09-06,2027-05-04,4776,2,pending_receipt,production_output_00377,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00378,fg_0178,production_lot_2026_00378,2026-09-07,2027-05-05,4877,3,pending_receipt,production_output_00378,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00379,fg_0179,production_lot_2026_00379,2026-01-11,2026-09-08,4978,4,pending_receipt,production_output_00379,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00380,fg_0180,production_lot_2026_00380,2026-01-12,2026-09-09,5079,5,pending_receipt,production_output_00380,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00381,fg_0181,production_lot_2026_00381,2026-02-12,2026-10-10,5180,6,pending_receipt,production_output_00381,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00382,fg_0182,production_lot_2026_00382,2026-02-13,2026-10-11,5281,7,pending_receipt,production_output_00382,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00383,fg_0183,production_lot_2026_00383,2026-03-17,2026-11-12,5382,8,pending_receipt,production_output_00383,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00384,fg_0184,production_lot_2026_00384,2026-03-18,2026-11-13,5483,9,pending_receipt,production_output_00384,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00385,fg_0185,production_lot_2026_00385,2026-04-18,2026-12-14,5584,10,pending_receipt,production_output_00385,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00386,fg_0186,production_lot_2026_00386,2026-04-19,2026-12-15,5685,11,pending_receipt,production_output_00386,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00387,fg_0187,production_lot_2026_00387,2026-05-23,2027-01-18,5786,12,pending_receipt,production_output_00387,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00388,fg_0188,production_lot_2026_00388,2026-05-24,2027-01-19,5887,13,pending_receipt,production_output_00388,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00389,fg_0189,production_lot_2026_00389,2026-06-04,2027-01-30,5988,14,pending_receipt,production_output_00389,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00390,fg_0190,production_lot_2026_00390,2026-06-05,2027-01-31,6089,15,pending_receipt,production_output_00390,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00391,fg_0191,production_lot_2026_00391,2026-07-09,2027-03-06,6190,16,pending_receipt,production_output_00391,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00392,fg_0192,production_lot_2026_00392,2026-07-10,2027-03-07,6291,0,pending_receipt,production_output_00392,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00393,fg_0193,production_lot_2026_00393,2026-08-10,2027-04-07,6392,1,pending_receipt,production_output_00393,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00394,fg_0194,production_lot_2026_00394,2026-08-11,2027-04-08,6493,2,pending_receipt,production_output_00394,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00395,fg_0195,production_lot_2026_00395,2026-09-15,2027-05-13,6594,3,pending_receipt,production_output_00395,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00396,fg_0196,production_lot_2026_00396,2026-09-16,2027-05-14,6695,4,pending_receipt,production_output_00396,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00397,fg_0197,production_lot_2026_00397,2026-01-16,2026-09-13,6796,5,pending_receipt,production_output_00397,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00398,fg_0198,production_lot_2026_00398,2026-01-17,2026-09-14,6897,6,pending_receipt,production_output_00398,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00399,fg_0199,production_lot_2026_00399,2026-02-21,2026-10-19,6998,7,pending_receipt,production_output_00399,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00400,fg_0200,production_lot_2026_00400,2026-02-22,2026-10-20,7099,8,pending_receipt,production_output_00400,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00401,fg_0001,production_lot_2026_00401,2026-03-02,2026-10-28,7200,9,pending_receipt,production_output_00401,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00402,fg_0002,production_lot_2026_00402,2026-03-03,2026-10-29,7301,10,pending_receipt,production_output_00402,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00403,fg_0003,production_lot_2026_00403,2026-04-07,2026-12-03,7402,11,pending_receipt,production_output_00403,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00404,fg_0004,production_lot_2026_00404,2026-04-08,2026-12-04,7503,12,pending_receipt,production_output_00404,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00405,fg_0005,production_lot_2026_00405,2026-05-08,2027-01-03,7604,13,pending_receipt,production_output_00405,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00406,fg_0006,production_lot_2026_00406,2026-05-09,2027-01-04,7705,14,pending_receipt,production_output_00406,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
