order_code,material_item_code,inventory_issue_code,inventory_issue_line_number,unit_code,consumed_quantity,consumed_at,idempotency_key,notes
production_order_2026_00245,rm_0089,issue_2026_00245,1,kg,13.44,2026-06-08T10:00:00+07:00,material_consumption_00245_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00245,rm_0123,issue_2026_00245,2,piece,16.32,2026-06-08T11:00:00+07:00,material_consumption_00245_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00247,rm_0065,issue_2026_00247,1,litre,14.88,2026-07-13T10:00:00+07:00,material_consumption_00247_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00247,rm_0099,issue_2026_00247,2,litre,17.67,2026-07-13T11:00:00+07:00,material_consumption_00247_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00248,rm_0040,issue_2026_00248,1,kg,15.98,2026-07-14T10:00:00+07:00,material_consumption_00248_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00248,rm_0041,issue_2026_00248,2,kg,18.8,2026-07-14T11:00:00+07:00,material_consumption_00248_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00250,rm_0160,issue_2026_00250,1,kg,18.24,2026-08-15T10:00:00+07:00,material_consumption_00250_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00250,rm_0161,issue_2026_00250,2,litre,21.12,2026-08-15T11:00:00+07:00,material_consumption_00250_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00252,rm_0136,issue_2026_00252,1,litre,19.53,2026-09-20T10:00:00+07:00,material_consumption_00252_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00252,rm_0137,issue_2026_00252,2,kg,22.32,2026-09-20T11:00:00+07:00,material_consumption_00252_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00253,rm_0111,issue_2026_00253,1,kg,20.68,2026-01-20T10:00:00+07:00,material_consumption_00253_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00253,rm_0112,issue_2026_00253,2,kg,23.5,2026-01-20T11:00:00+07:00,material_consumption_00253_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00255,rm_0231,issue_2026_00255,1,kg,23.04,2026-02-05T10:00:00+07:00,material_consumption_00255_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00255,rm_0232,issue_2026_00255,2,kg,25.92,2026-02-05T11:00:00+07:00,material_consumption_00255_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00257,rm_0148,issue_2026_00257,1,kg,24.18,2026-03-06T10:00:00+07:00,material_consumption_00257_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00257,rm_0149,issue_2026_00257,2,kg,26.97,2026-03-06T11:00:00+07:00,material_consumption_00257_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00258,rm_0149,issue_2026_00258,1,kg,25.38,2026-03-07T10:00:00+07:00,material_consumption_00258_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00258,rm_0183,issue_2026_00258,2,piece,28.2,2026-03-07T11:00:00+07:00,material_consumption_00258_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00260,rm_0243,issue_2026_00260,1,piece,27.84,2026-04-12T10:00:00+07:00,material_consumption_00260_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00260,rm_0244,issue_2026_00260,2,piece,30.72,2026-04-12T11:00:00+07:00,material_consumption_00260_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00262,rm_0219,issue_2026_00262,1,kg,28.83,2026-05-13T10:00:00+07:00,material_consumption_00262_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00262,rm_0220,issue_2026_00262,2,kg,31.62,2026-05-13T11:00:00+07:00,material_consumption_00262_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00263,rm_0305,issue_2026_00263,1,piece,30.08,2026-06-17T10:00:00+07:00,material_consumption_00263_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00263,rm_0001,issue_2026_00263,2,litre,32.9,2026-06-17T11:00:00+07:00,material_consumption_00263_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00265,rm_0281,issue_2026_00265,1,kg,32.64,2026-07-18T10:00:00+07:00,material_consumption_00265_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00265,rm_0315,issue_2026_00265,2,piece,35.52,2026-07-18T11:00:00+07:00,material_consumption_00265_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00267,rm_0257,issue_2026_00267,1,litre,33.48,2026-08-23T10:00:00+07:00,material_consumption_00267_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00267,rm_0291,issue_2026_00267,2,litre,36.27,2026-08-23T11:00:00+07:00,material_consumption_00267_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00268,rm_0071,issue_2026_00268,1,kg,34.78,2026-08-24T10:00:00+07:00,material_consumption_00268_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00268,rm_0072,issue_2026_00268,2,litre,37.6,2026-08-24T11:00:00+07:00,material_consumption_00268_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00270,rm_0012,issue_2026_00270,1,kg,37.44,2026-09-05T10:00:00+07:00,material_consumption_00270_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00270,rm_0013,issue_2026_00270,2,litre,40.32,2026-09-05T11:00:00+07:00,material_consumption_00270_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00272,rm_0108,issue_2026_00272,1,kg,38.13,2026-01-10T10:00:00+07:00,material_consumption_00272_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00272,rm_0109,issue_2026_00272,2,kg,40.92,2026-01-10T11:00:00+07:00,material_consumption_00272_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00273,rm_0109,issue_2026_00273,1,kg,39.48,2026-02-10T10:00:00+07:00,material_consumption_00273_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00273,rm_0143,issue_2026_00273,2,kg,42.3,2026-02-10T11:00:00+07:00,material_consumption_00273_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00275,rm_0060,issue_2026_00275,1,piece,42.24,2026-03-15T10:00:00+07:00,material_consumption_00275_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00275,rm_0061,issue_2026_00275,2,piece,45.12,2026-03-15T11:00:00+07:00,material_consumption_00275_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00277,rm_0179,issue_2026_00277,1,piece,42.78,2026-04-16T10:00:00+07:00,material_consumption_00277_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00277,rm_0180,issue_2026_00277,2,piece,45.57,2026-04-16T11:00:00+07:00,material_consumption_00277_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00278,rm_0119,issue_2026_00278,1,piece,44.18,2026-04-17T10:00:00+07:00,material_consumption_00278_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00278,rm_0120,issue_2026_00278,2,piece,9.4,2026-04-17T11:00:00+07:00,material_consumption_00278_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00280,rm_0131,issue_2026_00280,1,kg,47.04,2026-05-22T10:00:00+07:00,material_consumption_00280_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00280,rm_0132,issue_2026_00280,2,kg,11.52,2026-05-22T11:00:00+07:00,material_consumption_00280_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00282,rm_0133,issue_2026_00282,1,kg,10.23,2026-06-03T10:00:00+07:00,material_consumption_00282_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00282,rm_0167,issue_2026_00282,2,kg,13.02,2026-06-03T11:00:00+07:00,material_consumption_00282_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00283,rm_0251,issue_2026_00283,1,piece,11.28,2026-07-07T10:00:00+07:00,material_consumption_00283_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00283,rm_0252,issue_2026_00283,2,piece,14.1,2026-07-07T11:00:00+07:00,material_consumption_00283_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00285,rm_0192,issue_2026_00285,1,piece,13.44,2026-08-08T10:00:00+07:00,material_consumption_00285_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00285,rm_0193,issue_2026_00285,2,litre,16.32,2026-08-08T11:00:00+07:00,material_consumption_00285_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00287,rm_0288,issue_2026_00287,1,kg,14.88,2026-09-13T10:00:00+07:00,material_consumption_00287_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00287,rm_0289,issue_2026_00287,2,litre,17.67,2026-09-13T11:00:00+07:00,material_consumption_00287_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00288,rm_0289,issue_2026_00288,1,litre,15.98,2026-09-14T10:00:00+07:00,material_consumption_00288_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00288,rm_0019,issue_2026_00288,2,kg,18.8,2026-09-14T11:00:00+07:00,material_consumption_00288_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00290,rm_0240,issue_2026_00290,1,kg,18.24,2026-01-15T10:00:00+07:00,material_consumption_00290_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00290,rm_0241,issue_2026_00290,2,piece,21.12,2026-01-15T11:00:00+07:00,material_consumption_00290_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00292,rm_0055,issue_2026_00292,1,piece,19.53,2026-02-20T10:00:00+07:00,material_consumption_00292_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00292,rm_0056,issue_2026_00292,2,piece,22.32,2026-02-20T11:00:00+07:00,material_consumption_00292_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00293,rm_0299,issue_2026_00293,1,kg,20.68,2026-03-20T10:00:00+07:00,material_consumption_00293_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00293,rm_0300,issue_2026_00293,2,kg,23.5,2026-03-20T11:00:00+07:00,material_consumption_00293_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00295,rm_0311,issue_2026_00295,1,piece,23.04,2026-04-05T10:00:00+07:00,material_consumption_00295_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00295,rm_0312,issue_2026_00295,2,piece,25.92,2026-04-05T11:00:00+07:00,material_consumption_00295_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00297,rm_0093,issue_2026_00297,1,kg,24.18,2026-05-06T10:00:00+07:00,material_consumption_00297_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00297,rm_0127,issue_2026_00297,2,piece,26.97,2026-05-06T11:00:00+07:00,material_consumption_00297_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00298,rm_0033,issue_2026_00298,1,litre,25.38,2026-05-07T10:00:00+07:00,material_consumption_00298_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00298,rm_0067,issue_2026_00298,2,kg,28.2,2026-05-07T11:00:00+07:00,material_consumption_00298_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00300,rm_0009,issue_2026_00300,1,kg,27.84,2026-06-12T10:00:00+07:00,material_consumption_00300_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00300,rm_0043,issue_2026_00300,2,kg,30.72,2026-06-12T11:00:00+07:00,material_consumption_00300_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00302,rm_0103,issue_2026_00302,1,kg,28.83,2026-07-13T10:00:00+07:00,material_consumption_00302_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00302,rm_0104,issue_2026_00302,2,kg,31.62,2026-07-13T11:00:00+07:00,material_consumption_00302_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00303,rm_0104,issue_2026_00303,1,kg,30.08,2026-08-17T10:00:00+07:00,material_consumption_00303_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00303,rm_0105,issue_2026_00303,2,kg,32.9,2026-08-17T11:00:00+07:00,material_consumption_00303_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00305,rm_0200,issue_2026_00305,1,litre,32.64,2026-09-18T10:00:00+07:00,material_consumption_00305_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00305,rm_0201,issue_2026_00305,2,kg,35.52,2026-09-18T11:00:00+07:00,material_consumption_00305_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00307,rm_0141,issue_2026_00307,1,litre,33.48,2026-01-23T10:00:00+07:00,material_consumption_00307_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00307,rm_0175,issue_2026_00307,2,kg,36.27,2026-01-23T11:00:00+07:00,material_consumption_00307_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00308,rm_0116,issue_2026_00308,1,piece,34.78,2026-01-24T10:00:00+07:00,material_consumption_00308_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00308,rm_0117,issue_2026_00308,2,piece,37.6,2026-01-24T11:00:00+07:00,material_consumption_00308_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00310,rm_0271,issue_2026_00310,1,kg,37.44,2026-02-05T10:00:00+07:00,material_consumption_00310_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00310,rm_0272,issue_2026_00310,2,kg,40.32,2026-02-05T11:00:00+07:00,material_consumption_00310_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00312,rm_0212,issue_2026_00312,1,kg,38.13,2026-03-10T10:00:00+07:00,material_consumption_00312_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00312,rm_0213,issue_2026_00312,2,kg,40.92,2026-03-10T11:00:00+07:00,material_consumption_00312_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00313,rm_0187,issue_2026_00313,1,piece,39.48,2026-04-10T10:00:00+07:00,material_consumption_00313_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00313,rm_0188,issue_2026_00313,2,piece,42.3,2026-04-10T11:00:00+07:00,material_consumption_00313_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00315,rm_0309,issue_2026_00315,1,piece,42.24,2026-05-15T10:00:00+07:00,material_consumption_00315_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00315,rm_0031,issue_2026_00315,2,kg,45.12,2026-05-15T11:00:00+07:00,material_consumption_00315_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00317,rm_0224,issue_2026_00317,1,kg,42.78,2026-06-16T10:00:00+07:00,material_consumption_00317_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00317,rm_0225,issue_2026_00317,2,litre,45.57,2026-06-16T11:00:00+07:00,material_consumption_00317_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00318,rm_0225,issue_2026_00318,1,litre,44.18,2026-06-17T10:00:00+07:00,material_consumption_00318_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00318,rm_0259,issue_2026_00318,2,kg,9.4,2026-06-17T11:00:00+07:00,material_consumption_00318_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00320,rm_0319,issue_2026_00320,1,piece,47.04,2026-07-22T10:00:00+07:00,material_consumption_00320_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00320,rm_0320,issue_2026_00320,2,piece,11.52,2026-07-22T11:00:00+07:00,material_consumption_00320_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00322,rm_0007,issue_2026_00322,1,kg,10.23,2026-08-03T10:00:00+07:00,material_consumption_00322_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00322,rm_0008,issue_2026_00322,2,litre,13.02,2026-08-03T11:00:00+07:00,material_consumption_00322_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00323,rm_0296,issue_2026_00323,1,kg,11.28,2026-09-07T10:00:00+07:00,material_consumption_00323_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00323,rm_0297,issue_2026_00323,2,kg,14.1,2026-09-07T11:00:00+07:00,material_consumption_00323_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00325,rm_0139,issue_2026_00325,1,kg,13.44,2026-01-08T10:00:00+07:00,material_consumption_00325_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00325,rm_0140,issue_2026_00325,2,kg,16.32,2026-01-08T11:00:00+07:00,material_consumption_00325_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00327,rm_0021,issue_2026_00327,1,kg,14.88,2026-02-13T10:00:00+07:00,material_consumption_00327_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00327,rm_0055,issue_2026_00327,2,piece,17.67,2026-02-13T11:00:00+07:00,material_consumption_00327_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00328,rm_0055,issue_2026_00328,1,piece,15.98,2026-02-14T10:00:00+07:00,material_consumption_00328_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00328,rm_0056,issue_2026_00328,2,piece,18.8,2026-02-14T11:00:00+07:00,material_consumption_00328_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00330,rm_0081,issue_2026_00330,1,kg,18.24,2026-03-15T10:00:00+07:00,material_consumption_00330_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00330,rm_0115,issue_2026_00330,2,piece,21.12,2026-03-15T11:00:00+07:00,material_consumption_00330_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00332,rm_0092,issue_2026_00332,1,kg,19.53,2026-04-20T10:00:00+07:00,material_consumption_00332_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00332,rm_0093,issue_2026_00332,2,kg,22.32,2026-04-20T11:00:00+07:00,material_consumption_00332_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00333,rm_0213,issue_2026_00333,1,kg,20.68,2026-05-20T10:00:00+07:00,material_consumption_00333_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00333,rm_0247,issue_2026_00333,2,piece,23.5,2026-05-20T11:00:00+07:00,material_consumption_00333_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00335,rm_0152,issue_2026_00335,1,kg,23.04,2026-06-05T10:00:00+07:00,material_consumption_00335_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00335,rm_0153,issue_2026_00335,2,kg,25.92,2026-06-05T11:00:00+07:00,material_consumption_00335_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00337,rm_0163,issue_2026_00337,1,litre,24.18,2026-07-06T10:00:00+07:00,material_consumption_00337_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00337,rm_0164,issue_2026_00337,2,litre,26.97,2026-07-06T11:00:00+07:00,material_consumption_00337_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00338,rm_0284,issue_2026_00338,1,kg,25.38,2026-07-07T10:00:00+07:00,material_consumption_00338_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00338,rm_0285,issue_2026_00338,2,kg,28.2,2026-07-07T11:00:00+07:00,material_consumption_00338_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00340,rm_0223,issue_2026_00340,1,kg,27.84,2026-08-12T10:00:00+07:00,material_consumption_00340_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00340,rm_0224,issue_2026_00340,2,kg,30.72,2026-08-12T11:00:00+07:00,material_consumption_00340_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00342,rm_0015,issue_2026_00342,1,kg,28.83,2026-09-13T10:00:00+07:00,material_consumption_00342_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00342,rm_0016,issue_2026_00342,2,kg,31.62,2026-09-13T11:00:00+07:00,material_consumption_00342_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00343,rm_0016,issue_2026_00343,1,kg,30.08,2026-01-17T10:00:00+07:00,material_consumption_00343_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00343,rm_0017,issue_2026_00343,2,kg,32.9,2026-01-17T11:00:00+07:00,material_consumption_00343_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00345,rm_0237,issue_2026_00345,1,kg,32.64,2026-02-18T10:00:00+07:00,material_consumption_00345_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00345,rm_0271,issue_2026_00345,2,kg,35.52,2026-02-18T11:00:00+07:00,material_consumption_00345_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00347,rm_0053,issue_2026_00347,1,piece,33.48,2026-03-23T10:00:00+07:00,material_consumption_00347_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00347,rm_0087,issue_2026_00347,2,kg,36.27,2026-03-23T11:00:00+07:00,material_consumption_00347_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00348,rm_0297,issue_2026_00348,1,kg,34.78,2026-03-24T10:00:00+07:00,material_consumption_00348_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00348,rm_0027,issue_2026_00348,2,kg,37.6,2026-03-24T11:00:00+07:00,material_consumption_00348_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00350,rm_0308,issue_2026_00350,1,piece,37.44,2026-04-05T10:00:00+07:00,material_consumption_00350_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00350,rm_0309,issue_2026_00350,2,piece,40.32,2026-04-05T11:00:00+07:00,material_consumption_00350_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00352,rm_0124,issue_2026_00352,1,piece,38.13,2026-05-10T10:00:00+07:00,material_consumption_00352_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00352,rm_0125,issue_2026_00352,2,piece,40.92,2026-05-10T11:00:00+07:00,material_consumption_00352_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00353,rm_0064,issue_2026_00353,1,piece,39.48,2026-06-10T10:00:00+07:00,material_consumption_00353_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00353,rm_0065,issue_2026_00353,2,litre,42.3,2026-06-10T11:00:00+07:00,material_consumption_00353_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00355,rm_0039,issue_2026_00355,1,kg,42.24,2026-07-15T10:00:00+07:00,material_consumption_00355_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00355,rm_0040,issue_2026_00355,2,kg,45.12,2026-07-15T11:00:00+07:00,material_consumption_00355_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00357,rm_0101,issue_2026_00357,1,litre,42.78,2026-08-16T10:00:00+07:00,material_consumption_00357_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00357,rm_0135,issue_2026_00357,2,kg,45.57,2026-08-16T11:00:00+07:00,material_consumption_00357_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00358,rm_0135,issue_2026_00358,1,kg,44.18,2026-08-17T10:00:00+07:00,material_consumption_00358_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00358,rm_0136,issue_2026_00358,2,litre,9.4,2026-08-17T11:00:00+07:00,material_consumption_00358_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00360,rm_0231,issue_2026_00360,1,kg,47.04,2026-09-22T10:00:00+07:00,material_consumption_00360_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00360,rm_0232,issue_2026_00360,2,kg,11.52,2026-09-22T11:00:00+07:00,material_consumption_00360_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00362,rm_0112,issue_2026_00362,1,kg,10.23,2026-01-03T10:00:00+07:00,material_consumption_00362_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00362,rm_0113,issue_2026_00362,2,piece,13.02,2026-01-03T11:00:00+07:00,material_consumption_00362_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00363,rm_0267,issue_2026_00363,1,kg,11.28,2026-02-07T10:00:00+07:00,material_consumption_00363_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00363,rm_0268,issue_2026_00363,2,kg,14.1,2026-02-07T11:00:00+07:00,material_consumption_00363_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00365,rm_0208,issue_2026_00365,1,kg,13.44,2026-03-08T10:00:00+07:00,material_consumption_00365_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00365,rm_0209,issue_2026_00365,2,kg,16.32,2026-03-08T11:00:00+07:00,material_consumption_00365_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
