order_code,event_type,previous_status,new_status,note,occurred_at,idempotency_key
production_order_2026_00296,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-04T08:00:00+07:00,order_event_status_00296
production_order_2026_00296,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-04-06T16:00:00+07:00,order_event_progress_00296
production_order_2026_00297,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-04T08:00:00+07:00,order_event_status_00297
production_order_2026_00297,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-05-06T16:00:00+07:00,order_event_progress_00297
production_order_2026_00298,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-05T08:00:00+07:00,order_event_status_00298
production_order_2026_00298,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-05-07T16:00:00+07:00,order_event_progress_00298
production_order_2026_00299,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-09T08:00:00+07:00,order_event_status_00299
production_order_2026_00299,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-06-11T16:00:00+07:00,order_event_progress_00299
production_order_2026_00300,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-10T08:00:00+07:00,order_event_status_00300
production_order_2026_00300,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-06-12T16:00:00+07:00,order_event_progress_00300
production_order_2026_00301,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-10T08:00:00+07:00,order_event_status_00301
production_order_2026_00301,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-07-12T16:00:00+07:00,order_event_progress_00301
production_order_2026_00302,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-11T08:00:00+07:00,order_event_status_00302
production_order_2026_00302,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-07-13T16:00:00+07:00,order_event_progress_00302
production_order_2026_00303,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-15T08:00:00+07:00,order_event_status_00303
production_order_2026_00303,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-08-17T16:00:00+07:00,order_event_progress_00303
production_order_2026_00304,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-16T08:00:00+07:00,order_event_status_00304
production_order_2026_00304,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-08-18T16:00:00+07:00,order_event_progress_00304
production_order_2026_00305,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-16T08:00:00+07:00,order_event_status_00305
production_order_2026_00305,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-09-18T16:00:00+07:00,order_event_progress_00305
production_order_2026_00306,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-17T08:00:00+07:00,order_event_status_00306
production_order_2026_00306,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-09-19T16:00:00+07:00,order_event_progress_00306
production_order_2026_00307,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-21T08:00:00+07:00,order_event_status_00307
production_order_2026_00307,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-01-23T16:00:00+07:00,order_event_progress_00307
production_order_2026_00308,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-22T08:00:00+07:00,order_event_status_00308
production_order_2026_00308,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-01-24T16:00:00+07:00,order_event_progress_00308
production_order_2026_00309,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-02T08:00:00+07:00,order_event_status_00309
production_order_2026_00309,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-02-04T16:00:00+07:00,order_event_progress_00309
production_order_2026_00310,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-03T08:00:00+07:00,order_event_status_00310
production_order_2026_00310,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-02-05T16:00:00+07:00,order_event_progress_00310
production_order_2026_00311,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-07T08:00:00+07:00,order_event_status_00311
production_order_2026_00311,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-03-09T16:00:00+07:00,order_event_progress_00311
production_order_2026_00312,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-08T08:00:00+07:00,order_event_status_00312
production_order_2026_00312,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-03-10T16:00:00+07:00,order_event_progress_00312
production_order_2026_00313,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-08T08:00:00+07:00,order_event_status_00313
production_order_2026_00313,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-04-10T16:00:00+07:00,order_event_progress_00313
production_order_2026_00314,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-09T08:00:00+07:00,order_event_status_00314
production_order_2026_00314,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-04-11T16:00:00+07:00,order_event_progress_00314
production_order_2026_00315,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-13T08:00:00+07:00,order_event_status_00315
production_order_2026_00315,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-05-15T16:00:00+07:00,order_event_progress_00315
production_order_2026_00316,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-14T08:00:00+07:00,order_event_status_00316
production_order_2026_00316,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-05-16T16:00:00+07:00,order_event_progress_00316
production_order_2026_00317,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-14T08:00:00+07:00,order_event_status_00317
production_order_2026_00317,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-06-16T16:00:00+07:00,order_event_progress_00317
production_order_2026_00318,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-15T08:00:00+07:00,order_event_status_00318
production_order_2026_00318,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-06-17T16:00:00+07:00,order_event_progress_00318
production_order_2026_00319,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-19T08:00:00+07:00,order_event_status_00319
production_order_2026_00319,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-07-21T16:00:00+07:00,order_event_progress_00319
production_order_2026_00320,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-20T08:00:00+07:00,order_event_status_00320
production_order_2026_00320,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-07-22T16:00:00+07:00,order_event_progress_00320
production_order_2026_00321,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-31T08:00:00+07:00,order_event_status_00321
production_order_2026_00321,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-08-02T16:00:00+07:00,order_event_progress_00321
production_order_2026_00322,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-01T08:00:00+07:00,order_event_status_00322
production_order_2026_00322,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-08-03T16:00:00+07:00,order_event_progress_00322
production_order_2026_00323,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-05T08:00:00+07:00,order_event_status_00323
production_order_2026_00323,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-09-07T16:00:00+07:00,order_event_progress_00323
production_order_2026_00324,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-06T08:00:00+07:00,order_event_status_00324
production_order_2026_00324,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-09-08T16:00:00+07:00,order_event_progress_00324
production_order_2026_00325,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-06T08:00:00+07:00,order_event_status_00325
production_order_2026_00325,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-01-08T16:00:00+07:00,order_event_progress_00325
production_order_2026_00326,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-07T08:00:00+07:00,order_event_status_00326
production_order_2026_00326,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-01-09T16:00:00+07:00,order_event_progress_00326
production_order_2026_00327,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-11T08:00:00+07:00,order_event_status_00327
production_order_2026_00327,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-02-13T16:00:00+07:00,order_event_progress_00327
production_order_2026_00328,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-12T08:00:00+07:00,order_event_status_00328
production_order_2026_00328,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-02-14T16:00:00+07:00,order_event_progress_00328
production_order_2026_00329,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-12T08:00:00+07:00,order_event_status_00329
production_order_2026_00329,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-03-14T16:00:00+07:00,order_event_progress_00329
production_order_2026_00330,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-13T08:00:00+07:00,order_event_status_00330
production_order_2026_00330,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-03-15T16:00:00+07:00,order_event_progress_00330
production_order_2026_00331,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-17T08:00:00+07:00,order_event_status_00331
production_order_2026_00331,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-04-19T16:00:00+07:00,order_event_progress_00331
production_order_2026_00332,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-18T08:00:00+07:00,order_event_status_00332
production_order_2026_00332,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-04-20T16:00:00+07:00,order_event_progress_00332
production_order_2026_00333,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-18T08:00:00+07:00,order_event_status_00333
production_order_2026_00333,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-05-20T16:00:00+07:00,order_event_progress_00333
production_order_2026_00334,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-19T08:00:00+07:00,order_event_status_00334
production_order_2026_00334,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-05-21T16:00:00+07:00,order_event_progress_00334
production_order_2026_00335,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-03T08:00:00+07:00,order_event_status_00335
production_order_2026_00335,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-06-05T16:00:00+07:00,order_event_progress_00335
production_order_2026_00336,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-04T08:00:00+07:00,order_event_status_00336
production_order_2026_00336,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-06-06T16:00:00+07:00,order_event_progress_00336
production_order_2026_00337,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-04T08:00:00+07:00,order_event_status_00337
production_order_2026_00337,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-07-06T16:00:00+07:00,order_event_progress_00337
production_order_2026_00338,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-05T08:00:00+07:00,order_event_status_00338
production_order_2026_00338,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-07-07T16:00:00+07:00,order_event_progress_00338
production_order_2026_00339,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-09T08:00:00+07:00,order_event_status_00339
production_order_2026_00339,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-08-11T16:00:00+07:00,order_event_progress_00339
production_order_2026_00340,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-10T08:00:00+07:00,order_event_status_00340
production_order_2026_00340,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-08-12T16:00:00+07:00,order_event_progress_00340
production_order_2026_00341,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-10T08:00:00+07:00,order_event_status_00341
production_order_2026_00341,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-09-12T16:00:00+07:00,order_event_progress_00341
production_order_2026_00342,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-11T08:00:00+07:00,order_event_status_00342
production_order_2026_00342,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-09-13T16:00:00+07:00,order_event_progress_00342
production_order_2026_00343,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-15T08:00:00+07:00,order_event_status_00343
production_order_2026_00343,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-01-17T16:00:00+07:00,order_event_progress_00343
production_order_2026_00344,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-16T08:00:00+07:00,order_event_status_00344
production_order_2026_00344,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-01-18T16:00:00+07:00,order_event_progress_00344
production_order_2026_00345,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-16T08:00:00+07:00,order_event_status_00345
production_order_2026_00345,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-02-18T16:00:00+07:00,order_event_progress_00345
production_order_2026_00346,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-17T08:00:00+07:00,order_event_status_00346
production_order_2026_00346,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-02-19T16:00:00+07:00,order_event_progress_00346
production_order_2026_00347,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-21T08:00:00+07:00,order_event_status_00347
production_order_2026_00347,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-03-23T16:00:00+07:00,order_event_progress_00347
production_order_2026_00348,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-22T08:00:00+07:00,order_event_status_00348
production_order_2026_00348,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-03-24T16:00:00+07:00,order_event_progress_00348
production_order_2026_00349,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-02T08:00:00+07:00,order_event_status_00349
production_order_2026_00349,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-04-04T16:00:00+07:00,order_event_progress_00349
production_order_2026_00350,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-03T08:00:00+07:00,order_event_status_00350
production_order_2026_00350,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-04-05T16:00:00+07:00,order_event_progress_00350
production_order_2026_00351,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-07T08:00:00+07:00,order_event_status_00351
production_order_2026_00351,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-05-09T16:00:00+07:00,order_event_progress_00351
production_order_2026_00352,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-08T08:00:00+07:00,order_event_status_00352
production_order_2026_00352,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-05-10T16:00:00+07:00,order_event_progress_00352
production_order_2026_00353,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-08T08:00:00+07:00,order_event_status_00353
production_order_2026_00353,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-06-10T16:00:00+07:00,order_event_progress_00353
production_order_2026_00354,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-09T08:00:00+07:00,order_event_status_00354
production_order_2026_00354,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-06-11T16:00:00+07:00,order_event_progress_00354
production_order_2026_00355,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-13T08:00:00+07:00,order_event_status_00355
production_order_2026_00355,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-07-15T16:00:00+07:00,order_event_progress_00355
production_order_2026_00356,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-14T08:00:00+07:00,order_event_status_00356
production_order_2026_00356,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-07-16T16:00:00+07:00,order_event_progress_00356
production_order_2026_00357,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-14T08:00:00+07:00,order_event_status_00357
production_order_2026_00357,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-08-16T16:00:00+07:00,order_event_progress_00357
production_order_2026_00358,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-15T08:00:00+07:00,order_event_status_00358
production_order_2026_00358,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-08-17T16:00:00+07:00,order_event_progress_00358
production_order_2026_00359,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-19T08:00:00+07:00,order_event_status_00359
production_order_2026_00359,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-09-21T16:00:00+07:00,order_event_progress_00359
production_order_2026_00360,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-20T08:00:00+07:00,order_event_status_00360
production_order_2026_00360,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-09-22T16:00:00+07:00,order_event_progress_00360
production_order_2026_00361,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2025-12-31T08:00:00+07:00,order_event_status_00361
production_order_2026_00361,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-01-02T16:00:00+07:00,order_event_progress_00361
production_order_2026_00362,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-01T08:00:00+07:00,order_event_status_00362
production_order_2026_00362,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-01-03T16:00:00+07:00,order_event_progress_00362
production_order_2026_00363,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-05T08:00:00+07:00,order_event_status_00363
production_order_2026_00363,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-02-07T16:00:00+07:00,order_event_progress_00363
production_order_2026_00364,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-06T08:00:00+07:00,order_event_status_00364
production_order_2026_00364,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-02-08T16:00:00+07:00,order_event_progress_00364
production_order_2026_00365,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-06T08:00:00+07:00,order_event_status_00365
production_order_2026_00365,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-03-08T16:00:00+07:00,order_event_progress_00365
production_order_2026_00366,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-07T08:00:00+07:00,order_event_status_00366
production_order_2026_00366,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-03-09T16:00:00+07:00,order_event_progress_00366
production_order_2026_00367,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-11T08:00:00+07:00,order_event_status_00367
production_order_2026_00367,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-04-13T16:00:00+07:00,order_event_progress_00367
production_order_2026_00368,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-12T08:00:00+07:00,order_event_status_00368
production_order_2026_00368,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-04-14T16:00:00+07:00,order_event_progress_00368
production_order_2026_00369,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-12T08:00:00+07:00,order_event_status_00369
production_order_2026_00369,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-05-14T16:00:00+07:00,order_event_progress_00369
production_order_2026_00370,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-13T08:00:00+07:00,order_event_status_00370
production_order_2026_00370,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-05-15T16:00:00+07:00,order_event_progress_00370
production_order_2026_00371,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-17T08:00:00+07:00,order_event_status_00371
production_order_2026_00371,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-06-19T16:00:00+07:00,order_event_progress_00371
production_order_2026_00372,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-18T08:00:00+07:00,order_event_status_00372
production_order_2026_00372,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-06-20T16:00:00+07:00,order_event_progress_00372
production_order_2026_00373,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-18T08:00:00+07:00,order_event_status_00373
production_order_2026_00373,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-07-20T16:00:00+07:00,order_event_progress_00373
production_order_2026_00374,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-19T08:00:00+07:00,order_event_status_00374
production_order_2026_00374,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-07-21T16:00:00+07:00,order_event_progress_00374
production_order_2026_00375,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-03T08:00:00+07:00,order_event_status_00375
production_order_2026_00375,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-08-05T16:00:00+07:00,order_event_progress_00375
production_order_2026_00376,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-04T08:00:00+07:00,order_event_status_00376
production_order_2026_00376,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-08-06T16:00:00+07:00,order_event_progress_00376
production_order_2026_00377,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-04T08:00:00+07:00,order_event_status_00377
production_order_2026_00377,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-09-06T16:00:00+07:00,order_event_progress_00377
production_order_2026_00378,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-09-05T08:00:00+07:00,order_event_status_00378
production_order_2026_00378,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-09-07T16:00:00+07:00,order_event_progress_00378
production_order_2026_00379,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-09T08:00:00+07:00,order_event_status_00379
production_order_2026_00379,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-01-11T16:00:00+07:00,order_event_progress_00379
production_order_2026_00380,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-01-10T08:00:00+07:00,order_event_status_00380
production_order_2026_00380,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-01-12T16:00:00+07:00,order_event_progress_00380
production_order_2026_00381,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-10T08:00:00+07:00,order_event_status_00381
production_order_2026_00381,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-02-12T16:00:00+07:00,order_event_progress_00381
production_order_2026_00382,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-02-11T08:00:00+07:00,order_event_status_00382
production_order_2026_00382,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-02-13T16:00:00+07:00,order_event_progress_00382
production_order_2026_00383,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-15T08:00:00+07:00,order_event_status_00383
production_order_2026_00383,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-03-17T16:00:00+07:00,order_event_progress_00383
production_order_2026_00384,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-03-16T08:00:00+07:00,order_event_status_00384
production_order_2026_00384,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-03-18T16:00:00+07:00,order_event_progress_00384
production_order_2026_00385,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-16T08:00:00+07:00,order_event_status_00385
production_order_2026_00385,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-04-18T16:00:00+07:00,order_event_progress_00385
production_order_2026_00386,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-04-17T08:00:00+07:00,order_event_status_00386
production_order_2026_00386,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-04-19T16:00:00+07:00,order_event_progress_00386
production_order_2026_00387,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-21T08:00:00+07:00,order_event_status_00387
production_order_2026_00387,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-05-23T16:00:00+07:00,order_event_progress_00387
production_order_2026_00388,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-05-22T08:00:00+07:00,order_event_status_00388
production_order_2026_00388,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-05-24T16:00:00+07:00,order_event_progress_00388
production_order_2026_00389,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-02T08:00:00+07:00,order_event_status_00389
production_order_2026_00389,progress_note,completed,completed,Đã cập nhật tiến độ ca sản xuất.,2026-06-04T16:00:00+07:00,order_event_progress_00389
production_order_2026_00390,status_changed,draft,paused,Tạo và cập nhật lệnh theo kế hoạch.,2026-06-03T08:00:00+07:00,order_event_status_00390
production_order_2026_00390,progress_note,paused,paused,Đã cập nhật tiến độ ca sản xuất.,2026-06-05T16:00:00+07:00,order_event_progress_00390
production_order_2026_00391,status_changed,draft,planned,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-07T08:00:00+07:00,order_event_status_00391
production_order_2026_00391,progress_note,planned,planned,Đã cập nhật tiến độ ca sản xuất.,2026-07-09T16:00:00+07:00,order_event_progress_00391
production_order_2026_00392,status_changed,draft,released,Tạo và cập nhật lệnh theo kế hoạch.,2026-07-08T08:00:00+07:00,order_event_status_00392
production_order_2026_00392,progress_note,released,released,Đã cập nhật tiến độ ca sản xuất.,2026-07-10T16:00:00+07:00,order_event_progress_00392
production_order_2026_00393,status_changed,draft,in_progress,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-08T08:00:00+07:00,order_event_status_00393
production_order_2026_00393,progress_note,in_progress,in_progress,Đã cập nhật tiến độ ca sản xuất.,2026-08-10T16:00:00+07:00,order_event_progress_00393
production_order_2026_00394,status_changed,draft,completed,Tạo và cập nhật lệnh theo kế hoạch.,2026-08-09T08:00:00+07:00,order_event_status_00394
