contract_code,employee_code,contract_type,effective_from,effective_to,base_salary,currency_code,status,notes
contract_2024_0386,vmk0386,indefinite,2024-01-01,,24750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0387,vmk0387,indefinite,2024-01-01,,15000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0388,vmk0388,indefinite,2024-01-01,,23250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0389,vmk0389,fixed_term_36_months,2024-01-01,,41000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0390,vmk0390,indefinite,2024-02-05,,17250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0391,vmk0391,indefinite,2024-01-01,,25500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0392,vmk0392,indefinite,2024-01-01,,27250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0393,vmk0393,fixed_term_36_months,2024-01-01,,24000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0394,vmk0394,indefinite,2024-01-01,,15750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0395,vmk0395,indefinite,2024-01-01,,14500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0396,vmk0396,indefinite,2024-01-01,,15750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0397,vmk0397,fixed_term_36_months,2024-01-01,,18000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0398,vmk0398,indefinite,2024-01-01,,29750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0399,vmk0399,indefinite,2024-01-01,,30500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0400,vmk0400,indefinite,2024-01-01,,29250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0401,vmk0401,fixed_term_36_months,2024-01-01,,24000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0402,vmk0402,indefinite,2024-01-01,,26750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0403,vmk0403,indefinite,2024-07-23,,25500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0404,vmk0404,indefinite,2024-01-01,,15750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0405,vmk0405,fixed_term_36_months,2024-01-01,,25000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0406,vmk0406,indefinite,2024-01-01,,25750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0407,vmk0407,indefinite,2024-01-01,,21500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0408,vmk0408,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0409,vmk0409,fixed_term_36_months,2024-01-01,,22000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0410,vmk0410,indefinite,2024-01-01,,23750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0411,vmk0411,indefinite,2024-01-01,,13500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0412,vmk0412,indefinite,2024-01-01,,15250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0413,vmk0413,fixed_term_36_months,2024-01-01,,25000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0414,vmk0414,indefinite,2024-01-01,,23750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0415,vmk0415,indefinite,2024-01-01,,16500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0416,vmk0416,indefinite,2024-12-16,,30250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0417,vmk0417,fixed_term_36_months,2024-01-01,,18000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0418,vmk0418,indefinite,2024-01-01,,14250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0419,vmk0419,indefinite,2024-01-01,,13500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0420,vmk0420,indefinite,2024-01-01,,17750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0421,vmk0421,fixed_term_36_months,2024-01-01,,15000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0422,vmk0422,indefinite,2024-01-01,,17250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0423,vmk0423,indefinite,2024-01-01,,27500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0424,vmk0424,indefinite,2024-01-01,,28250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0425,vmk0425,fixed_term_36_months,2024-01-01,,22000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0426,vmk0426,indefinite,2024-01-01,,16250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0427,vmk0427,indefinite,2024-01-01,,19500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0428,vmk0428,indefinite,2024-01-01,,20250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0429,vmk0429,fixed_term_36_months,2024-05-09,,25000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0430,vmk0430,indefinite,2024-01-01,,18750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0431,vmk0431,indefinite,2024-01-01,,30500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0432,vmk0432,indefinite,2024-01-01,,31250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0433,vmk0433,fixed_term_36_months,2024-01-01,,28000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0434,vmk0434,indefinite,2024-01-01,,24750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0435,vmk0435,indefinite,2024-01-01,,13500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0436,vmk0436,indefinite,2024-01-01,,22250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0437,vmk0437,fixed_term_36_months,2024-01-01,,16000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0438,vmk0438,indefinite,2024-01-01,,27750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0439,vmk0439,indefinite,2024-01-01,,23500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0440,vmk0440,indefinite,2024-01-01,,25250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0441,vmk0441,fixed_term_36_months,2024-01-01,,17000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0442,vmk0442,indefinite,2024-10-02,,24750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0443,vmk0443,indefinite,2024-01-01,,14500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0444,vmk0444,indefinite,2024-01-01,,30250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0445,vmk0445,fixed_term_36_months,2024-01-01,,23000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0446,vmk0446,indefinite,2024-01-01,,27750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0447,vmk0447,indefinite,2024-01-01,,28500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0448,vmk0448,indefinite,2024-01-01,,33250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0449,vmk0449,fixed_term_36_months,2024-01-01,,26000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0450,vmk0450,indefinite,2024-01-01,,26750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0451,vmk0451,indefinite,2024-01-01,,19500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0452,vmk0452,indefinite,2024-01-01,,14250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0453,vmk0453,fixed_term_36_months,2024-01-01,,16500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0454,vmk0454,indefinite,2024-01-01,,29750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0455,vmk0455,indefinite,2024-03-20,,16500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0456,vmk0456,indefinite,2024-01-01,,25250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0457,vmk0457,fixed_term_36_months,2024-01-01,,22000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0458,vmk0458,indefinite,2024-01-01,,23750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0459,vmk0459,indefinite,2024-01-01,,13500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0460,vmk0460,indefinite,2024-01-01,,15250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0461,vmk0461,fixed_term_36_months,2024-01-01,,26000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0462,vmk0462,indefinite,2024-01-01,,27750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0463,vmk0463,indefinite,2024-01-01,,30500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0464,vmk0464,indefinite,2024-01-01,,29250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0465,vmk0465,fixed_term_36_months,2024-01-01,,19000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0466,vmk0466,indefinite,2024-01-01,,24750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0467,vmk0467,indefinite,2024-01-01,,27500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0468,vmk0468,indefinite,2024-08-13,,25250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0469,vmk0469,fixed_term_36_months,2024-01-01,,16500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0470,vmk0470,indefinite,2024-01-01,,17250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0471,vmk0471,indefinite,2024-01-01,,17500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0472,vmk0472,indefinite,2024-01-01,,22250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0473,vmk0473,fixed_term_36_months,2024-01-01,,22000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0474,vmk0474,indefinite,2024-01-01,,13750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0475,vmk0475,indefinite,2024-01-01,,25500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0476,vmk0476,indefinite,2024-01-01,,20250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0477,vmk0477,fixed_term_36_months,2024-01-01,,16000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0478,vmk0478,indefinite,2024-01-01,,24750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0479,vmk0479,indefinite,2024-01-01,,28500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0480,vmk0480,indefinite,2024-01-01,,29250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0481,vmk0481,fixed_term_36_months,2024-01-06,,38000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0482,vmk0482,indefinite,2024-01-01,,18750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0483,vmk0483,indefinite,2024-01-01,,27500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0484,vmk0484,indefinite,2024-01-01,,23250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0485,vmk0485,fixed_term_36_months,2024-01-01,,21000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0486,vmk0486,indefinite,2024-01-01,,15750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0487,vmk0487,indefinite,2024-01-01,,29500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0488,vmk0488,indefinite,2024-01-01,,31250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0489,vmk0489,fixed_term_36_months,2024-01-01,,17000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0490,vmk0490,indefinite,2024-01-01,,20750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0491,vmk0491,indefinite,2024-01-01,,17000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0492,vmk0492,indefinite,2024-01-01,,20250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0493,vmk0493,fixed_term_36_months,2024-01-01,,23000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0494,vmk0494,indefinite,2024-06-24,,16750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0495,vmk0495,indefinite,2024-01-01,,23500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0496,vmk0496,indefinite,2024-01-01,,20250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0497,vmk0497,fixed_term_36_months,2024-01-01,,24000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0498,vmk0498,indefinite,2024-01-01,,28750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0499,vmk0499,indefinite,2024-01-01,,25500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0500,vmk0500,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0501,vmk0501,fixed_term_36_months,2024-01-01,,20000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0502,vmk0502,indefinite,2024-01-01,,22750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0503,vmk0503,indefinite,2024-01-01,,18000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0504,vmk0504,indefinite,2024-01-01,,20750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0505,vmk0505,fixed_term_36_months,2024-01-01,,28000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0506,vmk0506,indefinite,2024-01-01,,23750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0507,vmk0507,indefinite,2024-11-17,,17000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0508,vmk0508,indefinite,2024-01-01,,24250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0509,vmk0509,fixed_term_36_months,2024-01-01,,28000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0510,vmk0510,indefinite,2024-01-01,,17250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0511,vmk0511,indefinite,2024-01-01,,18000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0512,vmk0512,indefinite,2024-01-01,,24250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0513,vmk0513,fixed_term_36_months,2024-01-01,,15500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0514,vmk0514,indefinite,2024-01-01,,24750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0515,vmk0515,indefinite,2024-01-01,,29500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0516,vmk0516,indefinite,2024-01-01,,25250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0517,vmk0517,fixed_term_36_months,2024-01-01,,15000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0518,vmk0518,indefinite,2024-01-01,,15750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0519,vmk0519,indefinite,2024-01-01,,25500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0520,vmk0520,indefinite,2024-04-10,,18750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0521,vmk0521,fixed_term_36_months,2024-01-01,,23000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0522,vmk0522,indefinite,2024-01-01,,22750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0523,vmk0523,indefinite,2024-01-01,,24500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0524,vmk0524,indefinite,2024-01-01,,20250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0525,vmk0525,fixed_term_36_months,2024-01-01,,16000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0526,vmk0526,indefinite,2024-01-01,,27750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0527,vmk0527,indefinite,2024-01-01,,26500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0528,vmk0528,indefinite,2024-01-01,,18750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0529,vmk0529,fixed_term_36_months,2024-01-01,,21000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0530,vmk0530,indefinite,2024-01-01,,22750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0531,vmk0531,indefinite,2024-01-01,,15000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0532,vmk0532,indefinite,2024-01-01,,30250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0533,vmk0533,fixed_term_36_months,2024-09-03,,27000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0534,vmk0534,indefinite,2024-01-01,,29750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0535,vmk0535,indefinite,2024-01-01,,23500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0536,vmk0536,indefinite,2024-01-01,,25250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0537,vmk0537,fixed_term_36_months,2024-01-01,,17000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0538,vmk0538,indefinite,2024-01-01,,14250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0539,vmk0539,indefinite,2024-01-01,,23500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0540,vmk0540,indefinite,2024-01-01,,26250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0541,vmk0541,fixed_term_36_months,2024-01-01,,16500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0542,vmk0542,indefinite,2024-01-01,,25750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0543,vmk0543,indefinite,2024-01-01,,30500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0544,vmk0544,indefinite,2024-01-01,,29250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0545,vmk0545,fixed_term_36_months,2024-01-01,,12000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0546,vmk0546,indefinite,2024-02-21,,24750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0547,vmk0547,indefinite,2024-01-01,,24500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0548,vmk0548,indefinite,2024-01-01,,28250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0549,vmk0549,fixed_term_36_months,2024-01-01,,31000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0550,vmk0550,indefinite,2024-01-01,,23750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0551,vmk0551,indefinite,2024-01-01,,28500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0552,vmk0552,indefinite,2024-01-01,,27250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0553,vmk0553,fixed_term_36_months,2024-01-01,,28000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0554,vmk0554,indefinite,2024-01-01,,17750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0555,vmk0555,indefinite,2024-01-01,,29500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0556,vmk0556,indefinite,2024-01-01,,15250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0557,vmk0557,fixed_term_36_months,2024-01-01,,27000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0558,vmk0558,indefinite,2024-01-01,,26750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0559,vmk0559,indefinite,2024-07-14,,26500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0560,vmk0560,indefinite,2024-01-01,,17250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0561,vmk0561,fixed_term_36_months,2024-01-01,,18000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0562,vmk0562,indefinite,2024-01-01,,12750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0563,vmk0563,indefinite,2024-01-01,,29500000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0564,vmk0564,indefinite,2024-01-01,,25250000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0565,vmk0565,fixed_term_36_months,2024-01-01,,27000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0566,vmk0566,indefinite,2024-01-01,,29750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0567,vmk0567,indefinite,2024-01-01,,18000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0568,vmk0568,indefinite,2024-01-01,,18750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0569,vmk0569,fixed_term_36_months,2024-01-01,,28000000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0570,vmk0570,indefinite,2024-01-01,,13750000,VND,active,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0571,vmk0571,indefinite,2024-01-01,2025-12-31,18500000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0572,vmk0572,indefinite,2024-12-07,2025-12-31,17250000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0573,vmk0573,fixed_term_36_months,2024-01-01,2025-12-31,16000000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0574,vmk0574,indefinite,2024-01-01,2025-12-31,18750000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0575,vmk0575,indefinite,2024-01-01,2025-12-31,27500000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0576,vmk0576,indefinite,2024-01-01,2025-12-31,17250000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0577,vmk0577,fixed_term_36_months,2024-01-01,2025-12-31,13500000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
