request_code,employee_code,leave_type_code,starts_on,ends_on,is_paid,reason,status,decided_at,decision_note
leave_2025_00337,vmk0036,sick_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00338,vmk0053,personal_unpaid,2026-08-14,2026-08-15,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-08-11T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00339,vmk0070,maternity_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-02-28T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00340,vmk0087,family_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00341,vmk0104,annual_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00342,vmk0121,sick_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00343,vmk0138,personal_unpaid,2025-07-07,2025-07-07,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-07-04T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00344,vmk0155,maternity_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-02-17T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00345,vmk0172,family_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00346,vmk0189,annual_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00347,vmk0206,sick_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00348,vmk0223,personal_unpaid,2026-06-24,2026-06-26,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-06-21T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00349,vmk0240,maternity_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-01-10T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00350,vmk0257,family_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00351,vmk0274,annual_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00352,vmk0291,sick_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00353,vmk0308,personal_unpaid,2025-05-17,2025-05-18,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-05-14T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00354,vmk0325,maternity_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-12-03T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00355,vmk0342,family_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00356,vmk0359,annual_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00357,vmk0376,sick_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00358,vmk0393,personal_unpaid,2026-04-10,2026-04-10,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-04-07T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00359,vmk0410,maternity_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-11-20T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00360,vmk0427,family_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00361,vmk0444,annual_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00362,vmk0461,sick_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00363,vmk0478,personal_unpaid,2025-03-03,2025-03-05,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-02-28T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00364,vmk0495,maternity_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-10-13T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00365,vmk0512,family_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00366,vmk0529,annual_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00367,vmk0546,sick_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00368,vmk0563,personal_unpaid,2026-02-20,2026-02-21,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-02-17T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00369,vmk0010,maternity_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-09-06T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00370,vmk0027,family_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00371,vmk0044,annual_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00372,vmk0061,sick_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00373,vmk0078,personal_unpaid,2025-01-13,2025-01-13,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-01-10T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00374,vmk0095,maternity_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-07-30T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00375,vmk0112,family_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00376,vmk0129,annual_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00377,vmk0146,sick_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00378,vmk0163,personal_unpaid,2026-12-06,2026-12-08,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-12-03T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00379,vmk0180,maternity_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-07-16T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00380,vmk0197,family_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00381,vmk0214,annual_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00382,vmk0231,sick_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00383,vmk0248,personal_unpaid,2025-11-23,2025-11-24,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-11-20T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00384,vmk0265,maternity_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-06-09T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00385,vmk0282,family_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00386,vmk0299,annual_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00387,vmk0316,sick_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00388,vmk0333,personal_unpaid,2026-10-16,2026-10-16,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-10-13T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00389,vmk0350,maternity_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-05-02T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00390,vmk0367,family_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00391,vmk0384,annual_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00392,vmk0401,sick_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00393,vmk0418,personal_unpaid,2025-09-09,2025-09-11,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-09-06T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00394,vmk0435,maternity_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-04-19T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00395,vmk0452,family_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00396,vmk0469,annual_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00397,vmk0486,sick_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00398,vmk0503,personal_unpaid,2026-08-02,2026-08-03,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-07-30T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00399,vmk0520,maternity_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-03-12T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00400,vmk0537,family_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00401,vmk0554,annual_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00402,vmk0001,sick_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00403,vmk0018,personal_unpaid,2025-07-19,2025-07-19,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-07-16T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00404,vmk0035,maternity_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-02-05T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00405,vmk0052,family_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00406,vmk0069,annual_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00407,vmk0086,sick_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00408,vmk0103,personal_unpaid,2026-06-12,2026-06-14,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-06-09T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00409,vmk0120,maternity_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2024-12-29T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00410,vmk0137,family_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00411,vmk0154,annual_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00412,vmk0171,sick_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00413,vmk0188,personal_unpaid,2025-05-05,2025-05-06,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-05-02T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00414,vmk0205,maternity_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-12-15T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00415,vmk0222,family_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00416,vmk0239,annual_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00417,vmk0256,sick_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00418,vmk0273,personal_unpaid,2026-04-22,2026-04-22,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-04-19T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00419,vmk0290,maternity_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-11-08T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00420,vmk0307,family_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00421,vmk0324,annual_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00422,vmk0341,sick_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00423,vmk0358,personal_unpaid,2025-03-15,2025-03-17,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-03-12T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00424,vmk0375,maternity_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-10-01T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00425,vmk0392,family_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00426,vmk0409,annual_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00427,vmk0426,sick_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00428,vmk0443,personal_unpaid,2026-02-08,2026-02-09,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-02-05T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00429,vmk0460,maternity_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-09-18T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00430,vmk0477,family_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00431,vmk0494,annual_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00432,vmk0511,sick_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00433,vmk0528,personal_unpaid,2025-01-01,2025-01-01,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2024-12-29T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00434,vmk0545,maternity_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-08-11T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00435,vmk0562,family_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00436,vmk0009,annual_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00437,vmk0026,sick_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00438,vmk0043,personal_unpaid,2026-12-18,2026-12-20,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-12-15T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00439,vmk0060,maternity_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-07-04T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00440,vmk0077,family_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00441,vmk0094,annual_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00442,vmk0111,sick_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00443,vmk0128,personal_unpaid,2025-11-11,2025-11-12,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-11-08T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00444,vmk0145,maternity_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-06-21T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00445,vmk0162,family_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00446,vmk0179,annual_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00447,vmk0196,sick_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00448,vmk0213,personal_unpaid,2026-10-04,2026-10-04,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-10-01T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00449,vmk0230,maternity_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-05-14T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00450,vmk0247,family_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00451,vmk0264,annual_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00452,vmk0281,sick_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00453,vmk0298,personal_unpaid,2025-09-21,2025-09-23,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-09-18T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00454,vmk0315,maternity_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-04-07T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00455,vmk0332,family_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00456,vmk0349,annual_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00457,vmk0366,sick_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00458,vmk0383,personal_unpaid,2026-08-14,2026-08-15,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-08-11T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00459,vmk0400,maternity_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-02-28T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00460,vmk0417,family_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00461,vmk0434,annual_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00462,vmk0451,sick_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00463,vmk0468,personal_unpaid,2025-07-07,2025-07-07,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-07-04T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00464,vmk0485,maternity_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-02-17T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00465,vmk0502,family_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00466,vmk0519,annual_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00467,vmk0536,sick_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00468,vmk0553,personal_unpaid,2026-06-24,2026-06-26,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-06-21T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00469,vmk0570,maternity_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-01-10T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00470,vmk0017,family_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00471,vmk0034,annual_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00472,vmk0051,sick_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00473,vmk0068,personal_unpaid,2025-05-17,2025-05-18,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-05-14T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00474,vmk0085,maternity_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-12-03T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00475,vmk0102,family_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00476,vmk0119,annual_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00477,vmk0136,sick_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00478,vmk0153,personal_unpaid,2026-04-10,2026-04-10,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-04-07T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00479,vmk0170,maternity_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-11-20T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00480,vmk0187,family_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00481,vmk0204,annual_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00482,vmk0221,sick_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00483,vmk0238,personal_unpaid,2025-03-03,2025-03-05,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-02-28T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00484,vmk0255,maternity_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-10-13T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00485,vmk0272,family_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00486,vmk0289,annual_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00487,vmk0306,sick_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00488,vmk0323,personal_unpaid,2026-02-20,2026-02-21,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-02-17T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00489,vmk0340,maternity_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-09-06T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00490,vmk0357,family_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00491,vmk0374,annual_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00492,vmk0391,sick_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00493,vmk0408,personal_unpaid,2025-01-13,2025-01-13,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-01-10T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00494,vmk0425,maternity_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-07-30T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00495,vmk0442,family_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00496,vmk0459,annual_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00497,vmk0476,sick_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00498,vmk0493,personal_unpaid,2026-12-06,2026-12-08,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-12-03T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00499,vmk0510,maternity_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-07-16T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00500,vmk0527,family_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00501,vmk0544,annual_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00502,vmk0561,sick_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00503,vmk0008,personal_unpaid,2025-11-23,2025-11-24,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-11-20T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00504,vmk0025,maternity_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-06-09T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
