receipt_code,warehouse_code,supplier_code,source_module,source_document_code,reference_number,status,idempotency_key,posted_at,notes
receipt_2025_00516,wh_packaging,supplier_006,,,purchase_order_2026_00516,cancelled,receipt_2026_00516,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00517,wh_raw_south,supplier_007,,,purchase_order_2025_00517,draft,receipt_2025_00517,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00518,wh_raw_north,supplier_008,,,purchase_order_2026_00518,pending,receipt_2026_00518,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00519,wh_finished_south,supplier_009,,,purchase_order_2025_00519,posted,receipt_2025_00519,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00520,wh_finished_north,supplier_010,,,purchase_order_2026_00520,cancelled,receipt_2026_00520,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00521,wh_cold,supplier_011,,,purchase_order_2025_00521,draft,receipt_2025_00521,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00522,wh_packaging,supplier_012,,,purchase_order_2026_00522,pending,receipt_2026_00522,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00523,wh_raw_south,supplier_013,,,purchase_order_2025_00523,posted,receipt_2025_00523,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00524,wh_raw_north,supplier_014,,,purchase_order_2026_00524,cancelled,receipt_2026_00524,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00525,wh_finished_south,supplier_015,,,purchase_order_2025_00525,draft,receipt_2025_00525,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00526,wh_finished_north,supplier_016,,,purchase_order_2026_00526,pending,receipt_2026_00526,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00527,wh_cold,supplier_017,,,purchase_order_2025_00527,posted,receipt_2025_00527,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00528,wh_packaging,supplier_018,,,purchase_order_2026_00528,cancelled,receipt_2026_00528,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00529,wh_raw_south,supplier_019,,,purchase_order_2025_00529,draft,receipt_2025_00529,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00530,wh_raw_north,supplier_020,,,purchase_order_2026_00530,pending,receipt_2026_00530,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00531,wh_finished_south,supplier_021,,,purchase_order_2025_00531,posted,receipt_2025_00531,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00532,wh_finished_north,supplier_022,,,purchase_order_2026_00532,cancelled,receipt_2026_00532,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00533,wh_cold,supplier_023,,,purchase_order_2025_00533,draft,receipt_2025_00533,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00534,wh_packaging,supplier_024,,,purchase_order_2026_00534,pending,receipt_2026_00534,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00535,wh_raw_south,supplier_025,,,purchase_order_2025_00535,posted,receipt_2025_00535,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00536,wh_raw_north,supplier_026,,,purchase_order_2026_00536,cancelled,receipt_2026_00536,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00537,wh_finished_south,supplier_027,,,purchase_order_2025_00537,draft,receipt_2025_00537,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00538,wh_finished_north,supplier_028,,,purchase_order_2026_00538,pending,receipt_2026_00538,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00539,wh_cold,supplier_029,,,purchase_order_2025_00539,posted,receipt_2025_00539,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00540,wh_packaging,supplier_030,,,purchase_order_2026_00540,cancelled,receipt_2026_00540,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00541,wh_raw_south,supplier_001,,,purchase_order_2025_00541,draft,receipt_2025_00541,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00542,wh_raw_north,supplier_002,,,purchase_order_2026_00542,pending,receipt_2026_00542,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00543,wh_finished_south,supplier_003,,,purchase_order_2025_00543,posted,receipt_2025_00543,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00544,wh_finished_north,supplier_004,,,purchase_order_2026_00544,cancelled,receipt_2026_00544,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00545,wh_cold,supplier_005,,,purchase_order_2025_00545,draft,receipt_2025_00545,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00546,wh_packaging,supplier_006,,,purchase_order_2026_00546,pending,receipt_2026_00546,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00547,wh_raw_south,supplier_007,,,purchase_order_2025_00547,posted,receipt_2025_00547,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00548,wh_raw_north,supplier_008,,,purchase_order_2026_00548,cancelled,receipt_2026_00548,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00549,wh_finished_south,supplier_009,,,purchase_order_2025_00549,draft,receipt_2025_00549,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00550,wh_finished_north,supplier_010,,,purchase_order_2026_00550,pending,receipt_2026_00550,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00551,wh_cold,supplier_011,,,purchase_order_2025_00551,posted,receipt_2025_00551,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00552,wh_packaging,supplier_012,,,purchase_order_2026_00552,cancelled,receipt_2026_00552,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00553,wh_raw_south,supplier_013,,,purchase_order_2025_00553,draft,receipt_2025_00553,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00554,wh_raw_north,supplier_014,,,purchase_order_2026_00554,pending,receipt_2026_00554,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00555,wh_finished_south,supplier_015,,,purchase_order_2025_00555,posted,receipt_2025_00555,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00556,wh_finished_north,supplier_016,,,purchase_order_2026_00556,cancelled,receipt_2026_00556,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00557,wh_cold,supplier_017,,,purchase_order_2025_00557,draft,receipt_2025_00557,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00558,wh_packaging,supplier_018,,,purchase_order_2026_00558,pending,receipt_2026_00558,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00559,wh_raw_south,supplier_019,,,purchase_order_2025_00559,posted,receipt_2025_00559,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00560,wh_raw_north,supplier_020,,,purchase_order_2026_00560,cancelled,receipt_2026_00560,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00561,wh_finished_south,supplier_021,,,purchase_order_2025_00561,draft,receipt_2025_00561,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00562,wh_finished_north,supplier_022,,,purchase_order_2026_00562,pending,receipt_2026_00562,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00563,wh_cold,supplier_023,,,purchase_order_2025_00563,posted,receipt_2025_00563,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00564,wh_packaging,supplier_024,,,purchase_order_2026_00564,cancelled,receipt_2026_00564,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00565,wh_raw_south,supplier_025,,,purchase_order_2025_00565,draft,receipt_2025_00565,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00566,wh_raw_north,supplier_026,,,purchase_order_2026_00566,pending,receipt_2026_00566,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00567,wh_finished_south,supplier_027,,,purchase_order_2025_00567,posted,receipt_2025_00567,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00568,wh_finished_north,supplier_028,,,purchase_order_2026_00568,cancelled,receipt_2026_00568,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00569,wh_cold,supplier_029,,,purchase_order_2025_00569,draft,receipt_2025_00569,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00570,wh_packaging,supplier_030,,,purchase_order_2026_00570,pending,receipt_2026_00570,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00571,wh_raw_south,supplier_001,,,purchase_order_2025_00571,posted,receipt_2025_00571,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00572,wh_raw_north,supplier_002,,,purchase_order_2026_00572,cancelled,receipt_2026_00572,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00573,wh_finished_south,supplier_003,,,purchase_order_2025_00573,draft,receipt_2025_00573,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00574,wh_finished_north,supplier_004,,,purchase_order_2026_00574,pending,receipt_2026_00574,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00575,wh_cold,supplier_005,,,purchase_order_2025_00575,posted,receipt_2025_00575,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00576,wh_packaging,supplier_006,,,purchase_order_2026_00576,cancelled,receipt_2026_00576,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00577,wh_raw_south,supplier_007,,,purchase_order_2025_00577,draft,receipt_2025_00577,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00578,wh_raw_north,supplier_008,,,purchase_order_2026_00578,pending,receipt_2026_00578,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00579,wh_finished_south,supplier_009,,,purchase_order_2025_00579,posted,receipt_2025_00579,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00580,wh_finished_north,supplier_010,,,purchase_order_2026_00580,cancelled,receipt_2026_00580,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00581,wh_cold,supplier_011,,,purchase_order_2025_00581,draft,receipt_2025_00581,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00582,wh_packaging,supplier_012,,,purchase_order_2026_00582,pending,receipt_2026_00582,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00583,wh_raw_south,supplier_013,,,purchase_order_2025_00583,posted,receipt_2025_00583,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00584,wh_raw_north,supplier_014,,,purchase_order_2026_00584,cancelled,receipt_2026_00584,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00585,wh_finished_south,supplier_015,,,purchase_order_2025_00585,draft,receipt_2025_00585,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00586,wh_finished_north,supplier_016,,,purchase_order_2026_00586,pending,receipt_2026_00586,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00587,wh_cold,supplier_017,,,purchase_order_2025_00587,posted,receipt_2025_00587,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00588,wh_packaging,supplier_018,,,purchase_order_2026_00588,cancelled,receipt_2026_00588,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00589,wh_raw_south,supplier_019,,,purchase_order_2025_00589,draft,receipt_2025_00589,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00590,wh_raw_north,supplier_020,,,purchase_order_2026_00590,pending,receipt_2026_00590,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00591,wh_finished_south,supplier_021,,,purchase_order_2025_00591,posted,receipt_2025_00591,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00592,wh_finished_north,supplier_022,,,purchase_order_2026_00592,cancelled,receipt_2026_00592,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00593,wh_cold,supplier_023,,,purchase_order_2025_00593,draft,receipt_2025_00593,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00594,wh_packaging,supplier_024,,,purchase_order_2026_00594,pending,receipt_2026_00594,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00595,wh_raw_south,supplier_025,,,purchase_order_2025_00595,posted,receipt_2025_00595,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00596,wh_raw_north,supplier_026,,,purchase_order_2026_00596,cancelled,receipt_2026_00596,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00597,wh_finished_south,supplier_027,,,purchase_order_2025_00597,draft,receipt_2025_00597,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00598,wh_finished_north,supplier_028,,,purchase_order_2026_00598,pending,receipt_2026_00598,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00599,wh_cold,supplier_029,,,purchase_order_2025_00599,posted,receipt_2025_00599,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00600,wh_packaging,supplier_030,,,purchase_order_2026_00600,cancelled,receipt_2026_00600,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00601,wh_raw_south,supplier_001,,,purchase_order_2025_00601,draft,receipt_2025_00601,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00602,wh_raw_north,supplier_002,,,purchase_order_2026_00602,pending,receipt_2026_00602,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00603,wh_finished_south,supplier_003,,,purchase_order_2025_00603,posted,receipt_2025_00603,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00604,wh_finished_north,supplier_004,,,purchase_order_2026_00604,cancelled,receipt_2026_00604,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00605,wh_cold,supplier_005,,,purchase_order_2025_00605,draft,receipt_2025_00605,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00606,wh_packaging,supplier_006,,,purchase_order_2026_00606,pending,receipt_2026_00606,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00607,wh_raw_south,supplier_007,,,purchase_order_2025_00607,posted,receipt_2025_00607,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00608,wh_raw_north,supplier_008,,,purchase_order_2026_00608,cancelled,receipt_2026_00608,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00609,wh_finished_south,supplier_009,,,purchase_order_2025_00609,draft,receipt_2025_00609,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00610,wh_finished_north,supplier_010,,,purchase_order_2026_00610,pending,receipt_2026_00610,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00611,wh_cold,supplier_011,,,purchase_order_2025_00611,posted,receipt_2025_00611,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00612,wh_packaging,supplier_012,,,purchase_order_2026_00612,cancelled,receipt_2026_00612,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00613,wh_raw_south,supplier_013,,,purchase_order_2025_00613,draft,receipt_2025_00613,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00614,wh_raw_north,supplier_014,,,purchase_order_2026_00614,pending,receipt_2026_00614,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00615,wh_finished_south,supplier_015,,,purchase_order_2025_00615,posted,receipt_2025_00615,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00616,wh_finished_north,supplier_016,,,purchase_order_2026_00616,cancelled,receipt_2026_00616,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00617,wh_cold,supplier_017,,,purchase_order_2025_00617,draft,receipt_2025_00617,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00618,wh_packaging,supplier_018,,,purchase_order_2026_00618,pending,receipt_2026_00618,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00619,wh_raw_south,supplier_019,,,purchase_order_2025_00619,posted,receipt_2025_00619,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00620,wh_raw_north,supplier_020,,,purchase_order_2026_00620,cancelled,receipt_2026_00620,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00621,wh_finished_south,supplier_021,,,purchase_order_2025_00621,draft,receipt_2025_00621,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00622,wh_finished_north,supplier_022,,,purchase_order_2026_00622,pending,receipt_2026_00622,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00623,wh_cold,supplier_023,,,purchase_order_2025_00623,posted,receipt_2025_00623,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00624,wh_packaging,supplier_024,,,purchase_order_2026_00624,cancelled,receipt_2026_00624,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00625,wh_raw_south,supplier_025,,,purchase_order_2025_00625,draft,receipt_2025_00625,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00626,wh_raw_north,supplier_026,,,purchase_order_2026_00626,pending,receipt_2026_00626,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00627,wh_finished_south,supplier_027,,,purchase_order_2025_00627,posted,receipt_2025_00627,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00628,wh_finished_north,supplier_028,,,purchase_order_2026_00628,cancelled,receipt_2026_00628,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00629,wh_cold,supplier_029,,,purchase_order_2025_00629,draft,receipt_2025_00629,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00630,wh_packaging,supplier_030,,,purchase_order_2026_00630,pending,receipt_2026_00630,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00631,wh_raw_south,supplier_001,,,purchase_order_2025_00631,posted,receipt_2025_00631,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00632,wh_raw_north,supplier_002,,,purchase_order_2026_00632,cancelled,receipt_2026_00632,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00633,wh_finished_south,supplier_003,,,purchase_order_2025_00633,draft,receipt_2025_00633,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00634,wh_finished_north,supplier_004,,,purchase_order_2026_00634,pending,receipt_2026_00634,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00635,wh_cold,supplier_005,,,purchase_order_2025_00635,posted,receipt_2025_00635,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00636,wh_packaging,supplier_006,,,purchase_order_2026_00636,cancelled,receipt_2026_00636,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00637,wh_raw_south,supplier_007,,,purchase_order_2025_00637,draft,receipt_2025_00637,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00638,wh_raw_north,supplier_008,,,purchase_order_2026_00638,pending,receipt_2026_00638,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00639,wh_finished_south,supplier_009,,,purchase_order_2025_00639,posted,receipt_2025_00639,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00640,wh_finished_north,supplier_010,,,purchase_order_2026_00640,cancelled,receipt_2026_00640,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00641,wh_cold,supplier_011,,,purchase_order_2025_00641,draft,receipt_2025_00641,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00642,wh_packaging,supplier_012,,,purchase_order_2026_00642,pending,receipt_2026_00642,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00643,wh_raw_south,supplier_013,,,purchase_order_2025_00643,posted,receipt_2025_00643,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00644,wh_raw_north,supplier_014,,,purchase_order_2026_00644,cancelled,receipt_2026_00644,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00645,wh_finished_south,supplier_015,,,purchase_order_2025_00645,draft,receipt_2025_00645,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00646,wh_finished_north,supplier_016,,,purchase_order_2026_00646,pending,receipt_2026_00646,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00647,wh_cold,supplier_017,,,purchase_order_2025_00647,posted,receipt_2025_00647,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00648,wh_packaging,supplier_018,,,purchase_order_2026_00648,cancelled,receipt_2026_00648,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00649,wh_raw_south,supplier_019,,,purchase_order_2025_00649,draft,receipt_2025_00649,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00650,wh_raw_north,supplier_020,,,purchase_order_2026_00650,pending,receipt_2026_00650,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2026_state_draft,wh_finished_south,supplier_001,,,purchase_order_state_draft,draft,receipt_state_draft,,Phiếu nhập ở trạng thái draft.
receipt_2026_state_pending,wh_finished_south,supplier_001,,,purchase_order_state_pending,pending,receipt_state_pending,,Phiếu nhập ở trạng thái pending.
receipt_2026_state_cancelled,wh_finished_south,supplier_001,,,purchase_order_state_cancelled,cancelled,receipt_state_cancelled,,Phiếu nhập ở trạng thái cancelled.
receipt_production_2026_00001,wh_finished_south,,production,production_order_2026_00001,production_order_2026_00001,posted,receipt_production_2026_00001,2026-01-02T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00002,wh_finished_north,,production,production_order_2026_00002,production_order_2026_00002,posted,receipt_production_2026_00002,2026-01-03T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00003,wh_finished_south,,production,production_order_2026_00003,production_order_2026_00003,posted,receipt_production_2026_00003,2026-02-07T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00004,wh_finished_north,,production,production_order_2026_00004,production_order_2026_00004,posted,receipt_production_2026_00004,2026-02-08T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00005,wh_finished_south,,production,production_order_2026_00005,production_order_2026_00005,posted,receipt_production_2026_00005,2026-03-08T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00006,wh_finished_north,,production,production_order_2026_00006,production_order_2026_00006,posted,receipt_production_2026_00006,2026-03-09T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
