issue_code,line_number,item_code,location_code,lot_code,quantity
issue_2026_00369,1,rm_0245,wh_finished_south_z07,,18
issue_2026_00369,2,rm_0279,wh_finished_south_z07,lot_rm_0279_01,21
issue_2026_00370,1,rm_0219,wh_raw_south_z07,lot_rm_0219_01,19
issue_2026_00370,2,rm_0220,wh_raw_south_z08,lot_rm_0220_02,22
issue_2026_00371,1,rm_0220,wh_raw_south_z08,lot_rm_0220_02,20
issue_2026_00371,2,rm_0221,wh_raw_south_z09,lot_rm_0221_01,23
issue_2026_00372,1,rm_0037,wh_cold_z01,lot_rm_0037_01,21
issue_2026_00372,2,rm_0071,wh_cold_z01,lot_rm_0071_01,24
issue_2026_00373,1,rm_0315,wh_finished_south_z09,,22
issue_2026_00373,2,rm_0316,wh_finished_south_z10,,25
issue_2026_00374,1,rm_0316,wh_finished_south_z10,,23
issue_2026_00374,2,rm_0317,wh_finished_south_z01,,26
issue_2026_00375,1,rm_0257,wh_raw_south_z01,lot_rm_0257_01,24
issue_2026_00375,2,rm_0291,wh_raw_south_z01,lot_rm_0291_01,27
issue_2026_00376,1,rm_0107,wh_cold_z03,lot_rm_0107_01,25
issue_2026_00376,2,rm_0108,wh_cold_z04,lot_rm_0108_02,28
issue_2026_00377,1,rm_0108,wh_cold_z04,lot_rm_0108_02,26
issue_2026_00377,2,rm_0109,wh_cold_z05,lot_rm_0109_01,29
issue_2026_00378,1,rm_0013,wh_finished_south_z03,lot_rm_0013_01,27
issue_2026_00378,2,rm_0047,wh_finished_south_z03,lot_rm_0047_01,30
issue_2026_00379,1,rm_0023,wh_raw_south_z05,lot_rm_0023_01,28
issue_2026_00379,2,rm_0024,wh_raw_south_z06,lot_rm_0024_02,31
issue_2026_00380,1,rm_0024,wh_raw_south_z06,lot_rm_0024_02,29
issue_2026_00380,2,rm_0025,wh_raw_south_z07,lot_rm_0025_01,32
issue_2026_00381,1,rm_0145,wh_cold_z07,lot_rm_0145_01,30
issue_2026_00381,2,rm_0179,wh_cold_z07,,33
issue_2026_00382,1,rm_0083,wh_finished_south_z05,lot_rm_0083_01,31
issue_2026_00382,2,rm_0084,wh_finished_south_z06,lot_rm_0084_02,34
issue_2026_00383,1,rm_0084,wh_finished_south_z06,lot_rm_0084_02,32
issue_2026_00383,2,rm_0085,wh_finished_south_z07,lot_rm_0085_01,35
issue_2026_00384,1,rm_0061,wh_raw_south_z09,,33
issue_2026_00384,2,rm_0095,wh_raw_south_z09,lot_rm_0095_01,36
issue_2026_00385,1,rm_0215,wh_cold_z09,lot_rm_0215_01,34
issue_2026_00385,2,rm_0216,wh_cold_z10,lot_rm_0216_02,37
issue_2026_00386,1,rm_0216,wh_cold_z10,lot_rm_0216_02,35
issue_2026_00386,2,rm_0217,wh_cold_z01,lot_rm_0217_01,38
issue_2026_00387,1,rm_0121,wh_finished_south_z09,,36
issue_2026_00387,2,rm_0155,wh_finished_south_z09,lot_rm_0155_01,39
issue_2026_00388,1,rm_0131,wh_raw_south_z01,lot_rm_0131_01,37
issue_2026_00388,2,rm_0132,wh_raw_south_z02,lot_rm_0132_02,40
issue_2026_00389,1,rm_0132,wh_raw_south_z02,lot_rm_0132_02,38
issue_2026_00389,2,rm_0133,wh_raw_south_z03,lot_rm_0133_01,41
issue_2026_00390,1,rm_0253,wh_cold_z03,,39
issue_2026_00390,2,rm_0287,wh_cold_z03,lot_rm_0287_01,42
issue_2026_00391,1,rm_0191,wh_finished_south_z01,,40
issue_2026_00391,2,rm_0192,wh_finished_south_z02,,43
issue_2026_00392,1,rm_0192,wh_finished_south_z02,,41
issue_2026_00392,2,rm_0193,wh_finished_south_z03,lot_rm_0193_01,44
issue_2026_00393,1,rm_0169,wh_raw_south_z05,lot_rm_0169_01,42
issue_2026_00393,2,rm_0203,wh_raw_south_z05,lot_rm_0203_01,45
issue_2026_00394,1,rm_0019,wh_cold_z07,lot_rm_0019_01,43
issue_2026_00394,2,rm_0020,wh_cold_z08,lot_rm_0020_02,46
issue_2026_00395,1,rm_0020,wh_cold_z08,lot_rm_0020_02,44
issue_2026_00395,2,rm_0021,wh_cold_z09,lot_rm_0021_01,47
issue_2026_00396,1,rm_0229,wh_finished_south_z05,lot_rm_0229_01,45
issue_2026_00396,2,rm_0263,wh_finished_south_z05,lot_rm_0263_01,48
issue_2026_00397,1,rm_0239,wh_raw_south_z07,lot_rm_0239_01,46
issue_2026_00397,2,rm_0240,wh_raw_south_z08,lot_rm_0240_02,49
issue_2026_00398,1,rm_0240,wh_raw_south_z08,lot_rm_0240_02,47
issue_2026_00398,2,rm_0241,wh_raw_south_z09,,10
issue_2026_00399,1,rm_0057,wh_cold_z01,,48
issue_2026_00399,2,rm_0091,wh_cold_z01,lot_rm_0091_01,11
issue_2026_00400,1,rm_0299,wh_finished_south_z07,lot_rm_0299_01,49
issue_2026_00400,2,rm_0300,wh_finished_south_z08,lot_rm_0300_02,12
issue_2026_00401,1,rm_0300,wh_finished_south_z08,lot_rm_0300_02,10
issue_2026_00401,2,rm_0301,wh_finished_south_z09,lot_rm_0301_01,13
issue_2026_00402,1,rm_0301,wh_finished_south_z09,lot_rm_0301_01,11
issue_2026_00402,2,rm_0031,wh_finished_south_z01,lot_rm_0031_01,14
issue_2026_00403,1,rm_0031,wh_finished_south_z01,lot_rm_0031_01,12
issue_2026_00403,2,rm_0032,wh_finished_south_z02,lot_rm_0032_02,15
issue_2026_00404,1,rm_0312,wh_raw_south_z02,,13
issue_2026_00404,2,rm_0313,wh_raw_south_z03,,16
issue_2026_00405,1,rm_0129,wh_cold_z05,lot_rm_0129_01,14
issue_2026_00405,2,rm_0163,wh_cold_z05,lot_rm_0163_01,17
issue_2026_00406,1,rm_0163,wh_cold_z05,lot_rm_0163_01,15
issue_2026_00406,2,rm_0164,wh_cold_z06,lot_rm_0164_02,18
issue_2026_00407,1,rm_0068,wh_finished_south_z04,lot_rm_0068_02,16
issue_2026_00407,2,rm_0069,wh_finished_south_z05,lot_rm_0069_01,19
issue_2026_00408,1,rm_0009,wh_raw_south_z05,lot_rm_0009_01,17
issue_2026_00408,2,rm_0043,wh_raw_south_z05,lot_rm_0043_01,20
issue_2026_00409,1,rm_0043,wh_raw_south_z05,lot_rm_0043_01,18
issue_2026_00409,2,rm_0044,wh_raw_south_z06,lot_rm_0044_02,21
issue_2026_00410,1,rm_0200,wh_cold_z08,lot_rm_0200_02,19
issue_2026_00410,2,rm_0201,wh_cold_z09,lot_rm_0201_01,22
issue_2026_00411,1,rm_0105,wh_finished_south_z07,lot_rm_0105_01,20
issue_2026_00411,2,rm_0139,wh_finished_south_z07,lot_rm_0139_01,23
issue_2026_00412,1,rm_0139,wh_finished_south_z07,lot_rm_0139_01,21
issue_2026_00412,2,rm_0140,wh_finished_south_z08,lot_rm_0140_02,24
issue_2026_00413,1,rm_0080,wh_raw_south_z08,lot_rm_0080_02,22
issue_2026_00413,2,rm_0081,wh_raw_south_z09,lot_rm_0081_01,25
issue_2026_00414,1,rm_0237,wh_cold_z01,lot_rm_0237_01,23
issue_2026_00414,2,rm_0271,wh_cold_z01,lot_rm_0271_01,26
issue_2026_00415,1,rm_0271,wh_cold_z01,lot_rm_0271_01,24
issue_2026_00415,2,rm_0272,wh_cold_z02,lot_rm_0272_02,27
issue_2026_00416,1,rm_0176,wh_finished_south_z10,lot_rm_0176_02,25
issue_2026_00416,2,rm_0177,wh_finished_south_z01,,28
issue_2026_00417,1,rm_0117,wh_raw_south_z01,,26
issue_2026_00417,2,rm_0151,wh_raw_south_z01,lot_rm_0151_01,29
issue_2026_00418,1,rm_0151,wh_raw_south_z01,lot_rm_0151_01,27
issue_2026_00418,2,rm_0152,wh_raw_south_z02,lot_rm_0152_02,30
issue_2026_00419,1,rm_0308,wh_cold_z04,,28
issue_2026_00419,2,rm_0309,wh_cold_z05,,31
issue_2026_00420,1,rm_0213,wh_finished_south_z03,lot_rm_0213_01,29
issue_2026_00420,2,rm_0247,wh_finished_south_z03,,32
issue_2026_state_draft,1,rm_0007,wh_finished_south_z03,lot_rm_0007_01,1
issue_2026_state_pending,1,rm_0007,wh_finished_south_z03,lot_rm_0007_01,1
issue_2026_state_cancelled,1,rm_0007,wh_finished_south_z03,lot_rm_0007_01,1
