receipt_code,line_number,item_code,location_code,lot_code,quantity
receipt_2025_00228,2,rm_0163,wh_packaging_z09,lot_rm_0163_01,16500
receipt_2025_00228,3,rm_0164,wh_packaging_z10,lot_rm_0164_02,16601
receipt_2025_00229,1,rm_0165,wh_raw_south_z09,lot_rm_0165_01,16436
receipt_2025_00229,2,rm_0166,wh_raw_south_z10,lot_rm_0166_02,16537
receipt_2025_00229,3,rm_0167,wh_raw_south_z01,lot_rm_0167_01,16638
receipt_2025_00230,1,rm_0168,wh_raw_north_z10,lot_rm_0168_02,16473
receipt_2025_00230,2,rm_0169,wh_raw_north_z01,lot_rm_0169_01,16574
receipt_2025_00230,3,rm_0170,wh_raw_north_z02,lot_rm_0170_02,16675
receipt_2025_00231,1,rm_0171,wh_finished_south_z01,lot_rm_0171_01,16510
receipt_2025_00231,2,rm_0172,wh_finished_south_z02,lot_rm_0172_02,16611
receipt_2025_00231,3,rm_0173,wh_finished_south_z03,lot_rm_0173_01,16712
receipt_2025_00232,1,rm_0174,wh_finished_north_z02,lot_rm_0174_02,16547
receipt_2025_00232,2,rm_0175,wh_finished_north_z03,lot_rm_0175_01,16648
receipt_2025_00232,3,rm_0176,wh_finished_north_z04,lot_rm_0176_02,16749
receipt_2025_00233,1,rm_0177,wh_cold_z03,,16584
receipt_2025_00233,2,rm_0178,wh_cold_z04,,16685
receipt_2025_00233,3,rm_0179,wh_cold_z05,,16786
receipt_2025_00234,1,rm_0180,wh_packaging_z04,,16621
receipt_2025_00234,2,rm_0181,wh_packaging_z05,,16722
receipt_2025_00234,3,rm_0182,wh_packaging_z06,,16823
receipt_2025_00235,1,rm_0183,wh_raw_south_z05,,16658
receipt_2025_00235,2,rm_0184,wh_raw_south_z06,,16759
receipt_2025_00235,3,rm_0185,wh_raw_south_z07,,16860
receipt_2025_00236,1,rm_0186,wh_raw_north_z06,,16695
receipt_2025_00236,2,rm_0187,wh_raw_north_z07,,16796
receipt_2025_00236,3,rm_0188,wh_raw_north_z08,,16897
receipt_2025_00237,1,rm_0189,wh_finished_south_z07,,16732
receipt_2025_00237,2,rm_0190,wh_finished_south_z08,,16833
receipt_2025_00237,3,rm_0191,wh_finished_south_z09,,16934
receipt_2025_00238,1,rm_0192,wh_finished_north_z08,,16769
receipt_2025_00238,2,rm_0193,wh_finished_north_z09,lot_rm_0193_01,16870
receipt_2025_00238,3,rm_0194,wh_finished_north_z10,lot_rm_0194_02,16971
receipt_2025_00239,1,rm_0195,wh_cold_z09,lot_rm_0195_01,16806
receipt_2025_00239,2,rm_0196,wh_cold_z10,lot_rm_0196_02,16907
receipt_2025_00239,3,rm_0197,wh_cold_z01,lot_rm_0197_01,17008
receipt_2025_00240,1,rm_0198,wh_packaging_z10,lot_rm_0198_02,16843
receipt_2025_00240,2,rm_0199,wh_packaging_z01,lot_rm_0199_01,16944
receipt_2025_00240,3,rm_0200,wh_packaging_z02,lot_rm_0200_02,17045
receipt_2025_00241,1,rm_0201,wh_raw_south_z01,lot_rm_0201_01,16880
receipt_2025_00241,2,rm_0202,wh_raw_south_z02,lot_rm_0202_02,16981
receipt_2025_00241,3,rm_0203,wh_raw_south_z03,lot_rm_0203_01,17082
receipt_2025_00242,1,rm_0204,wh_raw_north_z02,lot_rm_0204_02,16917
receipt_2025_00242,2,rm_0205,wh_raw_north_z03,lot_rm_0205_01,17018
receipt_2025_00242,3,rm_0206,wh_raw_north_z04,lot_rm_0206_02,17119
receipt_2025_00243,1,rm_0207,wh_finished_south_z03,lot_rm_0207_01,16954
receipt_2025_00243,2,rm_0208,wh_finished_south_z04,lot_rm_0208_02,17055
receipt_2025_00243,3,rm_0209,wh_finished_south_z05,lot_rm_0209_01,17156
receipt_2025_00244,1,rm_0210,wh_finished_north_z04,lot_rm_0210_02,16991
receipt_2025_00244,2,rm_0211,wh_finished_north_z05,lot_rm_0211_01,17092
receipt_2025_00244,3,rm_0212,wh_finished_north_z06,lot_rm_0212_02,17193
receipt_2025_00245,1,rm_0213,wh_cold_z05,lot_rm_0213_01,17028
receipt_2025_00245,2,rm_0214,wh_cold_z06,lot_rm_0214_02,17129
receipt_2025_00245,3,rm_0215,wh_cold_z07,lot_rm_0215_01,17230
receipt_2025_00246,1,rm_0216,wh_packaging_z06,lot_rm_0216_02,17065
receipt_2025_00246,2,rm_0217,wh_packaging_z07,lot_rm_0217_01,17166
receipt_2025_00246,3,rm_0218,wh_packaging_z08,lot_rm_0218_02,17267
receipt_2025_00247,1,rm_0219,wh_raw_south_z07,lot_rm_0219_01,17102
receipt_2025_00247,2,rm_0220,wh_raw_south_z08,lot_rm_0220_02,17203
receipt_2025_00247,3,rm_0221,wh_raw_south_z09,lot_rm_0221_01,17304
receipt_2025_00248,1,rm_0222,wh_raw_north_z08,lot_rm_0222_02,17139
receipt_2025_00248,2,rm_0223,wh_raw_north_z09,lot_rm_0223_01,17240
receipt_2025_00248,3,rm_0224,wh_raw_north_z10,lot_rm_0224_02,17341
receipt_2025_00249,1,rm_0225,wh_finished_south_z09,lot_rm_0225_01,17176
receipt_2025_00249,2,rm_0226,wh_finished_south_z10,lot_rm_0226_02,17277
receipt_2025_00249,3,rm_0227,wh_finished_south_z01,lot_rm_0227_01,17378
receipt_2025_00250,1,rm_0228,wh_finished_north_z10,lot_rm_0228_02,17213
receipt_2025_00250,2,rm_0229,wh_finished_north_z01,lot_rm_0229_01,17314
receipt_2025_00250,3,rm_0230,wh_finished_north_z02,lot_rm_0230_02,17415
receipt_2025_00251,1,rm_0231,wh_cold_z01,lot_rm_0231_01,17250
receipt_2025_00251,2,rm_0232,wh_cold_z02,lot_rm_0232_02,17351
receipt_2025_00251,3,rm_0233,wh_cold_z03,lot_rm_0233_01,17452
receipt_2025_00252,1,rm_0234,wh_packaging_z02,lot_rm_0234_02,17287
receipt_2025_00252,2,rm_0235,wh_packaging_z03,lot_rm_0235_01,17388
receipt_2025_00252,3,rm_0236,wh_packaging_z04,lot_rm_0236_02,17489
receipt_2025_00253,1,rm_0237,wh_raw_south_z03,lot_rm_0237_01,17324
receipt_2025_00253,2,rm_0238,wh_raw_south_z04,lot_rm_0238_02,17425
receipt_2025_00253,3,rm_0239,wh_raw_south_z05,lot_rm_0239_01,17526
receipt_2025_00254,1,rm_0240,wh_raw_north_z04,lot_rm_0240_02,17361
receipt_2025_00254,2,rm_0241,wh_raw_north_z05,,17462
receipt_2025_00254,3,rm_0242,wh_raw_north_z06,,17563
receipt_2025_00255,1,rm_0243,wh_finished_south_z05,,17398
receipt_2025_00255,2,rm_0244,wh_finished_south_z06,,17499
receipt_2025_00255,3,rm_0245,wh_finished_south_z07,,17600
receipt_2025_00256,1,rm_0246,wh_finished_north_z06,,17435
receipt_2025_00256,2,rm_0247,wh_finished_north_z07,,17536
receipt_2025_00256,3,rm_0248,wh_finished_north_z08,,17637
receipt_2025_00257,1,rm_0249,wh_cold_z07,,17472
receipt_2025_00257,2,rm_0250,wh_cold_z08,,17573
receipt_2025_00257,3,rm_0251,wh_cold_z09,,17674
receipt_2025_00258,1,rm_0252,wh_packaging_z08,,17509
receipt_2025_00258,2,rm_0253,wh_packaging_z09,,17610
receipt_2025_00258,3,rm_0254,wh_packaging_z10,,17711
receipt_2025_00259,1,rm_0255,wh_raw_south_z09,,17546
receipt_2025_00259,2,rm_0256,wh_raw_south_z10,,17647
receipt_2025_00259,3,rm_0257,wh_raw_south_z01,lot_rm_0257_01,17748
receipt_2025_00260,1,rm_0258,wh_raw_north_z10,lot_rm_0258_02,17583
receipt_2025_00260,2,rm_0259,wh_raw_north_z01,lot_rm_0259_01,17684
receipt_2025_00260,3,rm_0260,wh_raw_north_z02,lot_rm_0260_02,17785
receipt_2025_00261,1,rm_0261,wh_finished_south_z01,lot_rm_0261_01,17620
receipt_2025_00261,2,rm_0262,wh_finished_south_z02,lot_rm_0262_02,17721
receipt_2025_00261,3,rm_0263,wh_finished_south_z03,lot_rm_0263_01,17822
receipt_2025_00262,1,rm_0264,wh_finished_north_z02,lot_rm_0264_02,17657
receipt_2025_00262,2,rm_0265,wh_finished_north_z03,lot_rm_0265_01,17758
receipt_2025_00262,3,rm_0266,wh_finished_north_z04,lot_rm_0266_02,17859
receipt_2025_00263,1,rm_0267,wh_cold_z03,lot_rm_0267_01,17694
receipt_2025_00263,2,rm_0268,wh_cold_z04,lot_rm_0268_02,17795
receipt_2025_00263,3,rm_0269,wh_cold_z05,lot_rm_0269_01,17896
receipt_2025_00264,1,rm_0270,wh_packaging_z04,lot_rm_0270_02,17731
receipt_2025_00264,2,rm_0271,wh_packaging_z05,lot_rm_0271_01,17832
receipt_2025_00264,3,rm_0272,wh_packaging_z06,lot_rm_0272_02,17933
receipt_2025_00265,1,rm_0273,wh_raw_south_z05,lot_rm_0273_01,17768
receipt_2025_00265,2,rm_0274,wh_raw_south_z06,lot_rm_0274_02,17869
receipt_2025_00265,3,rm_0275,wh_raw_south_z07,lot_rm_0275_01,17970
receipt_2025_00266,1,rm_0276,wh_raw_north_z06,lot_rm_0276_02,17805
receipt_2025_00266,2,rm_0277,wh_raw_north_z07,lot_rm_0277_01,17906
receipt_2025_00266,3,rm_0278,wh_raw_north_z08,lot_rm_0278_02,18007
receipt_2025_00267,1,rm_0279,wh_finished_south_z07,lot_rm_0279_01,17842
receipt_2025_00267,2,rm_0280,wh_finished_south_z08,lot_rm_0280_02,17943
receipt_2025_00267,3,rm_0281,wh_finished_south_z09,lot_rm_0281_01,18044
receipt_2025_00268,1,rm_0282,wh_finished_north_z08,lot_rm_0282_02,17879
receipt_2025_00268,2,rm_0283,wh_finished_north_z09,lot_rm_0283_01,17980
receipt_2025_00268,3,rm_0284,wh_finished_north_z10,lot_rm_0284_02,18081
receipt_2025_00269,1,rm_0285,wh_cold_z09,lot_rm_0285_01,17916
receipt_2025_00269,2,rm_0286,wh_cold_z10,lot_rm_0286_02,18017
receipt_2025_00269,3,rm_0287,wh_cold_z01,lot_rm_0287_01,18118
receipt_2025_00270,1,rm_0288,wh_packaging_z10,lot_rm_0288_02,17953
receipt_2025_00270,2,rm_0289,wh_packaging_z01,lot_rm_0289_01,18054
receipt_2025_00270,3,rm_0290,wh_packaging_z02,lot_rm_0290_02,18155
receipt_2025_00271,1,rm_0291,wh_raw_south_z01,lot_rm_0291_01,17990
receipt_2025_00271,2,rm_0292,wh_raw_south_z02,lot_rm_0292_02,18091
receipt_2025_00271,3,rm_0293,wh_raw_south_z03,lot_rm_0293_01,18192
receipt_2025_00272,1,rm_0294,wh_raw_north_z02,lot_rm_0294_02,18027
receipt_2025_00272,2,rm_0295,wh_raw_north_z03,lot_rm_0295_01,18128
receipt_2025_00272,3,rm_0296,wh_raw_north_z04,lot_rm_0296_02,18229
receipt_2025_00273,1,rm_0297,wh_finished_south_z03,lot_rm_0297_01,18064
receipt_2025_00273,2,rm_0298,wh_finished_south_z04,lot_rm_0298_02,18165
receipt_2025_00273,3,rm_0299,wh_finished_south_z05,lot_rm_0299_01,18266
receipt_2025_00274,1,rm_0300,wh_finished_north_z04,lot_rm_0300_02,18101
receipt_2025_00274,2,rm_0301,wh_finished_north_z05,lot_rm_0301_01,18202
receipt_2025_00274,3,rm_0302,wh_finished_north_z06,lot_rm_0302_02,18303
receipt_2025_00275,1,rm_0303,wh_cold_z05,lot_rm_0303_01,18138
receipt_2025_00275,2,rm_0304,wh_cold_z06,lot_rm_0304_02,18239
receipt_2025_00275,3,rm_0305,wh_cold_z07,,18340
receipt_2025_00276,1,rm_0306,wh_packaging_z06,,18175
receipt_2025_00276,2,rm_0307,wh_packaging_z07,,18276
receipt_2025_00276,3,rm_0308,wh_packaging_z08,,18377
receipt_2025_00277,1,rm_0309,wh_raw_south_z07,,18212
receipt_2025_00277,2,rm_0310,wh_raw_south_z08,,18313
receipt_2025_00277,3,rm_0311,wh_raw_south_z09,,18414
receipt_2025_00278,1,rm_0312,wh_raw_north_z08,,18249
receipt_2025_00278,2,rm_0313,wh_raw_north_z09,,18350
receipt_2025_00278,3,rm_0314,wh_raw_north_z10,,18451
receipt_2025_00279,1,rm_0315,wh_finished_south_z09,,18286
receipt_2025_00279,2,rm_0316,wh_finished_south_z10,,18387
receipt_2025_00279,3,rm_0317,wh_finished_south_z01,,18488
receipt_2025_00280,1,rm_0318,wh_finished_north_z10,,18323
receipt_2025_00280,2,rm_0319,wh_finished_north_z01,,18424
receipt_2025_00280,3,rm_0320,wh_finished_north_z02,,18525
receipt_2025_00281,1,fg_0001,wh_cold_z01,lot_fg_0001_01,18360
receipt_2025_00281,2,fg_0002,wh_cold_z02,lot_fg_0002_02,18461
receipt_2025_00281,3,fg_0003,wh_cold_z03,lot_fg_0003_01,18562
receipt_2025_00282,1,fg_0004,wh_packaging_z02,lot_fg_0004_02,18397
receipt_2025_00282,2,fg_0005,wh_packaging_z03,lot_fg_0005_01,18498
receipt_2025_00282,3,fg_0006,wh_packaging_z04,lot_fg_0006_02,18599
receipt_2025_00283,1,fg_0007,wh_raw_south_z03,lot_fg_0007_01,18434
receipt_2025_00283,2,fg_0008,wh_raw_south_z04,lot_fg_0008_02,18535
receipt_2025_00283,3,fg_0009,wh_raw_south_z05,lot_fg_0009_01,18636
receipt_2025_00284,1,fg_0010,wh_raw_north_z04,lot_fg_0010_02,18471
receipt_2025_00284,2,fg_0011,wh_raw_north_z05,lot_fg_0011_01,18572
receipt_2025_00284,3,fg_0012,wh_raw_north_z06,lot_fg_0012_02,18673
receipt_2025_00285,1,fg_0013,wh_finished_south_z05,lot_fg_0013_01,18508
receipt_2025_00285,2,fg_0014,wh_finished_south_z06,lot_fg_0014_02,18609
receipt_2025_00285,3,fg_0015,wh_finished_south_z07,lot_fg_0015_01,18710
receipt_2025_00286,1,fg_0016,wh_finished_north_z06,lot_fg_0016_02,18545
receipt_2025_00286,2,fg_0017,wh_finished_north_z07,lot_fg_0017_01,18646
receipt_2025_00286,3,fg_0018,wh_finished_north_z08,lot_fg_0018_02,18747
receipt_2025_00287,1,fg_0019,wh_cold_z07,lot_fg_0019_01,18582
receipt_2025_00287,2,fg_0020,wh_cold_z08,lot_fg_0020_02,18683
receipt_2025_00287,3,fg_0021,wh_cold_z09,lot_fg_0021_01,18784
receipt_2025_00288,1,fg_0022,wh_packaging_z08,lot_fg_0022_02,18619
receipt_2025_00288,2,fg_0023,wh_packaging_z09,lot_fg_0023_01,18720
receipt_2025_00288,3,fg_0024,wh_packaging_z10,lot_fg_0024_02,18821
receipt_2025_00289,1,fg_0025,wh_raw_south_z09,lot_fg_0025_01,18656
receipt_2025_00289,2,fg_0026,wh_raw_south_z10,lot_fg_0026_02,18757
receipt_2025_00289,3,fg_0027,wh_raw_south_z01,lot_fg_0027_01,18858
receipt_2025_00290,1,fg_0028,wh_raw_north_z10,lot_fg_0028_02,18693
receipt_2025_00290,2,fg_0029,wh_raw_north_z01,lot_fg_0029_01,18794
receipt_2025_00290,3,fg_0030,wh_raw_north_z02,lot_fg_0030_02,18895
receipt_2025_00291,1,fg_0031,wh_finished_south_z01,lot_fg_0031_01,18730
receipt_2025_00291,2,fg_0032,wh_finished_south_z02,lot_fg_0032_02,18831
receipt_2025_00291,3,fg_0033,wh_finished_south_z03,lot_fg_0033_01,18932
receipt_2025_00292,1,fg_0034,wh_finished_north_z02,lot_fg_0034_02,18767
receipt_2025_00292,2,fg_0035,wh_finished_north_z03,lot_fg_0035_01,18868
receipt_2025_00292,3,fg_0036,wh_finished_north_z04,lot_fg_0036_02,18969
receipt_2025_00293,1,fg_0037,wh_cold_z03,lot_fg_0037_01,18804
receipt_2025_00293,2,fg_0038,wh_cold_z04,lot_fg_0038_02,18905
receipt_2025_00293,3,fg_0039,wh_cold_z05,lot_fg_0039_01,19006
receipt_2025_00294,1,fg_0040,wh_packaging_z04,lot_fg_0040_02,18841
receipt_2025_00294,2,fg_0041,wh_packaging_z05,lot_fg_0041_01,18942
receipt_2025_00294,3,fg_0042,wh_packaging_z06,lot_fg_0042_02,19043
receipt_2025_00295,1,fg_0043,wh_raw_south_z05,lot_fg_0043_01,18878
receipt_2025_00295,2,fg_0044,wh_raw_south_z06,lot_fg_0044_02,18979
receipt_2025_00295,3,fg_0045,wh_raw_south_z07,lot_fg_0045_01,19080
receipt_2025_00296,1,fg_0046,wh_raw_north_z06,lot_fg_0046_02,18915
receipt_2025_00296,2,fg_0047,wh_raw_north_z07,lot_fg_0047_01,19016
receipt_2025_00296,3,fg_0048,wh_raw_north_z08,lot_fg_0048_02,19117
receipt_2025_00297,1,fg_0049,wh_finished_south_z07,lot_fg_0049_01,18952
receipt_2025_00297,2,fg_0050,wh_finished_south_z08,lot_fg_0050_02,19053
receipt_2025_00297,3,fg_0051,wh_finished_south_z09,lot_fg_0051_01,19154
receipt_2025_00298,1,fg_0052,wh_finished_north_z08,lot_fg_0052_02,18989
receipt_2025_00298,2,fg_0053,wh_finished_north_z09,lot_fg_0053_01,19090
receipt_2025_00298,3,fg_0054,wh_finished_north_z10,lot_fg_0054_02,19191
receipt_2025_00299,1,fg_0055,wh_cold_z09,lot_fg_0055_01,19026
receipt_2025_00299,2,fg_0056,wh_cold_z10,lot_fg_0056_02,19127
receipt_2025_00299,3,fg_0057,wh_cold_z01,lot_fg_0057_01,19228
receipt_2025_00300,1,fg_0058,wh_packaging_z10,lot_fg_0058_02,19063
receipt_2025_00300,2,fg_0059,wh_packaging_z01,lot_fg_0059_01,19164
receipt_2025_00300,3,fg_0060,wh_packaging_z02,lot_fg_0060_02,19265
receipt_2025_00301,1,fg_0061,wh_raw_south_z01,lot_fg_0061_01,19100
receipt_2025_00301,2,fg_0062,wh_raw_south_z02,lot_fg_0062_02,19201
receipt_2025_00301,3,fg_0063,wh_raw_south_z03,lot_fg_0063_01,19302
receipt_2025_00302,1,fg_0064,wh_raw_north_z02,lot_fg_0064_02,19137
receipt_2025_00302,2,fg_0065,wh_raw_north_z03,lot_fg_0065_01,19238
receipt_2025_00302,3,fg_0066,wh_raw_north_z04,lot_fg_0066_02,19339
receipt_2025_00303,1,fg_0067,wh_finished_south_z03,lot_fg_0067_01,19174
receipt_2025_00303,2,fg_0068,wh_finished_south_z04,lot_fg_0068_02,19275
receipt_2025_00303,3,fg_0069,wh_finished_south_z05,lot_fg_0069_01,19376
receipt_2025_00304,1,fg_0070,wh_finished_north_z04,lot_fg_0070_02,19211
receipt_2025_00304,2,fg_0071,wh_finished_north_z05,lot_fg_0071_01,19312
receipt_2025_00304,3,fg_0072,wh_finished_north_z06,lot_fg_0072_02,19413
receipt_2025_00305,1,fg_0073,wh_cold_z05,lot_fg_0073_01,19248
receipt_2025_00305,2,fg_0074,wh_cold_z06,lot_fg_0074_02,19349
receipt_2025_00305,3,fg_0075,wh_cold_z07,lot_fg_0075_01,19450
receipt_2025_00306,1,fg_0076,wh_packaging_z06,lot_fg_0076_02,19285
receipt_2025_00306,2,fg_0077,wh_packaging_z07,lot_fg_0077_01,19386
receipt_2025_00306,3,fg_0078,wh_packaging_z08,lot_fg_0078_02,19487
receipt_2025_00307,1,fg_0079,wh_raw_south_z07,lot_fg_0079_01,19322
receipt_2025_00307,2,fg_0080,wh_raw_south_z08,lot_fg_0080_02,19423
receipt_2025_00307,3,fg_0081,wh_raw_south_z09,lot_fg_0081_01,19524
receipt_2025_00308,1,fg_0082,wh_raw_north_z08,lot_fg_0082_02,19359
receipt_2025_00308,2,fg_0083,wh_raw_north_z09,lot_fg_0083_01,19460
receipt_2025_00308,3,fg_0084,wh_raw_north_z10,lot_fg_0084_02,19561
receipt_2025_00309,1,fg_0085,wh_finished_south_z09,lot_fg_0085_01,19396
receipt_2025_00309,2,fg_0086,wh_finished_south_z10,lot_fg_0086_02,19497
receipt_2025_00309,3,fg_0087,wh_finished_south_z01,lot_fg_0087_01,19598
receipt_2025_00310,1,fg_0088,wh_finished_north_z10,lot_fg_0088_02,19433
receipt_2025_00310,2,fg_0089,wh_finished_north_z01,lot_fg_0089_01,19534
receipt_2025_00310,3,fg_0090,wh_finished_north_z02,lot_fg_0090_02,19635
receipt_2025_00311,1,fg_0091,wh_cold_z01,lot_fg_0091_01,19470
receipt_2025_00311,2,fg_0092,wh_cold_z02,lot_fg_0092_02,19571
receipt_2025_00311,3,fg_0093,wh_cold_z03,lot_fg_0093_01,19672
receipt_2025_00312,1,fg_0094,wh_packaging_z02,lot_fg_0094_02,19507
receipt_2025_00312,2,fg_0095,wh_packaging_z03,lot_fg_0095_01,19608
receipt_2025_00312,3,fg_0096,wh_packaging_z04,lot_fg_0096_02,19709
receipt_2025_00313,1,fg_0097,wh_raw_south_z03,lot_fg_0097_01,19544
receipt_2025_00313,2,fg_0098,wh_raw_south_z04,lot_fg_0098_02,19645
receipt_2025_00313,3,fg_0099,wh_raw_south_z05,lot_fg_0099_01,19746
receipt_2025_00314,1,fg_0100,wh_raw_north_z04,lot_fg_0100_02,19581
receipt_2025_00314,2,fg_0101,wh_raw_north_z05,lot_fg_0101_01,19682
receipt_2025_00314,3,fg_0102,wh_raw_north_z06,lot_fg_0102_02,19783
receipt_2025_00315,1,fg_0103,wh_finished_south_z05,lot_fg_0103_01,19618
receipt_2025_00315,2,fg_0104,wh_finished_south_z06,lot_fg_0104_02,19719
receipt_2025_00315,3,fg_0105,wh_finished_south_z07,lot_fg_0105_01,19820
receipt_2025_00316,1,fg_0106,wh_finished_north_z06,lot_fg_0106_02,19655
receipt_2025_00316,2,fg_0107,wh_finished_north_z07,lot_fg_0107_01,19756
receipt_2025_00316,3,fg_0108,wh_finished_north_z08,lot_fg_0108_02,19857
receipt_2025_00317,1,fg_0109,wh_cold_z07,lot_fg_0109_01,19692
receipt_2025_00317,2,fg_0110,wh_cold_z08,lot_fg_0110_02,19793
receipt_2025_00317,3,fg_0111,wh_cold_z09,lot_fg_0111_01,19894
receipt_2025_00318,1,fg_0112,wh_packaging_z08,lot_fg_0112_02,19729
receipt_2025_00318,2,fg_0113,wh_packaging_z09,lot_fg_0113_01,19830
receipt_2025_00318,3,fg_0114,wh_packaging_z10,lot_fg_0114_02,19931
receipt_2025_00319,1,fg_0115,wh_raw_south_z09,lot_fg_0115_01,19766
receipt_2025_00319,2,fg_0116,wh_raw_south_z10,lot_fg_0116_02,19867
receipt_2025_00319,3,fg_0117,wh_raw_south_z01,lot_fg_0117_01,19968
receipt_2025_00320,1,fg_0118,wh_raw_north_z10,lot_fg_0118_02,19803
receipt_2025_00320,2,fg_0119,wh_raw_north_z01,lot_fg_0119_01,19904
receipt_2025_00320,3,fg_0120,wh_raw_north_z02,lot_fg_0120_02,8005
receipt_2025_00321,1,fg_0121,wh_finished_south_z01,lot_fg_0121_01,19840
receipt_2025_00321,2,fg_0122,wh_finished_south_z02,lot_fg_0122_02,19941
receipt_2025_00321,3,fg_0123,wh_finished_south_z03,lot_fg_0123_01,8042
receipt_2025_00322,1,fg_0124,wh_finished_north_z02,lot_fg_0124_02,19877
receipt_2025_00322,2,fg_0125,wh_finished_north_z03,lot_fg_0125_01,19978
receipt_2025_00322,3,fg_0126,wh_finished_north_z04,lot_fg_0126_02,8079
receipt_2025_00323,1,fg_0127,wh_cold_z03,lot_fg_0127_01,19914
receipt_2025_00323,2,fg_0128,wh_cold_z04,lot_fg_0128_02,8015
receipt_2025_00323,3,fg_0129,wh_cold_z05,lot_fg_0129_01,8116
receipt_2025_00324,1,fg_0130,wh_packaging_z04,lot_fg_0130_02,19951
receipt_2025_00324,2,fg_0131,wh_packaging_z05,lot_fg_0131_01,8052
receipt_2025_00324,3,fg_0132,wh_packaging_z06,lot_fg_0132_02,8153
receipt_2025_00325,1,fg_0133,wh_raw_south_z05,lot_fg_0133_01,19988
receipt_2025_00325,2,fg_0134,wh_raw_south_z06,lot_fg_0134_02,8089
receipt_2025_00325,3,fg_0135,wh_raw_south_z07,lot_fg_0135_01,8190
receipt_2025_00326,1,fg_0136,wh_raw_north_z06,lot_fg_0136_02,8025
receipt_2025_00326,2,fg_0137,wh_raw_north_z07,lot_fg_0137_01,8126
receipt_2025_00326,3,fg_0138,wh_raw_north_z08,lot_fg_0138_02,8227
receipt_2025_00327,1,fg_0139,wh_finished_south_z07,lot_fg_0139_01,8062
receipt_2025_00327,2,fg_0140,wh_finished_south_z08,lot_fg_0140_02,8163
receipt_2025_00327,3,fg_0141,wh_finished_south_z09,lot_fg_0141_01,8264
receipt_2025_00328,1,fg_0142,wh_finished_north_z08,lot_fg_0142_02,8099
receipt_2025_00328,2,fg_0143,wh_finished_north_z09,lot_fg_0143_01,8200
receipt_2025_00328,3,fg_0144,wh_finished_north_z10,lot_fg_0144_02,8301
receipt_2025_00329,1,fg_0145,wh_cold_z09,lot_fg_0145_01,8136
receipt_2025_00329,2,fg_0146,wh_cold_z10,lot_fg_0146_02,8237
receipt_2025_00329,3,fg_0147,wh_cold_z01,lot_fg_0147_01,8338
receipt_2025_00330,1,fg_0148,wh_packaging_z10,lot_fg_0148_02,8173
receipt_2025_00330,2,fg_0149,wh_packaging_z01,lot_fg_0149_01,8274
receipt_2025_00330,3,fg_0150,wh_packaging_z02,lot_fg_0150_02,8375
receipt_2025_00331,1,fg_0151,wh_raw_south_z01,lot_fg_0151_01,8210
receipt_2025_00331,2,fg_0152,wh_raw_south_z02,lot_fg_0152_02,8311
receipt_2025_00331,3,fg_0153,wh_raw_south_z03,lot_fg_0153_01,8412
receipt_2025_00332,1,fg_0154,wh_raw_north_z02,lot_fg_0154_02,8247
receipt_2025_00332,2,fg_0155,wh_raw_north_z03,lot_fg_0155_01,8348
receipt_2025_00332,3,fg_0156,wh_raw_north_z04,lot_fg_0156_02,8449
receipt_2025_00333,1,fg_0157,wh_finished_south_z03,lot_fg_0157_01,8284
receipt_2025_00333,2,fg_0158,wh_finished_south_z04,lot_fg_0158_02,8385
receipt_2025_00333,3,fg_0159,wh_finished_south_z05,lot_fg_0159_01,8486
receipt_2025_00334,1,fg_0160,wh_finished_north_z04,lot_fg_0160_02,8321
receipt_2025_00334,2,fg_0161,wh_finished_north_z05,lot_fg_0161_01,8422
receipt_2025_00334,3,fg_0162,wh_finished_north_z06,lot_fg_0162_02,8523
receipt_2025_00335,1,fg_0163,wh_cold_z05,lot_fg_0163_01,8358
receipt_2025_00335,2,fg_0164,wh_cold_z06,lot_fg_0164_02,8459
receipt_2025_00335,3,fg_0165,wh_cold_z07,lot_fg_0165_01,8560
receipt_2025_00336,1,fg_0166,wh_packaging_z06,lot_fg_0166_02,8395
receipt_2025_00336,2,fg_0167,wh_packaging_z07,lot_fg_0167_01,8496
receipt_2025_00336,3,fg_0168,wh_packaging_z08,lot_fg_0168_02,8597
receipt_2025_00337,1,fg_0169,wh_raw_south_z07,lot_fg_0169_01,8432
receipt_2025_00337,2,fg_0170,wh_raw_south_z08,lot_fg_0170_02,8533
receipt_2025_00337,3,fg_0171,wh_raw_south_z09,lot_fg_0171_01,8634
receipt_2025_00338,1,fg_0172,wh_raw_north_z08,lot_fg_0172_02,8469
receipt_2025_00338,2,fg_0173,wh_raw_north_z09,lot_fg_0173_01,8570
receipt_2025_00338,3,fg_0174,wh_raw_north_z10,lot_fg_0174_02,8671
receipt_2025_00339,1,fg_0175,wh_finished_south_z09,lot_fg_0175_01,8506
receipt_2025_00339,2,fg_0176,wh_finished_south_z10,lot_fg_0176_02,8607
receipt_2025_00339,3,fg_0177,wh_finished_south_z01,lot_fg_0177_01,8708
receipt_2025_00340,1,fg_0178,wh_finished_north_z10,lot_fg_0178_02,8543
receipt_2025_00340,2,fg_0179,wh_finished_north_z01,lot_fg_0179_01,8644
receipt_2025_00340,3,fg_0180,wh_finished_north_z02,lot_fg_0180_02,8745
receipt_2025_00341,1,fg_0181,wh_cold_z01,lot_fg_0181_01,8580
receipt_2025_00341,2,fg_0182,wh_cold_z02,lot_fg_0182_02,8681
