source_document_type,source_document_code,source_document_line_number,movement_leg,movement_type,item_code,location_code,lot_code,quantity_delta,idempotency_key
receipt,receipt_2025_00603,1,single,receipt,rm_0247,wh_finished_south_z03,,18274,receipt_post_00603_1
receipt,receipt_2025_00603,2,single,receipt,rm_0248,wh_finished_south_z04,,18375,receipt_post_00603_2
receipt,receipt_2025_00603,3,single,receipt,rm_0249,wh_finished_south_z05,,18476,receipt_post_00603_3
receipt,receipt_2025_00607,1,single,receipt,rm_0259,wh_raw_south_z07,lot_rm_0259_01,18422,receipt_post_00607_1
receipt,receipt_2025_00607,2,single,receipt,rm_0260,wh_raw_south_z08,lot_rm_0260_02,18523,receipt_post_00607_2
receipt,receipt_2025_00607,3,single,receipt,rm_0261,wh_raw_south_z09,lot_rm_0261_01,18624,receipt_post_00607_3
receipt,receipt_2025_00611,1,single,receipt,rm_0271,wh_cold_z01,lot_rm_0271_01,18570,receipt_post_00611_1
receipt,receipt_2025_00611,2,single,receipt,rm_0272,wh_cold_z02,lot_rm_0272_02,18671,receipt_post_00611_2
receipt,receipt_2025_00611,3,single,receipt,rm_0273,wh_cold_z03,lot_rm_0273_01,18772,receipt_post_00611_3
receipt,receipt_2025_00615,1,single,receipt,rm_0283,wh_finished_south_z05,lot_rm_0283_01,18718,receipt_post_00615_1
receipt,receipt_2025_00615,2,single,receipt,rm_0284,wh_finished_south_z06,lot_rm_0284_02,18819,receipt_post_00615_2
receipt,receipt_2025_00615,3,single,receipt,rm_0285,wh_finished_south_z07,lot_rm_0285_01,18920,receipt_post_00615_3
receipt,receipt_2025_00619,1,single,receipt,rm_0295,wh_raw_south_z09,lot_rm_0295_01,18866,receipt_post_00619_1
receipt,receipt_2025_00619,2,single,receipt,rm_0296,wh_raw_south_z10,lot_rm_0296_02,18967,receipt_post_00619_2
receipt,receipt_2025_00619,3,single,receipt,rm_0297,wh_raw_south_z01,lot_rm_0297_01,19068,receipt_post_00619_3
receipt,receipt_2025_00623,1,single,receipt,rm_0307,wh_cold_z03,,19014,receipt_post_00623_1
receipt,receipt_2025_00623,2,single,receipt,rm_0308,wh_cold_z04,,19115,receipt_post_00623_2
receipt,receipt_2025_00623,3,single,receipt,rm_0309,wh_cold_z05,,19216,receipt_post_00623_3
receipt,receipt_2025_00627,1,single,receipt,rm_0319,wh_finished_south_z07,,19162,receipt_post_00627_1
receipt,receipt_2025_00627,2,single,receipt,rm_0320,wh_finished_south_z08,,19263,receipt_post_00627_2
receipt,receipt_2025_00627,3,single,receipt,fg_0001,wh_finished_south_z09,lot_fg_0001_01,19364,receipt_post_00627_3
receipt,receipt_2025_00631,1,single,receipt,fg_0011,wh_raw_south_z01,lot_fg_0011_01,19310,receipt_post_00631_1
receipt,receipt_2025_00631,2,single,receipt,fg_0012,wh_raw_south_z02,lot_fg_0012_02,19411,receipt_post_00631_2
receipt,receipt_2025_00631,3,single,receipt,fg_0013,wh_raw_south_z03,lot_fg_0013_01,19512,receipt_post_00631_3
receipt,receipt_2025_00635,1,single,receipt,fg_0023,wh_cold_z05,lot_fg_0023_01,19458,receipt_post_00635_1
receipt,receipt_2025_00635,2,single,receipt,fg_0024,wh_cold_z06,lot_fg_0024_02,19559,receipt_post_00635_2
receipt,receipt_2025_00635,3,single,receipt,fg_0025,wh_cold_z07,lot_fg_0025_01,19660,receipt_post_00635_3
receipt,receipt_2025_00639,1,single,receipt,fg_0035,wh_finished_south_z09,lot_fg_0035_01,19606,receipt_post_00639_1
receipt,receipt_2025_00639,2,single,receipt,fg_0036,wh_finished_south_z10,lot_fg_0036_02,19707,receipt_post_00639_2
receipt,receipt_2025_00639,3,single,receipt,fg_0037,wh_finished_south_z01,lot_fg_0037_01,19808,receipt_post_00639_3
receipt,receipt_2025_00643,1,single,receipt,fg_0047,wh_raw_south_z03,lot_fg_0047_01,19754,receipt_post_00643_1
receipt,receipt_2025_00643,2,single,receipt,fg_0048,wh_raw_south_z04,lot_fg_0048_02,19855,receipt_post_00643_2
receipt,receipt_2025_00643,3,single,receipt,fg_0049,wh_raw_south_z05,lot_fg_0049_01,19956,receipt_post_00643_3
receipt,receipt_2025_00647,1,single,receipt,fg_0059,wh_cold_z07,lot_fg_0059_01,19902,receipt_post_00647_1
receipt,receipt_2025_00647,2,single,receipt,fg_0060,wh_cold_z08,lot_fg_0060_02,8003,receipt_post_00647_2
receipt,receipt_2025_00647,3,single,receipt,fg_0061,wh_cold_z09,lot_fg_0061_01,8104,receipt_post_00647_3
issue,issue_2026_00003,1,single,issue,rm_0021,wh_raw_south_z09,lot_rm_0021_01,-12,issue_post_00003_1
issue,issue_2026_00003,2,single,issue,rm_0055,wh_raw_south_z09,,-15,issue_post_00003_2
issue,issue_2026_00007,1,single,issue,rm_0091,wh_raw_south_z01,lot_rm_0091_01,-16,issue_post_00007_1
issue,issue_2026_00007,2,single,issue,rm_0092,wh_raw_south_z02,lot_rm_0092_02,-19,issue_post_00007_2
issue,issue_2026_00011,1,single,issue,rm_0116,wh_finished_south_z10,,-20,issue_post_00011_1
issue,issue_2026_00011,2,single,issue,rm_0117,wh_finished_south_z01,,-23,issue_post_00011_2
issue,issue_2026_00015,1,single,issue,rm_0153,wh_finished_south_z03,lot_rm_0153_01,-24,issue_post_00015_1
issue,issue_2026_00015,2,single,issue,rm_0187,wh_finished_south_z03,,-27,issue_post_00015_2
issue,issue_2026_00019,1,single,issue,rm_0223,wh_finished_south_z05,lot_rm_0223_01,-28,issue_post_00019_1
issue,issue_2026_00019,2,single,issue,rm_0224,wh_finished_south_z06,lot_rm_0224_02,-31,issue_post_00019_2
issue,issue_2026_00023,1,single,issue,rm_0284,wh_cold_z06,lot_rm_0284_02,-32,issue_post_00023_1
issue,issue_2026_00023,2,single,issue,rm_0285,wh_cold_z07,lot_rm_0285_01,-35,issue_post_00023_2
issue,issue_2026_00027,1,single,issue,rm_0015,wh_cold_z09,lot_rm_0015_01,-36,issue_post_00027_1
issue,issue_2026_00027,2,single,issue,rm_0016,wh_cold_z10,lot_rm_0016_02,-39,issue_post_00027_2
issue,issue_2026_00031,1,single,issue,rm_0052,wh_cold_z02,,-40,issue_post_00031_1
issue,issue_2026_00031,2,single,issue,rm_0053,wh_cold_z03,,-43,issue_post_00031_2
issue,issue_2026_00035,1,single,issue,rm_0076,wh_raw_south_z10,lot_rm_0076_02,-44,issue_post_00035_1
issue,issue_2026_00035,2,single,issue,rm_0077,wh_raw_south_z01,lot_rm_0077_01,-47,issue_post_00035_2
issue,issue_2026_00039,1,single,issue,rm_0113,wh_raw_south_z03,,-48,issue_post_00039_1
issue,issue_2026_00039,2,single,issue,rm_0147,wh_raw_south_z03,lot_rm_0147_01,-11,issue_post_00039_2
issue,issue_2026_00043,1,single,issue,rm_0196,wh_cold_z10,lot_rm_0196_02,-12,issue_post_00043_1
issue,issue_2026_00043,2,single,issue,rm_0197,wh_cold_z01,lot_rm_0197_01,-15,issue_post_00043_2
issue,issue_2026_00047,1,single,issue,rm_0233,wh_cold_z03,lot_rm_0233_01,-16,issue_post_00047_1
issue,issue_2026_00047,2,single,issue,rm_0267,wh_cold_z03,lot_rm_0267_01,-19,issue_post_00047_2
issue,issue_2026_00051,1,single,issue,rm_0257,wh_raw_south_z01,lot_rm_0257_01,-20,issue_post_00051_1
issue,issue_2026_00051,2,single,issue,rm_0291,wh_raw_south_z01,lot_rm_0291_01,-23,issue_post_00051_2
issue,issue_2026_00055,1,single,issue,rm_0023,wh_raw_south_z05,lot_rm_0023_01,-24,issue_post_00055_1
issue,issue_2026_00055,2,single,issue,rm_0024,wh_raw_south_z06,lot_rm_0024_02,-27,issue_post_00055_2
issue,issue_2026_00059,1,single,issue,rm_0060,wh_raw_south_z08,,-28,issue_post_00059_1
issue,issue_2026_00059,2,single,issue,rm_0061,wh_raw_south_z09,,-31,issue_post_00059_2
issue,issue_2026_00063,1,single,issue,rm_0085,wh_finished_south_z07,lot_rm_0085_01,-32,issue_post_00063_1
issue,issue_2026_00063,2,single,issue,rm_0119,wh_finished_south_z07,,-35,issue_post_00063_2
issue,issue_2026_00067,1,single,issue,rm_0155,wh_finished_south_z09,lot_rm_0155_01,-36,issue_post_00067_1
issue,issue_2026_00067,2,single,issue,rm_0156,wh_finished_south_z10,lot_rm_0156_02,-39,issue_post_00067_2
issue,issue_2026_00071,1,single,issue,rm_0192,wh_finished_south_z02,,-40,issue_post_00071_1
issue,issue_2026_00071,2,single,issue,rm_0193,wh_finished_south_z03,lot_rm_0193_01,-43,issue_post_00071_2
issue,issue_2026_00075,1,single,issue,rm_0253,wh_cold_z03,,-44,issue_post_00075_1
issue,issue_2026_00075,2,single,issue,rm_0287,wh_cold_z03,lot_rm_0287_01,-47,issue_post_00075_2
issue,issue_2026_00079,1,single,issue,rm_0019,wh_cold_z07,lot_rm_0019_01,-48,issue_post_00079_1
issue,issue_2026_00079,2,single,issue,rm_0020,wh_cold_z08,lot_rm_0020_02,-11,issue_post_00079_2
issue,issue_2026_00083,1,single,issue,rm_0032,wh_finished_south_z02,lot_rm_0032_02,-12,issue_post_00083_1
issue,issue_2026_00083,2,single,issue,rm_0033,wh_finished_south_z03,lot_rm_0033_01,-15,issue_post_00083_2
issue,issue_2026_00087,1,single,issue,rm_0069,wh_finished_south_z05,lot_rm_0069_01,-16,issue_post_00087_1
issue,issue_2026_00087,2,single,issue,rm_0103,wh_finished_south_z05,lot_rm_0103_01,-19,issue_post_00087_2
issue,issue_2026_00091,1,single,issue,rm_0139,wh_finished_south_z07,lot_rm_0139_01,-20,issue_post_00091_1
issue,issue_2026_00091,2,single,issue,rm_0140,wh_finished_south_z08,lot_rm_0140_02,-23,issue_post_00091_2
issue,issue_2026_00095,1,single,issue,rm_0200,wh_cold_z08,lot_rm_0200_02,-24,issue_post_00095_1
issue,issue_2026_00095,2,single,issue,rm_0201,wh_cold_z09,lot_rm_0201_01,-27,issue_post_00095_2
issue,issue_2026_00099,1,single,issue,rm_0237,wh_cold_z01,lot_rm_0237_01,-28,issue_post_00099_1
issue,issue_2026_00099,2,single,issue,rm_0271,wh_cold_z01,lot_rm_0271_01,-31,issue_post_00099_2
issue,issue_2026_00103,1,single,issue,rm_0307,wh_cold_z03,,-32,issue_post_00103_1
issue,issue_2026_00103,2,single,issue,rm_0308,wh_cold_z04,,-35,issue_post_00103_2
issue,issue_2026_00107,1,single,issue,rm_0296,wh_raw_south_z10,lot_rm_0296_02,-36,issue_post_00107_1
issue,issue_2026_00107,2,single,issue,rm_0297,wh_raw_south_z01,lot_rm_0297_01,-39,issue_post_00107_2
issue,issue_2026_00111,1,single,issue,rm_0021,wh_raw_south_z09,lot_rm_0021_01,-40,issue_post_00111_1
issue,issue_2026_00111,2,single,issue,rm_0055,wh_raw_south_z09,,-43,issue_post_00111_2
issue,issue_2026_00115,1,single,issue,rm_0091,wh_raw_south_z01,lot_rm_0091_01,-44,issue_post_00115_1
issue,issue_2026_00115,2,single,issue,rm_0092,wh_raw_south_z02,lot_rm_0092_02,-47,issue_post_00115_2
issue,issue_2026_00119,1,single,issue,rm_0117,wh_finished_south_z01,,-48,issue_post_00119_1
issue,issue_2026_00119,2,single,issue,rm_0151,wh_finished_south_z01,lot_rm_0151_01,-11,issue_post_00119_2
issue,issue_2026_00123,1,single,issue,rm_0213,wh_cold_z03,lot_rm_0213_01,-12,issue_post_00123_1
issue,issue_2026_00123,2,single,issue,rm_0247,wh_cold_z03,,-15,issue_post_00123_2
issue,issue_2026_00127,1,single,issue,rm_0283,wh_cold_z05,lot_rm_0283_01,-16,issue_post_00127_1
issue,issue_2026_00127,2,single,issue,rm_0284,wh_cold_z06,lot_rm_0284_02,-19,issue_post_00127_2
issue,issue_2026_00131,1,single,issue,rm_0272,wh_raw_south_z02,lot_rm_0272_02,-20,issue_post_00131_1
issue,issue_2026_00131,2,single,issue,rm_0273,wh_raw_south_z03,lot_rm_0273_01,-23,issue_post_00131_2
issue,issue_2026_00135,1,single,issue,rm_0309,wh_raw_south_z05,,-24,issue_post_00135_1
issue,issue_2026_00135,2,single,issue,rm_0003,wh_raw_south_z05,lot_rm_0003_01,-27,issue_post_00135_2
issue,issue_2026_00139,1,single,issue,rm_0039,wh_raw_south_z07,lot_rm_0039_01,-28,issue_post_00139_1
issue,issue_2026_00139,2,single,issue,rm_0040,wh_raw_south_z08,lot_rm_0040_02,-31,issue_post_00139_2
issue,issue_2026_00143,1,single,issue,rm_0101,wh_finished_south_z09,lot_rm_0101_01,-32,issue_post_00143_1
issue,issue_2026_00143,2,single,issue,rm_0135,wh_finished_south_z09,lot_rm_0135_01,-35,issue_post_00143_2
issue,issue_2026_00147,1,single,issue,rm_0171,wh_finished_south_z01,lot_rm_0171_01,-36,issue_post_00147_1
issue,issue_2026_00147,2,single,issue,rm_0172,wh_finished_south_z02,lot_rm_0172_02,-39,issue_post_00147_2
issue,issue_2026_00151,1,single,issue,rm_0208,wh_finished_south_z04,lot_rm_0208_02,-40,issue_post_00151_1
issue,issue_2026_00151,2,single,issue,rm_0209,wh_finished_south_z05,lot_rm_0209_01,-43,issue_post_00151_2
issue,issue_2026_00155,1,single,issue,rm_0269,wh_cold_z05,lot_rm_0269_01,-44,issue_post_00155_1
issue,issue_2026_00155,2,single,issue,rm_0303,wh_cold_z05,lot_rm_0303_01,-47,issue_post_00155_2
issue,issue_2026_00159,1,single,issue,rm_0001,wh_cold_z09,lot_rm_0001_01,-48,issue_post_00159_1
issue,issue_2026_00159,2,single,issue,rm_0035,wh_cold_z09,lot_rm_0035_01,-11,issue_post_00159_2
issue,issue_2026_00163,1,single,issue,rm_0023,wh_raw_south_z05,lot_rm_0023_01,-12,issue_post_00163_1
issue,issue_2026_00163,2,single,issue,rm_0024,wh_raw_south_z06,lot_rm_0024_02,-15,issue_post_00163_2
issue,issue_2026_00167,1,single,issue,rm_0060,wh_raw_south_z08,,-16,issue_post_00167_1
issue,issue_2026_00167,2,single,issue,rm_0061,wh_raw_south_z09,,-19,issue_post_00167_2
issue,issue_2026_00171,1,single,issue,rm_0119,wh_finished_south_z07,,-20,issue_post_00171_1
issue,issue_2026_00171,2,single,issue,rm_0120,wh_finished_south_z08,,-23,issue_post_00171_2
issue,issue_2026_00175,1,single,issue,rm_0156,wh_finished_south_z10,lot_rm_0156_02,-24,issue_post_00175_1
issue,issue_2026_00175,2,single,issue,rm_0157,wh_finished_south_z01,lot_rm_0157_01,-27,issue_post_00175_2
issue,issue_2026_00179,1,single,issue,rm_0193,wh_finished_south_z03,lot_rm_0193_01,-28,issue_post_00179_1
issue,issue_2026_00179,2,single,issue,rm_0227,wh_finished_south_z03,lot_rm_0227_01,-31,issue_post_00179_2
issue,issue_2026_00183,1,single,issue,rm_0289,wh_cold_z05,lot_rm_0289_01,-32,issue_post_00183_1
issue,issue_2026_00183,2,single,issue,rm_0019,wh_cold_z07,lot_rm_0019_01,-35,issue_post_00183_2
issue,issue_2026_00187,1,single,issue,rm_0055,wh_cold_z09,,-36,issue_post_00187_1
issue,issue_2026_00187,2,single,issue,rm_0056,wh_cold_z10,,-39,issue_post_00187_2
issue,issue_2026_00191,1,single,issue,rm_0092,wh_cold_z02,lot_rm_0092_02,-40,issue_post_00191_1
issue,issue_2026_00191,2,single,issue,rm_0093,wh_cold_z03,lot_rm_0093_01,-43,issue_post_00191_2
issue,issue_2026_00195,1,single,issue,rm_0045,wh_raw_south_z07,lot_rm_0045_01,-44,issue_post_00195_1
issue,issue_2026_00195,2,single,issue,rm_0079,wh_raw_south_z07,lot_rm_0079_01,-47,issue_post_00195_2
issue,issue_2026_00199,1,single,issue,rm_0115,wh_raw_south_z09,,-48,issue_post_00199_1
issue,issue_2026_00199,2,single,issue,rm_0116,wh_raw_south_z10,,-11,issue_post_00199_2
issue,issue_2026_00203,1,single,issue,rm_0236,wh_cold_z10,lot_rm_0236_02,-12,issue_post_00203_1
issue,issue_2026_00203,2,single,issue,rm_0237,wh_cold_z01,lot_rm_0237_01,-15,issue_post_00203_2
issue,issue_2026_00207,1,single,issue,rm_0273,wh_cold_z03,lot_rm_0273_01,-16,issue_post_00207_1
issue,issue_2026_00207,2,single,issue,rm_0307,wh_cold_z03,,-19,issue_post_00207_2
issue,issue_2026_00211,1,single,issue,rm_0259,wh_raw_south_z07,lot_rm_0259_01,-20,issue_post_00211_1
issue,issue_2026_00211,2,single,issue,rm_0260,wh_raw_south_z08,lot_rm_0260_02,-23,issue_post_00211_2
issue,issue_2026_00215,1,single,issue,rm_0296,wh_raw_south_z10,lot_rm_0296_02,-24,issue_post_00215_1
issue,issue_2026_00215,2,single,issue,rm_0297,wh_raw_south_z01,lot_rm_0297_01,-27,issue_post_00215_2
issue,issue_2026_00219,1,single,issue,rm_0021,wh_raw_south_z09,lot_rm_0021_01,-28,issue_post_00219_1
issue,issue_2026_00219,2,single,issue,rm_0055,wh_raw_south_z09,,-31,issue_post_00219_2
issue,issue_2026_00223,1,single,issue,rm_0081,wh_finished_south_z09,lot_rm_0081_01,-32,issue_post_00223_1
issue,issue_2026_00223,2,single,issue,rm_0115,wh_finished_south_z09,,-35,issue_post_00223_2
issue,issue_2026_00227,1,single,issue,rm_0151,wh_finished_south_z01,lot_rm_0151_01,-36,issue_post_00227_1
issue,issue_2026_00227,2,single,issue,rm_0152,wh_finished_south_z02,lot_rm_0152_02,-39,issue_post_00227_2
issue,issue_2026_00231,1,single,issue,rm_0188,wh_finished_south_z04,,-40,issue_post_00231_1
issue,issue_2026_00231,2,single,issue,rm_0189,wh_finished_south_z05,,-43,issue_post_00231_2
issue,issue_2026_00235,1,single,issue,rm_0319,wh_cold_z07,,-44,issue_post_00235_1
issue,issue_2026_00235,2,single,issue,rm_0320,wh_cold_z08,,-47,issue_post_00235_2
issue,issue_2026_00239,1,single,issue,rm_0017,wh_cold_z01,lot_rm_0017_01,-48,issue_post_00239_1
issue,issue_2026_00239,2,single,issue,rm_0051,wh_cold_z01,,-11,issue_post_00239_2
issue,issue_2026_00243,1,single,issue,rm_0028,wh_finished_south_z04,lot_rm_0028_02,-12,issue_post_00243_1
issue,issue_2026_00243,2,single,issue,rm_0029,wh_finished_south_z05,lot_rm_0029_01,-15,issue_post_00243_2
issue,issue_2026_00247,1,single,issue,rm_0065,wh_finished_south_z07,lot_rm_0065_01,-16,issue_post_00247_1
issue,issue_2026_00247,2,single,issue,rm_0099,wh_finished_south_z07,lot_rm_0099_01,-19,issue_post_00247_2
issue,issue_2026_00251,1,single,issue,rm_0135,wh_finished_south_z09,lot_rm_0135_01,-20,issue_post_00251_1
issue,issue_2026_00251,2,single,issue,rm_0136,wh_finished_south_z10,lot_rm_0136_02,-23,issue_post_00251_2
issue,issue_2026_00255,1,single,issue,rm_0231,wh_cold_z01,lot_rm_0231_01,-24,issue_post_00255_1
issue,issue_2026_00255,2,single,issue,rm_0232,wh_cold_z02,lot_rm_0232_02,-27,issue_post_00255_2
issue,issue_2026_00259,1,single,issue,rm_0268,wh_cold_z04,lot_rm_0268_02,-28,issue_post_00259_1
issue,issue_2026_00259,2,single,issue,rm_0269,wh_cold_z05,lot_rm_0269_01,-31,issue_post_00259_2
issue,issue_2026_00263,1,single,issue,rm_0305,wh_cold_z07,,-32,issue_post_00263_1
issue,issue_2026_00263,2,single,issue,rm_0001,wh_cold_z09,lot_rm_0001_01,-35,issue_post_00263_2
issue,issue_2026_00267,1,single,issue,rm_0257,wh_raw_south_z01,lot_rm_0257_01,-36,issue_post_00267_1
issue,issue_2026_00267,2,single,issue,rm_0291,wh_raw_south_z01,lot_rm_0291_01,-39,issue_post_00267_2
issue,issue_2026_00271,1,single,issue,rm_0023,wh_raw_south_z05,lot_rm_0023_01,-40,issue_post_00271_1
issue,issue_2026_00271,2,single,issue,rm_0024,wh_raw_south_z06,lot_rm_0024_02,-43,issue_post_00271_2
issue,issue_2026_00275,1,single,issue,rm_0060,wh_raw_south_z08,,-44,issue_post_00275_1
issue,issue_2026_00275,2,single,issue,rm_0061,wh_raw_south_z09,,-47,issue_post_00275_2
issue,issue_2026_00279,1,single,issue,rm_0120,wh_finished_south_z08,,-48,issue_post_00279_1
issue,issue_2026_00279,2,single,issue,rm_0121,wh_finished_south_z09,,-11,issue_post_00279_2
issue,issue_2026_00283,1,single,issue,rm_0251,wh_cold_z01,,-12,issue_post_00283_1
issue,issue_2026_00283,2,single,issue,rm_0252,wh_cold_z02,,-15,issue_post_00283_2
issue,issue_2026_00287,1,single,issue,rm_0288,wh_cold_z04,lot_rm_0288_02,-16,issue_post_00287_1
issue,issue_2026_00287,2,single,issue,rm_0289,wh_cold_z05,lot_rm_0289_01,-19,issue_post_00287_2
issue,issue_2026_00291,1,single,issue,rm_0241,wh_raw_south_z09,,-20,issue_post_00291_1
issue,issue_2026_00291,2,single,issue,rm_0275,wh_raw_south_z09,lot_rm_0275_01,-23,issue_post_00291_2
issue,issue_2026_00295,1,single,issue,rm_0311,wh_raw_south_z01,,-24,issue_post_00295_1
issue,issue_2026_00295,2,single,issue,rm_0312,wh_raw_south_z02,,-27,issue_post_00295_2
issue,issue_2026_00299,1,single,issue,rm_0008,wh_raw_south_z04,lot_rm_0008_02,-28,issue_post_00299_1
issue,issue_2026_00299,2,single,issue,rm_0009,wh_raw_south_z05,lot_rm_0009_01,-31,issue_post_00299_2
issue,issue_2026_00303,1,single,issue,rm_0104,wh_finished_south_z06,lot_rm_0104_02,-32,issue_post_00303_1
issue,issue_2026_00303,2,single,issue,rm_0105,wh_finished_south_z07,lot_rm_0105_01,-35,issue_post_00303_2
issue,issue_2026_00307,1,single,issue,rm_0141,wh_finished_south_z09,lot_rm_0141_01,-36,issue_post_00307_1
issue,issue_2026_00307,2,single,issue,rm_0175,wh_finished_south_z09,lot_rm_0175_01,-39,issue_post_00307_2
issue,issue_2026_00311,1,single,issue,rm_0211,wh_finished_south_z01,lot_rm_0211_01,-40,issue_post_00311_1
issue,issue_2026_00311,2,single,issue,rm_0212,wh_finished_south_z02,lot_rm_0212_02,-43,issue_post_00311_2
issue,issue_2026_00315,1,single,issue,rm_0309,wh_cold_z05,,-44,issue_post_00315_1
issue,issue_2026_00315,2,single,issue,rm_0031,wh_cold_z01,lot_rm_0031_01,-47,issue_post_00315_2
issue,issue_2026_00319,1,single,issue,rm_0067,wh_cold_z03,lot_rm_0067_01,-48,issue_post_00319_1
issue,issue_2026_00319,2,single,issue,rm_0068,wh_cold_z04,lot_rm_0068_02,-11,issue_post_00319_2
issue,issue_2026_00323,1,single,issue,rm_0296,wh_raw_south_z10,lot_rm_0296_02,-12,issue_post_00323_1
issue,issue_2026_00323,2,single,issue,rm_0297,wh_raw_south_z01,lot_rm_0297_01,-15,issue_post_00323_2
issue,issue_2026_00327,1,single,issue,rm_0021,wh_raw_south_z09,lot_rm_0021_01,-16,issue_post_00327_1
issue,issue_2026_00327,2,single,issue,rm_0055,wh_raw_south_z09,,-19,issue_post_00327_2
issue,issue_2026_00331,1,single,issue,rm_0115,wh_finished_south_z09,,-20,issue_post_00331_1
issue,issue_2026_00331,2,single,issue,rm_0116,wh_finished_south_z10,,-23,issue_post_00331_2
issue,issue_2026_00335,1,single,issue,rm_0152,wh_finished_south_z02,lot_rm_0152_02,-24,issue_post_00335_1
issue,issue_2026_00335,2,single,issue,rm_0153,wh_finished_south_z03,lot_rm_0153_01,-27,issue_post_00335_2
issue,issue_2026_00339,1,single,issue,rm_0189,wh_finished_south_z05,,-28,issue_post_00339_1
issue,issue_2026_00339,2,single,issue,rm_0223,wh_finished_south_z05,lot_rm_0223_01,-31,issue_post_00339_2
issue,issue_2026_00343,1,single,issue,rm_0016,wh_cold_z10,lot_rm_0016_02,-32,issue_post_00343_1
issue,issue_2026_00343,2,single,issue,rm_0017,wh_cold_z01,lot_rm_0017_01,-35,issue_post_00343_2
issue,issue_2026_00347,1,single,issue,rm_0053,wh_cold_z03,,-36,issue_post_00347_1
issue,issue_2026_00347,2,single,issue,rm_0087,wh_cold_z03,lot_rm_0087_01,-39,issue_post_00347_2
issue,issue_2026_00351,1,single,issue,rm_0123,wh_cold_z05,,-40,issue_post_00351_1
issue,issue_2026_00351,2,single,issue,rm_0124,wh_cold_z06,,-43,issue_post_00351_2
issue,issue_2026_00355,1,single,issue,rm_0039,wh_raw_south_z07,lot_rm_0039_01,-44,issue_post_00355_1
issue,issue_2026_00355,2,single,issue,rm_0040,wh_raw_south_z08,lot_rm_0040_02,-47,issue_post_00355_2
issue,issue_2026_00359,1,single,issue,rm_0076,wh_raw_south_z10,lot_rm_0076_02,-48,issue_post_00359_1
issue,issue_2026_00359,2,single,issue,rm_0077,wh_raw_south_z01,lot_rm_0077_01,-11,issue_post_00359_2
issue,issue_2026_00363,1,single,issue,rm_0267,wh_cold_z03,lot_rm_0267_01,-12,issue_post_00363_1
issue,issue_2026_00363,2,single,issue,rm_0268,wh_cold_z04,lot_rm_0268_02,-15,issue_post_00363_2
issue,issue_2026_00367,1,single,issue,rm_0304,wh_cold_z06,lot_rm_0304_02,-16,issue_post_00367_1
issue,issue_2026_00367,2,single,issue,rm_0305,wh_cold_z07,,-19,issue_post_00367_2
issue,issue_2026_00371,1,single,issue,rm_0220,wh_raw_south_z08,lot_rm_0220_02,-20,issue_post_00371_1
issue,issue_2026_00371,2,single,issue,rm_0221,wh_raw_south_z09,lot_rm_0221_01,-23,issue_post_00371_2
issue,issue_2026_00375,1,single,issue,rm_0257,wh_raw_south_z01,lot_rm_0257_01,-24,issue_post_00375_1
issue,issue_2026_00375,2,single,issue,rm_0291,wh_raw_south_z01,lot_rm_0291_01,-27,issue_post_00375_2
issue,issue_2026_00379,1,single,issue,rm_0023,wh_raw_south_z05,lot_rm_0023_01,-28,issue_post_00379_1
issue,issue_2026_00379,2,single,issue,rm_0024,wh_raw_south_z06,lot_rm_0024_02,-31,issue_post_00379_2
issue,issue_2026_00383,1,single,issue,rm_0084,wh_finished_south_z06,lot_rm_0084_02,-32,issue_post_00383_1
issue,issue_2026_00383,2,single,issue,rm_0085,wh_finished_south_z07,lot_rm_0085_01,-35,issue_post_00383_2
issue,issue_2026_00387,1,single,issue,rm_0121,wh_finished_south_z09,,-36,issue_post_00387_1
issue,issue_2026_00387,2,single,issue,rm_0155,wh_finished_south_z09,lot_rm_0155_01,-39,issue_post_00387_2
issue,issue_2026_00391,1,single,issue,rm_0191,wh_finished_south_z01,,-40,issue_post_00391_1
issue,issue_2026_00391,2,single,issue,rm_0192,wh_finished_south_z02,,-43,issue_post_00391_2
issue,issue_2026_00395,1,single,issue,rm_0020,wh_cold_z08,lot_rm_0020_02,-44,issue_post_00395_1
issue,issue_2026_00395,2,single,issue,rm_0021,wh_cold_z09,lot_rm_0021_01,-47,issue_post_00395_2
issue,issue_2026_00399,1,single,issue,rm_0057,wh_cold_z01,,-48,issue_post_00399_1
issue,issue_2026_00399,2,single,issue,rm_0091,wh_cold_z01,lot_rm_0091_01,-11,issue_post_00399_2
issue,issue_2026_00403,1,single,issue,rm_0031,wh_finished_south_z01,lot_rm_0031_01,-12,issue_post_00403_1
issue,issue_2026_00403,2,single,issue,rm_0032,wh_finished_south_z02,lot_rm_0032_02,-15,issue_post_00403_2
issue,issue_2026_00407,1,single,issue,rm_0068,wh_finished_south_z04,lot_rm_0068_02,-16,issue_post_00407_1
issue,issue_2026_00407,2,single,issue,rm_0069,wh_finished_south_z05,lot_rm_0069_01,-19,issue_post_00407_2
issue,issue_2026_00411,1,single,issue,rm_0105,wh_finished_south_z07,lot_rm_0105_01,-20,issue_post_00411_1
issue,issue_2026_00411,2,single,issue,rm_0139,wh_finished_south_z07,lot_rm_0139_01,-23,issue_post_00411_2
issue,issue_2026_00415,1,single,issue,rm_0271,wh_cold_z01,lot_rm_0271_01,-24,issue_post_00415_1
