issue_code,warehouse_code,source_module,source_document_code,reason_code,status,idempotency_key,posted_at,notes
issue_2026_00332,wh_raw_south,production,production_order_2026_00332,production_consumption,cancelled,issue_2026_00332,2026-05-08T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00333,wh_cold,production,production_order_2026_00333,production_consumption,draft,issue_2026_00333,2026-03-21T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00334,wh_cold,production,production_order_2026_00334,production_consumption,pending,issue_2026_00334,2026-01-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00335,wh_finished_south,production,production_order_2026_00335,production_consumption,posted,issue_2026_00335,2026-08-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00336,wh_raw_south,production,production_order_2026_00336,production_consumption,cancelled,issue_2026_00336,2026-06-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00337,wh_raw_south,production,production_order_2026_00337,production_consumption,draft,issue_2026_00337,2026-04-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00338,wh_cold,production,production_order_2026_00338,production_consumption,pending,issue_2026_00338,2026-02-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00339,wh_finished_south,production,production_order_2026_00339,production_consumption,posted,issue_2026_00339,2026-09-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00340,wh_finished_south,production,production_order_2026_00340,production_consumption,cancelled,issue_2026_00340,2026-07-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00341,wh_raw_south,production,production_order_2026_00341,production_consumption,draft,issue_2026_00341,2026-05-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00342,wh_cold,production,production_order_2026_00342,production_consumption,pending,issue_2026_00342,2026-03-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00343,wh_cold,production,production_order_2026_00343,production_consumption,posted,issue_2026_00343,2026-01-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00344,wh_finished_south,production,production_order_2026_00344,production_consumption,cancelled,issue_2026_00344,2026-08-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00345,wh_raw_south,production,production_order_2026_00345,production_consumption,draft,issue_2026_00345,2026-06-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00346,wh_raw_south,production,production_order_2026_00346,production_consumption,pending,issue_2026_00346,2026-04-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00347,wh_cold,production,production_order_2026_00347,production_consumption,posted,issue_2026_00347,2026-02-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00348,wh_finished_south,production,production_order_2026_00348,production_consumption,cancelled,issue_2026_00348,2026-09-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00349,wh_finished_south,production,production_order_2026_00349,production_consumption,draft,issue_2026_00349,2026-07-13T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00350,wh_raw_south,production,production_order_2026_00350,production_consumption,pending,issue_2026_00350,2026-05-02T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00351,wh_cold,production,production_order_2026_00351,production_consumption,posted,issue_2026_00351,2026-03-15T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00352,wh_cold,production,production_order_2026_00352,production_consumption,cancelled,issue_2026_00352,2026-01-04T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00353,wh_finished_south,production,production_order_2026_00353,production_consumption,draft,issue_2026_00353,2026-08-17T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00354,wh_raw_south,production,production_order_2026_00354,production_consumption,pending,issue_2026_00354,2026-06-06T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00355,wh_raw_south,production,production_order_2026_00355,production_consumption,posted,issue_2026_00355,2026-04-19T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00356,wh_cold,production,production_order_2026_00356,production_consumption,cancelled,issue_2026_00356,2026-02-08T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00357,wh_finished_south,production,production_order_2026_00357,production_consumption,draft,issue_2026_00357,2026-09-21T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00358,wh_finished_south,production,production_order_2026_00358,production_consumption,pending,issue_2026_00358,2026-07-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00359,wh_raw_south,production,production_order_2026_00359,production_consumption,posted,issue_2026_00359,2026-05-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00360,wh_cold,production,production_order_2026_00360,production_consumption,cancelled,issue_2026_00360,2026-03-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00361,wh_raw_south,production,production_order_2026_00361,production_consumption,draft,issue_2026_00361,2026-01-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00362,wh_raw_south,production,production_order_2026_00362,production_consumption,pending,issue_2026_00362,2026-08-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00363,wh_cold,production,production_order_2026_00363,production_consumption,posted,issue_2026_00363,2026-06-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00364,wh_finished_south,production,production_order_2026_00364,production_consumption,cancelled,issue_2026_00364,2026-04-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00365,wh_finished_south,production,production_order_2026_00365,production_consumption,draft,issue_2026_00365,2026-02-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00366,wh_raw_south,production,production_order_2026_00366,production_consumption,pending,issue_2026_00366,2026-09-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00367,wh_cold,production,production_order_2026_00367,production_consumption,posted,issue_2026_00367,2026-07-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00368,wh_cold,production,production_order_2026_00368,production_consumption,cancelled,issue_2026_00368,2026-05-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00369,wh_finished_south,production,production_order_2026_00369,production_consumption,draft,issue_2026_00369,2026-03-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00370,wh_raw_south,production,production_order_2026_00370,production_consumption,pending,issue_2026_00370,2026-01-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00371,wh_raw_south,production,production_order_2026_00371,production_consumption,posted,issue_2026_00371,2026-08-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00372,wh_cold,production,production_order_2026_00372,production_consumption,cancelled,issue_2026_00372,2026-06-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00373,wh_finished_south,production,production_order_2026_00373,production_consumption,draft,issue_2026_00373,2026-04-13T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00374,wh_finished_south,production,production_order_2026_00374,production_consumption,pending,issue_2026_00374,2026-02-02T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00375,wh_raw_south,production,production_order_2026_00375,production_consumption,posted,issue_2026_00375,2026-09-15T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00376,wh_cold,production,production_order_2026_00376,production_consumption,cancelled,issue_2026_00376,2026-07-04T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00377,wh_cold,production,production_order_2026_00377,production_consumption,draft,issue_2026_00377,2026-05-17T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00378,wh_finished_south,production,production_order_2026_00378,production_consumption,pending,issue_2026_00378,2026-03-06T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00379,wh_raw_south,production,production_order_2026_00379,production_consumption,posted,issue_2026_00379,2026-01-19T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00380,wh_raw_south,production,production_order_2026_00380,production_consumption,cancelled,issue_2026_00380,2026-08-08T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00381,wh_cold,production,production_order_2026_00381,production_consumption,draft,issue_2026_00381,2026-06-21T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00382,wh_finished_south,production,production_order_2026_00382,production_consumption,pending,issue_2026_00382,2026-04-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00383,wh_finished_south,production,production_order_2026_00383,production_consumption,posted,issue_2026_00383,2026-02-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00384,wh_raw_south,production,production_order_2026_00384,production_consumption,cancelled,issue_2026_00384,2026-09-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00385,wh_cold,production,production_order_2026_00385,production_consumption,draft,issue_2026_00385,2026-07-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00386,wh_cold,production,production_order_2026_00386,production_consumption,pending,issue_2026_00386,2026-05-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00387,wh_finished_south,production,production_order_2026_00387,production_consumption,posted,issue_2026_00387,2026-03-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00388,wh_raw_south,production,production_order_2026_00388,production_consumption,cancelled,issue_2026_00388,2026-01-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00389,wh_raw_south,production,production_order_2026_00389,production_consumption,draft,issue_2026_00389,2026-08-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00390,wh_cold,production,production_order_2026_00390,production_consumption,pending,issue_2026_00390,2026-06-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00391,wh_finished_south,production,production_order_2026_00391,production_consumption,posted,issue_2026_00391,2026-04-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00392,wh_finished_south,production,production_order_2026_00392,production_consumption,cancelled,issue_2026_00392,2026-02-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00393,wh_raw_south,production,production_order_2026_00393,production_consumption,draft,issue_2026_00393,2026-09-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00394,wh_cold,production,production_order_2026_00394,production_consumption,pending,issue_2026_00394,2026-07-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00395,wh_cold,production,production_order_2026_00395,production_consumption,posted,issue_2026_00395,2026-05-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00396,wh_finished_south,production,production_order_2026_00396,production_consumption,cancelled,issue_2026_00396,2026-03-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00397,wh_raw_south,production,production_order_2026_00397,production_consumption,draft,issue_2026_00397,2026-01-13T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00398,wh_raw_south,production,production_order_2026_00398,production_consumption,pending,issue_2026_00398,2026-08-02T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00399,wh_cold,production,production_order_2026_00399,production_consumption,posted,issue_2026_00399,2026-06-15T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00400,wh_finished_south,production,production_order_2026_00400,production_consumption,cancelled,issue_2026_00400,2026-04-04T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00401,wh_finished_south,production,production_order_2026_00401,production_consumption,draft,issue_2026_00401,2026-02-17T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00402,wh_finished_south,production,production_order_2026_00402,production_consumption,pending,issue_2026_00402,2026-09-06T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00403,wh_finished_south,production,production_order_2026_00403,production_consumption,posted,issue_2026_00403,2026-07-19T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00404,wh_raw_south,production,production_order_2026_00404,production_consumption,cancelled,issue_2026_00404,2026-05-08T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00405,wh_cold,production,production_order_2026_00405,production_consumption,draft,issue_2026_00405,2026-03-21T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00406,wh_cold,production,production_order_2026_00406,production_consumption,pending,issue_2026_00406,2026-01-10T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00407,wh_finished_south,production,production_order_2026_00407,production_consumption,posted,issue_2026_00407,2026-08-23T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00408,wh_raw_south,production,production_order_2026_00408,production_consumption,cancelled,issue_2026_00408,2026-06-12T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00409,wh_raw_south,production,production_order_2026_00409,production_consumption,draft,issue_2026_00409,2026-04-01T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00410,wh_cold,production,production_order_2026_00410,production_consumption,pending,issue_2026_00410,2026-02-14T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00411,wh_finished_south,production,production_order_2026_00411,production_consumption,posted,issue_2026_00411,2026-09-03T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00412,wh_finished_south,production,production_order_2026_00412,production_consumption,cancelled,issue_2026_00412,2026-07-16T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00413,wh_raw_south,production,production_order_2026_00413,production_consumption,draft,issue_2026_00413,2026-05-05T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00414,wh_cold,production,production_order_2026_00414,production_consumption,pending,issue_2026_00414,2026-03-18T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00415,wh_cold,production,production_order_2026_00415,production_consumption,posted,issue_2026_00415,2026-01-07T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00416,wh_finished_south,production,production_order_2026_00416,production_consumption,cancelled,issue_2026_00416,2026-08-20T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00417,wh_raw_south,production,production_order_2026_00417,production_consumption,draft,issue_2026_00417,2026-06-09T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00418,wh_raw_south,production,production_order_2026_00418,production_consumption,pending,issue_2026_00418,2026-04-22T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00419,wh_cold,production,production_order_2026_00419,production_consumption,posted,issue_2026_00419,2026-02-11T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_00420,wh_finished_south,production,production_order_2026_00420,production_consumption,cancelled,issue_2026_00420,2026-09-24T07:00:00+07:00,Xuất nguyên liệu cho sản xuất.
issue_2026_state_draft,wh_finished_south,,,inventory_review,draft,issue_state_draft,,Phiếu xuất ở trạng thái draft.
issue_2026_state_pending,wh_finished_south,,,inventory_review,pending,issue_state_pending,,Phiếu xuất ở trạng thái pending.
issue_2026_state_cancelled,wh_finished_south,,,inventory_review,cancelled,issue_state_cancelled,,Phiếu xuất ở trạng thái cancelled.
