item_code,lot_code,manufactured_on,expires_on,status
fg_0183,lot_fg_0183_02,2026-08-12,2027-08-12,active
fg_0184,lot_fg_0184_01,2026-10-18,2027-10-18,active
fg_0184,lot_fg_0184_02,2025-11-19,2026-11-19,active
fg_0185,lot_fg_0185_01,2025-01-01,2026-01-01,active
fg_0185,lot_fg_0185_02,2026-02-02,2027-02-02,active
fg_0186,lot_fg_0186_01,2026-04-08,2027-04-08,active
fg_0186,lot_fg_0186_02,2025-05-09,2026-05-09,active
fg_0187,lot_fg_0187_01,2025-07-15,2026-07-15,active
fg_0187,lot_fg_0187_02,2026-08-16,2027-08-16,active
fg_0188,lot_fg_0188_01,2026-10-22,2027-10-22,active
fg_0188,lot_fg_0188_02,2025-11-23,2026-11-23,active
fg_0189,lot_fg_0189_01,2025-01-05,2026-01-05,active
fg_0189,lot_fg_0189_02,2026-02-06,2027-02-06,active
fg_0190,lot_fg_0190_01,2026-04-12,2027-04-12,active
fg_0190,lot_fg_0190_02,2025-05-13,2026-05-13,active
fg_0191,lot_fg_0191_01,2025-07-19,2026-07-19,active
fg_0191,lot_fg_0191_02,2026-08-20,2027-08-20,active
fg_0192,lot_fg_0192_01,2026-10-02,2027-10-02,active
fg_0192,lot_fg_0192_02,2025-11-03,2026-11-03,active
fg_0193,lot_fg_0193_01,2025-01-09,2026-01-09,active
fg_0193,lot_fg_0193_02,2026-02-10,2027-02-10,active
fg_0194,lot_fg_0194_01,2026-04-16,2027-04-16,active
fg_0194,lot_fg_0194_02,2025-05-17,2026-05-17,active
fg_0195,lot_fg_0195_01,2025-07-23,2026-07-23,active
fg_0195,lot_fg_0195_02,2026-08-24,2027-08-24,active
fg_0196,lot_fg_0196_01,2026-10-06,2027-10-06,active
fg_0196,lot_fg_0196_02,2025-11-07,2026-11-07,active
fg_0197,lot_fg_0197_01,2025-01-13,2026-01-13,active
fg_0197,lot_fg_0197_02,2026-02-14,2027-02-14,active
fg_0198,lot_fg_0198_01,2026-04-20,2027-04-20,active
fg_0198,lot_fg_0198_02,2025-05-21,2026-05-21,active
fg_0199,lot_fg_0199_01,2025-07-03,2026-07-03,active
fg_0199,lot_fg_0199_02,2026-08-04,2027-08-04,active
fg_0200,lot_fg_0200_01,2026-10-10,2027-10-10,active
fg_0200,lot_fg_0200_02,2025-11-11,2026-11-11,active
fg_0001,production_lot_2026_00001,2026-01-02,2026-08-30,active
fg_0002,production_lot_2026_00002,2026-01-03,2026-08-31,active
fg_0003,production_lot_2026_00003,2026-02-07,2026-10-05,active
fg_0004,production_lot_2026_00004,2026-02-08,2026-10-06,active
fg_0005,production_lot_2026_00005,2026-03-08,2026-11-03,active
fg_0006,production_lot_2026_00006,2026-03-09,2026-11-04,active
fg_0007,production_lot_2026_00007,2026-04-13,2026-12-09,active
fg_0008,production_lot_2026_00008,2026-04-14,2026-12-10,active
fg_0009,production_lot_2026_00009,2026-05-14,2027-01-09,active
fg_0010,production_lot_2026_00010,2026-05-15,2027-01-10,active
fg_0011,production_lot_2026_00011,2026-06-19,2027-02-14,active
fg_0012,production_lot_2026_00012,2026-06-20,2027-02-15,active
fg_0013,production_lot_2026_00013,2026-07-20,2027-03-17,active
fg_0014,production_lot_2026_00014,2026-07-21,2027-03-18,active
fg_0015,production_lot_2026_00015,2026-08-05,2027-04-02,active
fg_0016,production_lot_2026_00016,2026-08-06,2027-04-03,active
fg_0017,production_lot_2026_00017,2026-09-06,2027-05-04,active
fg_0018,production_lot_2026_00018,2026-09-07,2027-05-05,active
fg_0019,production_lot_2026_00019,2026-01-11,2026-09-08,active
fg_0020,production_lot_2026_00020,2026-01-12,2026-09-09,active
fg_0021,production_lot_2026_00021,2026-02-12,2026-10-10,active
fg_0022,production_lot_2026_00022,2026-02-13,2026-10-11,active
fg_0023,production_lot_2026_00023,2026-03-17,2026-11-12,active
fg_0024,production_lot_2026_00024,2026-03-18,2026-11-13,active
fg_0025,production_lot_2026_00025,2026-04-18,2026-12-14,active
fg_0026,production_lot_2026_00026,2026-04-19,2026-12-15,active
fg_0027,production_lot_2026_00027,2026-05-23,2027-01-18,active
fg_0028,production_lot_2026_00028,2026-05-24,2027-01-19,active
fg_0029,production_lot_2026_00029,2026-06-04,2027-01-30,active
fg_0030,production_lot_2026_00030,2026-06-05,2027-01-31,active
fg_0031,production_lot_2026_00031,2026-07-09,2027-03-06,active
fg_0032,production_lot_2026_00032,2026-07-10,2027-03-07,active
fg_0033,production_lot_2026_00033,2026-08-10,2027-04-07,active
fg_0034,production_lot_2026_00034,2026-08-11,2027-04-08,active
fg_0035,production_lot_2026_00035,2026-09-15,2027-05-13,active
fg_0036,production_lot_2026_00036,2026-09-16,2027-05-14,active
fg_0037,production_lot_2026_00037,2026-01-16,2026-09-13,active
fg_0038,production_lot_2026_00038,2026-01-17,2026-09-14,active
fg_0039,production_lot_2026_00039,2026-02-21,2026-10-19,active
fg_0040,production_lot_2026_00040,2026-02-22,2026-10-20,active
fg_0041,production_lot_2026_00041,2026-03-02,2026-10-28,active
fg_0042,production_lot_2026_00042,2026-03-03,2026-10-29,active
fg_0043,production_lot_2026_00043,2026-04-07,2026-12-03,active
fg_0044,production_lot_2026_00044,2026-04-08,2026-12-04,active
fg_0045,production_lot_2026_00045,2026-05-08,2027-01-03,active
fg_0046,production_lot_2026_00046,2026-05-09,2027-01-04,active
fg_0047,production_lot_2026_00047,2026-06-13,2027-02-08,active
fg_0048,production_lot_2026_00048,2026-06-14,2027-02-09,active
fg_0049,production_lot_2026_00049,2026-07-14,2027-03-11,active
fg_0050,production_lot_2026_00050,2026-07-15,2027-03-12,active
fg_0051,production_lot_2026_00051,2026-08-19,2027-04-16,active
fg_0052,production_lot_2026_00052,2026-08-20,2027-04-17,active
fg_0053,production_lot_2026_00053,2026-09-20,2027-05-18,active
fg_0054,production_lot_2026_00054,2026-09-21,2027-05-19,active
fg_0055,production_lot_2026_00055,2026-01-05,2026-09-02,active
fg_0056,production_lot_2026_00056,2026-01-06,2026-09-03,active
fg_0057,production_lot_2026_00057,2026-02-06,2026-10-04,active
fg_0058,production_lot_2026_00058,2026-02-07,2026-10-05,active
fg_0059,production_lot_2026_00059,2026-03-11,2026-11-06,active
fg_0060,production_lot_2026_00060,2026-03-12,2026-11-07,active
fg_0061,production_lot_2026_00061,2026-04-12,2026-12-08,active
fg_0062,production_lot_2026_00062,2026-04-13,2026-12-09,active
fg_0063,production_lot_2026_00063,2026-05-17,2027-01-12,active
fg_0064,production_lot_2026_00064,2026-05-18,2027-01-13,active
fg_0065,production_lot_2026_00065,2026-06-18,2027-02-13,active
fg_0066,production_lot_2026_00066,2026-06-19,2027-02-14,active
fg_0067,production_lot_2026_00067,2026-07-23,2027-03-20,active
fg_0068,production_lot_2026_00068,2026-07-24,2027-03-21,active
fg_0069,production_lot_2026_00069,2026-08-04,2027-04-01,active
fg_0070,production_lot_2026_00070,2026-08-05,2027-04-02,active
fg_0071,production_lot_2026_00071,2026-09-09,2027-05-07,active
fg_0072,production_lot_2026_00072,2026-09-10,2027-05-08,active
fg_0073,production_lot_2026_00073,2026-01-10,2026-09-07,active
fg_0074,production_lot_2026_00074,2026-01-11,2026-09-08,active
fg_0075,production_lot_2026_00075,2026-02-15,2026-10-13,active
fg_0076,production_lot_2026_00076,2026-02-16,2026-10-14,active
fg_0077,production_lot_2026_00077,2026-03-16,2026-11-11,active
fg_0078,production_lot_2026_00078,2026-03-17,2026-11-12,active
fg_0079,production_lot_2026_00079,2026-04-21,2026-12-17,active
fg_0080,production_lot_2026_00080,2026-04-22,2026-12-18,active
fg_0081,production_lot_2026_00081,2026-05-02,2026-12-28,active
fg_0082,production_lot_2026_00082,2026-05-03,2026-12-29,active
fg_0083,production_lot_2026_00083,2026-06-07,2027-02-02,active
fg_0084,production_lot_2026_00084,2026-06-08,2027-02-03,active
fg_0085,production_lot_2026_00085,2026-07-08,2027-03-05,active
fg_0086,production_lot_2026_00086,2026-07-09,2027-03-06,active
fg_0087,production_lot_2026_00087,2026-08-13,2027-04-10,active
fg_0088,production_lot_2026_00088,2026-08-14,2027-04-11,active
fg_0089,production_lot_2026_00089,2026-09-14,2027-05-12,active
fg_0090,production_lot_2026_00090,2026-09-15,2027-05-13,active
fg_0091,production_lot_2026_00091,2026-01-19,2026-09-16,active
fg_0092,production_lot_2026_00092,2026-01-20,2026-09-17,active
fg_0093,production_lot_2026_00093,2026-02-20,2026-10-18,active
fg_0094,production_lot_2026_00094,2026-02-21,2026-10-19,active
fg_0095,production_lot_2026_00095,2026-03-05,2026-10-31,active
fg_0096,production_lot_2026_00096,2026-03-06,2026-11-01,active
fg_0097,production_lot_2026_00097,2026-04-06,2026-12-02,active
fg_0098,production_lot_2026_00098,2026-04-07,2026-12-03,active
fg_0099,production_lot_2026_00099,2026-05-11,2027-01-06,active
fg_0100,production_lot_2026_00100,2026-05-12,2027-01-07,active
fg_0101,production_lot_2026_00101,2026-06-12,2027-02-07,active
fg_0102,production_lot_2026_00102,2026-06-13,2027-02-08,active
fg_0103,production_lot_2026_00103,2026-07-17,2027-03-14,active
fg_0104,production_lot_2026_00104,2026-07-18,2027-03-15,active
fg_0105,production_lot_2026_00105,2026-08-18,2027-04-15,active
fg_0106,production_lot_2026_00106,2026-08-19,2027-04-16,active
fg_0107,production_lot_2026_00107,2026-09-23,2027-05-21,active
fg_0108,production_lot_2026_00108,2026-09-24,2027-05-22,active
fg_0109,production_lot_2026_00109,2026-01-04,2026-09-01,active
fg_0110,production_lot_2026_00110,2026-01-05,2026-09-02,active
fg_0111,production_lot_2026_00111,2026-02-09,2026-10-07,active
fg_0112,production_lot_2026_00112,2026-02-10,2026-10-08,active
fg_0113,production_lot_2026_00113,2026-03-10,2026-11-05,active
fg_0114,production_lot_2026_00114,2026-03-11,2026-11-06,active
fg_0115,production_lot_2026_00115,2026-04-15,2026-12-11,active
fg_0116,production_lot_2026_00116,2026-04-16,2026-12-12,active
fg_0117,production_lot_2026_00117,2026-05-16,2027-01-11,active
fg_0118,production_lot_2026_00118,2026-05-17,2027-01-12,active
fg_0119,production_lot_2026_00119,2026-06-21,2027-02-16,active
fg_0120,production_lot_2026_00120,2026-06-22,2027-02-17,active
fg_0121,production_lot_2026_00121,2026-07-02,2027-02-27,active
fg_0122,production_lot_2026_00122,2026-07-03,2027-02-28,active
fg_0123,production_lot_2026_00123,2026-08-07,2027-04-04,active
fg_0124,production_lot_2026_00124,2026-08-08,2027-04-05,active
fg_0125,production_lot_2026_00125,2026-09-08,2027-05-06,active
fg_0126,production_lot_2026_00126,2026-09-09,2027-05-07,active
fg_0127,production_lot_2026_00127,2026-01-13,2026-09-10,active
fg_0128,production_lot_2026_00128,2026-01-14,2026-09-11,active
fg_0129,production_lot_2026_00129,2026-02-14,2026-10-12,active
fg_0130,production_lot_2026_00130,2026-02-15,2026-10-13,active
fg_0131,production_lot_2026_00131,2026-03-19,2026-11-14,active
fg_0132,production_lot_2026_00132,2026-03-20,2026-11-15,active
fg_0133,production_lot_2026_00133,2026-04-20,2026-12-16,active
fg_0134,production_lot_2026_00134,2026-04-21,2026-12-17,active
fg_0135,production_lot_2026_00135,2026-05-05,2026-12-31,active
fg_0136,production_lot_2026_00136,2026-05-06,2027-01-01,active
fg_0137,production_lot_2026_00137,2026-06-06,2027-02-01,active
fg_0138,production_lot_2026_00138,2026-06-07,2027-02-02,active
fg_0139,production_lot_2026_00139,2026-07-11,2027-03-08,active
fg_0140,production_lot_2026_00140,2026-07-12,2027-03-09,active
fg_0141,production_lot_2026_00141,2026-08-12,2027-04-09,active
fg_0142,production_lot_2026_00142,2026-08-13,2027-04-10,active
fg_0143,production_lot_2026_00143,2026-09-17,2027-05-15,active
fg_0144,production_lot_2026_00144,2026-09-18,2027-05-16,active
fg_0145,production_lot_2026_00145,2026-01-18,2026-09-15,active
fg_0146,production_lot_2026_00146,2026-01-19,2026-09-16,active
fg_0147,production_lot_2026_00147,2026-02-23,2026-10-21,active
fg_0148,production_lot_2026_00148,2026-02-24,2026-10-22,active
fg_0149,production_lot_2026_00149,2026-03-04,2026-10-30,active
fg_0150,production_lot_2026_00150,2026-03-05,2026-10-31,active
fg_0151,production_lot_2026_00151,2026-04-09,2026-12-05,active
fg_0152,production_lot_2026_00152,2026-04-10,2026-12-06,active
fg_0153,production_lot_2026_00153,2026-05-10,2027-01-05,active
fg_0154,production_lot_2026_00154,2026-05-11,2027-01-06,active
fg_0155,production_lot_2026_00155,2026-06-15,2027-02-10,active
fg_0156,production_lot_2026_00156,2026-06-16,2027-02-11,active
fg_0157,production_lot_2026_00157,2026-07-16,2027-03-13,active
fg_0158,production_lot_2026_00158,2026-07-17,2027-03-14,active
fg_0159,production_lot_2026_00159,2026-08-21,2027-04-18,active
fg_0160,production_lot_2026_00160,2026-08-22,2027-04-19,active
fg_0161,production_lot_2026_00161,2026-09-02,2027-04-30,active
fg_0162,production_lot_2026_00162,2026-09-03,2027-05-01,active
fg_0163,production_lot_2026_00163,2026-01-07,2026-09-04,active
fg_0164,production_lot_2026_00164,2026-01-08,2026-09-05,active
fg_0165,production_lot_2026_00165,2026-02-08,2026-10-06,active
fg_0166,production_lot_2026_00166,2026-02-09,2026-10-07,active
fg_0167,production_lot_2026_00167,2026-03-13,2026-11-08,active
fg_0168,production_lot_2026_00168,2026-03-14,2026-11-09,active
fg_0169,production_lot_2026_00169,2026-04-14,2026-12-10,active
fg_0170,production_lot_2026_00170,2026-04-15,2026-12-11,active
fg_0171,production_lot_2026_00171,2026-05-19,2027-01-14,active
fg_0172,production_lot_2026_00172,2026-05-20,2027-01-15,active
fg_0173,production_lot_2026_00173,2026-06-20,2027-02-15,active
fg_0174,production_lot_2026_00174,2026-06-21,2027-02-16,active
fg_0175,production_lot_2026_00175,2026-07-05,2027-03-02,active
fg_0176,production_lot_2026_00176,2026-07-06,2027-03-03,active
fg_0177,production_lot_2026_00177,2026-08-06,2027-04-03,active
fg_0178,production_lot_2026_00178,2026-08-07,2027-04-04,active
fg_0179,production_lot_2026_00179,2026-09-11,2027-05-09,active
fg_0180,production_lot_2026_00180,2026-09-12,2027-05-10,active
fg_0181,production_lot_2026_00181,2026-01-12,2026-09-09,active
fg_0182,production_lot_2026_00182,2026-01-13,2026-09-10,active
fg_0183,production_lot_2026_00183,2026-02-17,2026-10-15,active
fg_0184,production_lot_2026_00184,2026-02-18,2026-10-16,active
fg_0185,production_lot_2026_00185,2026-03-18,2026-11-13,active
fg_0186,production_lot_2026_00186,2026-03-19,2026-11-14,active
fg_0187,production_lot_2026_00187,2026-04-23,2026-12-19,active
fg_0188,production_lot_2026_00188,2026-04-24,2026-12-20,active
fg_0189,production_lot_2026_00189,2026-05-04,2026-12-30,active
fg_0190,production_lot_2026_00190,2026-05-05,2026-12-31,active
fg_0191,production_lot_2026_00191,2026-06-09,2027-02-04,active
fg_0192,production_lot_2026_00192,2026-06-10,2027-02-05,active
fg_0193,production_lot_2026_00193,2026-07-10,2027-03-07,active
fg_0194,production_lot_2026_00194,2026-07-11,2027-03-08,active
fg_0195,production_lot_2026_00195,2026-08-15,2027-04-12,active
fg_0196,production_lot_2026_00196,2026-08-16,2027-04-13,active
fg_0197,production_lot_2026_00197,2026-09-16,2027-05-14,active
fg_0198,production_lot_2026_00198,2026-09-17,2027-05-15,active
fg_0199,production_lot_2026_00199,2026-01-21,2026-09-18,active
fg_0200,production_lot_2026_00200,2026-01-22,2026-09-19,active
fg_0001,production_lot_2026_00201,2026-02-02,2026-09-30,active
fg_0002,production_lot_2026_00202,2026-02-03,2026-10-01,active
fg_0003,production_lot_2026_00203,2026-03-07,2026-11-02,active
fg_0004,production_lot_2026_00204,2026-03-08,2026-11-03,active
fg_0005,production_lot_2026_00205,2026-04-08,2026-12-04,active
fg_0006,production_lot_2026_00206,2026-04-09,2026-12-05,active
fg_0007,production_lot_2026_00207,2026-05-13,2027-01-08,active
fg_0008,production_lot_2026_00208,2026-05-14,2027-01-09,active
fg_0009,production_lot_2026_00209,2026-06-14,2027-02-09,active
fg_0010,production_lot_2026_00210,2026-06-15,2027-02-10,active
fg_0011,production_lot_2026_00211,2026-07-19,2027-03-16,active
fg_0012,production_lot_2026_00212,2026-07-20,2027-03-17,active
fg_0013,production_lot_2026_00213,2026-08-20,2027-04-17,active
fg_0014,production_lot_2026_00214,2026-08-21,2027-04-18,active
fg_0015,production_lot_2026_00215,2026-09-05,2027-05-03,active
fg_0016,production_lot_2026_00216,2026-09-06,2027-05-04,active
fg_0017,production_lot_2026_00217,2026-01-06,2026-09-03,active
fg_0018,production_lot_2026_00218,2026-01-07,2026-09-04,active
fg_0019,production_lot_2026_00219,2026-02-11,2026-10-09,active
fg_0020,production_lot_2026_00220,2026-02-12,2026-10-10,active
fg_0021,production_lot_2026_00221,2026-03-12,2026-11-07,active
fg_0022,production_lot_2026_00222,2026-03-13,2026-11-08,active
fg_0023,production_lot_2026_00223,2026-04-17,2026-12-13,active
fg_0024,production_lot_2026_00224,2026-04-18,2026-12-14,active
fg_0025,production_lot_2026_00225,2026-05-18,2027-01-13,active
fg_0026,production_lot_2026_00226,2026-05-19,2027-01-14,active
fg_0027,production_lot_2026_00227,2026-06-23,2027-02-18,active
fg_0028,production_lot_2026_00228,2026-06-24,2027-02-19,active
fg_0029,production_lot_2026_00229,2026-07-04,2027-03-01,active
fg_0030,production_lot_2026_00230,2026-07-05,2027-03-02,active
fg_0031,production_lot_2026_00231,2026-08-09,2027-04-06,active
fg_0032,production_lot_2026_00232,2026-08-10,2027-04-07,active
fg_0033,production_lot_2026_00233,2026-09-10,2027-05-08,active
fg_0034,production_lot_2026_00234,2026-09-11,2027-05-09,active
fg_0035,production_lot_2026_00235,2026-01-15,2026-09-12,active
fg_0036,production_lot_2026_00236,2026-01-16,2026-09-13,active
fg_0037,production_lot_2026_00237,2026-02-16,2026-10-14,active
fg_0038,production_lot_2026_00238,2026-02-17,2026-10-15,active
fg_0039,production_lot_2026_00239,2026-03-21,2026-11-16,active
fg_0040,production_lot_2026_00240,2026-03-22,2026-11-17,active
fg_0041,production_lot_2026_00241,2026-04-02,2026-11-28,active
fg_0042,production_lot_2026_00242,2026-04-03,2026-11-29,active
fg_0043,production_lot_2026_00243,2026-05-07,2027-01-02,active
fg_0044,production_lot_2026_00244,2026-05-08,2027-01-03,active
fg_0045,production_lot_2026_00245,2026-06-08,2027-02-03,active
fg_0046,production_lot_2026_00246,2026-06-09,2027-02-04,active
fg_0047,production_lot_2026_00247,2026-07-13,2027-03-10,active
fg_0048,production_lot_2026_00248,2026-07-14,2027-03-11,active
fg_0049,production_lot_2026_00249,2026-08-14,2027-04-11,active
fg_0050,production_lot_2026_00250,2026-08-15,2027-04-12,active
fg_0051,production_lot_2026_00251,2026-09-19,2027-05-17,active
fg_0052,production_lot_2026_00252,2026-09-20,2027-05-18,active
fg_0053,production_lot_2026_00253,2026-01-20,2026-09-17,active
fg_0054,production_lot_2026_00254,2026-01-21,2026-09-18,active
fg_0055,production_lot_2026_00255,2026-02-05,2026-10-03,active
fg_0056,production_lot_2026_00256,2026-02-06,2026-10-04,active
fg_0057,production_lot_2026_00257,2026-03-06,2026-11-01,active
fg_0058,production_lot_2026_00258,2026-03-07,2026-11-02,active
fg_0059,production_lot_2026_00259,2026-04-11,2026-12-07,active
fg_0060,production_lot_2026_00260,2026-04-12,2026-12-08,active
fg_0061,production_lot_2026_00261,2026-05-12,2027-01-07,active
fg_0062,production_lot_2026_00262,2026-05-13,2027-01-08,active
fg_0063,production_lot_2026_00263,2026-06-17,2027-02-12,active
fg_0064,production_lot_2026_00264,2026-06-18,2027-02-13,active
fg_0065,production_lot_2026_00265,2026-07-18,2027-03-15,active
fg_0066,production_lot_2026_00266,2026-07-19,2027-03-16,active
fg_0067,production_lot_2026_00267,2026-08-23,2027-04-20,active
fg_0068,production_lot_2026_00268,2026-08-24,2027-04-21,active
fg_0069,production_lot_2026_00269,2026-09-04,2027-05-02,active
fg_0070,production_lot_2026_00270,2026-09-05,2027-05-03,active
fg_0071,production_lot_2026_00271,2026-01-09,2026-09-06,active
fg_0072,production_lot_2026_00272,2026-01-10,2026-09-07,active
fg_0073,production_lot_2026_00273,2026-02-10,2026-10-08,active
fg_0074,production_lot_2026_00274,2026-02-11,2026-10-09,active
fg_0075,production_lot_2026_00275,2026-03-15,2026-11-10,active
fg_0076,production_lot_2026_00276,2026-03-16,2026-11-11,active
fg_0077,production_lot_2026_00277,2026-04-16,2026-12-12,active
fg_0078,production_lot_2026_00278,2026-04-17,2026-12-13,active
fg_0079,production_lot_2026_00279,2026-05-21,2027-01-16,active
fg_0080,production_lot_2026_00280,2026-05-22,2027-01-17,active
fg_0081,production_lot_2026_00281,2026-06-02,2027-01-28,active
fg_0082,production_lot_2026_00282,2026-06-03,2027-01-29,active
fg_0083,production_lot_2026_00283,2026-07-07,2027-03-04,active
fg_0084,production_lot_2026_00284,2026-07-08,2027-03-05,active
fg_0085,production_lot_2026_00285,2026-08-08,2027-04-05,active
fg_0086,production_lot_2026_00286,2026-08-09,2027-04-06,active
fg_0087,production_lot_2026_00287,2026-09-13,2027-05-11,active
fg_0088,production_lot_2026_00288,2026-09-14,2027-05-12,active
fg_0089,production_lot_2026_00289,2026-01-14,2026-09-11,active
fg_0090,production_lot_2026_00290,2026-01-15,2026-09-12,active
fg_0091,production_lot_2026_00291,2026-02-19,2026-10-17,active
fg_0092,production_lot_2026_00292,2026-02-20,2026-10-18,active
fg_0093,production_lot_2026_00293,2026-03-20,2026-11-15,active
fg_0094,production_lot_2026_00294,2026-03-21,2026-11-16,active
fg_0095,production_lot_2026_00295,2026-04-05,2026-12-01,active
fg_0096,production_lot_2026_00296,2026-04-06,2026-12-02,active
fg_0097,production_lot_2026_00297,2026-05-06,2027-01-01,active
fg_0098,production_lot_2026_00298,2026-05-07,2027-01-02,active
fg_0099,production_lot_2026_00299,2026-06-11,2027-02-06,active
fg_0100,production_lot_2026_00300,2026-06-12,2027-02-07,active
